GPU_ID,CUDA_Cores,Base_Clock_MHz,Boost_Clock_MHz,Memory_Type,Memory_Bandwidth_GBps,RT_Cores,Tensor_Cores
81393,8704,1007,1357,GDDR6,310.5,0,0
81394,16384,1475,1667,GDDR5X,718.0,48,192
81395,384,1527,1820,GDDR6X,525.4,0,0
81396,4608,1880,2071,GDDR6X,559.1,0,0
81397,384,1032,1247,GDDR5,565.1,69,276
81398,4608,1841,2108,HBM2,578.7,0,0
81399,7680,1656,2006,GDDR6,837.7,0,0
81400,7680,1750,2101,GDDR6X,450.6,46,184
81401,4608,2012,2234,HBM2,412.7,114,456
81402,384,1457,1611,GDDR5,546.2,80,320
81403,10752,1285,1689,GDDR5X,806.5,0,0
81404,1408,1356,1626,GDDR6,598.8,0,0
81405,2048,2397,2662,HBM2,584.5,0,0
81406,10752,2146,2318,GDDR6X,309.2,0,0
81407,1024,2184,2307,HBM2,922.4,118,472
81408,3584,1828,2021,GDDR5X,210.1,0,0
81409,7680,1548,1851,GDDR5,427.0,0,0
81410,2048,1154,1291,HBM2,890.4,0,0
81411,384,2326,2698,GDDR6,540.4,66,264
81412,16384,1476,1659,HBM2,898.3,102,408
81413,10752,1824,2323,GDDR6X,539.4,0,0
81414,16384,2392,2862,HBM2,677.8,90,360
81415,10752,2294,2447,GDDR6X,989.8,0,0
81416,16384,1273,1577,GDDR5,526.1,0,0
81417,10752,1370,1749,GDDR6,203.2,0,0
81418,4608,1463,1840,GDDR6,567.4,53,212
81419,8704,2176,2318,GDDR5,831.4,56,224
81420,10752,1755,2152,GDDR5X,523.7,0,0
81421,384,1442,1886,HBM2,308.1,0,0
81422,7680,2123,2332,GDDR5,785.4,0,0
81423,2048,1777,2002,HBM2,964.2,38,152
81424,16384,2416,2740,GDDR5X,545.1,22,88
81425,10752,1563,2043,GDDR6,551.3,0,0
81426,10752,1434,1921,GDDR6,530.0,0,0
81427,1408,1935,2278,GDDR5X,823.5,74,296
81428,1024,1072,1354,GDDR6X,446.6,49,196
81429,3584,1774,1888,GDDR6X,731.2,124,496
81430,2048,1503,1605,GDDR5,310.4,76,304
81431,4608,1928,2139,GDDR5X,403.8,112,448
81432,2048,1692,2012,GDDR6X,920.0,55,220
81433,4608,2193,2381,GDDR6X,527.6,41,164
81434,8704,2314,2705,HBM2,749.3,21,84
81435,3584,1871,2109,GDDR6X,337.2,34,136
81436,384,1344,1549,GDDR5X,513.0,100,400
81437,16384,1903,2153,GDDR5X,943.3,0,0
81438,3584,1046,1382,GDDR5,773.6,0,0
81439,7680,1782,2207,GDDR6,969.4,43,172
81440,10752,1390,1579,GDDR5,853.1,29,116
81441,384,1435,1825,GDDR5X,331.0,87,348
81442,8704,2406,2609,GDDR5,911.3,0,0
81443,384,2192,2373,GDDR6,412.2,26,104
81444,384,1698,1945,HBM2,642.8,0,0
81445,16384,1332,1485,HBM2,863.9,0,0
81446,10752,1235,1375,GDDR6X,428.4,0,0
81447,1408,1977,2308,GDDR6X,873.0,113,452
81448,1408,2263,2520,GDDR5X,747.0,63,252
81449,8704,1773,2171,GDDR6X,618.3,23,92
81450,10752,1539,1740,HBM2,780.1,0,0
81451,8704,1072,1352,GDDR5,577.8,0,0
81452,10752,1804,2228,GDDR6,226.2,0,0
81453,2048,1575,1993,HBM2,496.0,0,0
81454,384,1563,2047,HBM2,533.8,87,348
81455,1408,2166,2598,GDDR6,861.0,24,96
81456,4608,2275,2567,GDDR6X,526.5,29,116
81457,3584,1748,2219,GDDR5X,470.1,94,376
81458,16384,1314,1717,GDDR5,447.1,115,460
81459,4608,1803,2040,GDDR6,787.3,90,360
81460,16384,2386,2513,GDDR6,922.6,0,0
81461,4608,2490,2729,HBM2,995.5,0,0
81462,3584,1376,1540,HBM2,206.1,57,228
81463,1408,1533,1735,GDDR5X,677.1,0,0
81464,384,2148,2510,GDDR6,906.0,0,0
81465,8704,1978,2371,GDDR5X,837.5,0,0
81466,10752,2114,2484,GDDR6,922.2,28,112
81467,4608,1199,1550,HBM2,553.8,124,496
81468,1024,1373,1859,HBM2,693.3,0,0
81469,3584,2325,2434,HBM2,749.5,0,0
81470,3584,2112,2382,GDDR5X,692.6,0,0
81471,2048,1354,1722,GDDR6,374.6,29,116
81472,384,2367,2808,GDDR6,391.4,0,0
81473,8704,1752,1940,HBM2,578.4,21,84
81474,7680,1011,1219,GDDR5,903.4,0,0
81475,7680,2034,2187,GDDR5,970.8,42,168
81476,3584,2259,2736,GDDR5,937.2,30,120
81477,384,1400,1596,HBM2,600.6,78,312
81478,1408,1718,2184,GDDR5X,808.4,0,0
81479,3584,1491,1915,GDDR6,244.4,0,0
81480,16384,1076,1528,GDDR5,230.8,110,440
81481,16384,1749,2182,GDDR6X,397.2,0,0
81482,384,1950,2173,GDDR6X,232.9,70,280
81483,1408,1827,1928,HBM2,772.1,57,228
81484,1408,1739,2213,GDDR5,554.6,0,0
81485,1408,2386,2854,GDDR6,827.2,0,0
81486,1408,2132,2379,GDDR6X,786.5,32,128
81487,8704,1777,1903,GDDR6,377.4,52,208
81488,3584,2434,2659,GDDR6X,837.0,106,424
81489,1408,2006,2199,GDDR5,304.6,43,172
81490,8704,2085,2381,GDDR5X,736.7,0,0
81491,4608,1191,1304,GDDR6X,831.9,0,0
81492,4608,2348,2822,HBM2,507.4,0,0
81493,384,1488,1736,HBM2,873.5,0,0
81494,7680,1353,1848,GDDR6,667.0,48,192
81495,384,2300,2460,GDDR6,231.6,0,0
81496,384,1713,1848,GDDR6,308.6,47,188
81497,7680,2017,2272,GDDR5X,941.8,88,352
81498,16384,1801,2212,GDDR6,274.5,0,0
81499,1408,1384,1501,GDDR6X,841.2,0,0
81500,7680,1588,1873,GDDR6X,825.7,0,0
81501,4608,2391,2855,HBM2,566.0,0,0
81502,1024,2054,2174,HBM2,990.1,0,0
81503,384,2393,2730,GDDR5X,870.9,80,320
81504,1408,1510,1756,GDDR5,986.2,88,352
81505,1408,1160,1438,GDDR6X,230.6,88,352
81506,3584,1806,1957,HBM2,545.2,0,0
81507,1408,2286,2756,GDDR5X,401.8,0,0
81508,10752,2377,2710,GDDR5,634.9,80,320
81509,1408,1828,2010,HBM2,308.0,59,236
81510,4608,1877,2222,GDDR6,274.0,0,0
81511,1024,1711,1811,GDDR5,651.7,0,0
81512,4608,1118,1321,HBM2,216.9,60,240
81513,10752,1478,1825,GDDR6X,702.3,0,0
81514,7680,1735,2010,GDDR6X,480.1,96,384
81515,16384,1651,1897,HBM2,655.7,0,0
81516,2048,1167,1499,GDDR6,590.9,0,0
81517,1024,1774,2079,GDDR5X,629.5,0,0
81518,7680,1105,1583,GDDR6X,755.5,75,300
81519,3584,1822,2001,GDDR6,312.1,114,456
81520,8704,1586,1893,GDDR5X,972.6,125,500
81521,7680,2176,2384,HBM2,862.9,0,0
81522,1024,1633,2114,GDDR6,945.4,39,156
81523,1024,2262,2692,GDDR5,860.6,111,444
81524,10752,1672,1857,GDDR5X,617.6,111,444
81525,2048,1779,2203,GDDR6,701.6,62,248
81526,4608,1791,1958,GDDR5X,941.5,0,0
81527,10752,2264,2378,HBM2,472.2,77,308
81528,1408,2497,2753,GDDR6X,956.8,0,0
81529,2048,1909,2066,GDDR5,517.6,0,0
81530,1024,2081,2446,GDDR5X,309.3,0,0
81531,8704,1587,1919,GDDR5,907.9,0,0
81532,4608,1256,1401,GDDR5,277.1,112,448
81533,3584,1436,1891,GDDR6,814.1,0,0
81534,16384,1520,1865,GDDR5X,632.7,0,0
81535,10752,2017,2349,GDDR5X,811.6,54,216
81536,16384,2000,2305,GDDR6,743.2,57,228
81537,2048,1299,1747,GDDR6,201.4,62,248
81538,8704,1363,1823,GDDR6X,679.8,69,276
81539,16384,1945,2183,HBM2,689.9,111,444
81540,10752,1761,2221,GDDR6,209.2,113,452
81541,2048,1140,1583,GDDR5X,407.6,36,144
81542,4608,2087,2478,GDDR6X,712.8,0,0
81543,10752,2340,2655,GDDR6,211.8,0,0
81544,1408,2103,2578,GDDR5X,915.6,125,500
81545,1408,1996,2209,HBM2,739.4,0,0
81546,8704,2432,2621,GDDR5X,511.0,20,80
81547,384,2001,2450,GDDR5,867.5,0,0
81548,4608,2192,2410,GDDR5X,442.5,0,0
81549,8704,1582,1974,GDDR5,885.5,59,236
81550,1408,1198,1338,GDDR6,307.0,47,188
81551,8704,2382,2560,GDDR6,594.4,0,0
81552,2048,1790,1918,GDDR5X,232.9,0,0
81553,7680,1074,1346,GDDR6,488.8,36,144
81554,10752,2411,2686,GDDR6,900.4,0,0
81555,2048,1832,2134,GDDR5X,250.1,35,140
81556,1408,2295,2555,HBM2,316.3,0,0
81557,10752,1311,1591,GDDR6,510.1,33,132
81558,1024,2047,2197,GDDR5,840.6,0,0
81559,1024,2315,2751,GDDR5X,560.8,105,420
81560,7680,1925,2315,GDDR6X,688.9,89,356
81561,4608,1058,1535,HBM2,821.8,104,416
81562,7680,1922,2025,GDDR5X,294.5,87,348
81563,8704,2337,2596,GDDR5X,997.8,82,328
81564,7680,1435,1610,GDDR6,638.6,111,444
81565,1024,1981,2165,GDDR6X,943.3,55,220
81566,16384,2177,2648,GDDR6X,511.3,97,388
81567,1024,1885,2226,GDDR5X,856.5,43,172
81568,10752,2482,2714,GDDR6,719.7,0,0
81569,384,1918,2162,GDDR5,445.4,0,0
81570,3584,1387,1764,GDDR6X,688.5,102,408
81571,16384,2438,2678,GDDR6X,539.7,61,244
81572,2048,2375,2538,GDDR6,642.9,0,0
81573,10752,1679,1953,GDDR6X,280.2,123,492
81574,16384,1983,2374,HBM2,299.1,0,0
81575,8704,2210,2683,GDDR5,908.0,0,0
81576,1408,1843,2306,GDDR5X,522.7,103,412
81577,1024,1171,1482,GDDR6X,556.1,52,208
81578,1024,2025,2145,GDDR5,519.3,108,432
81579,8704,2045,2316,GDDR6X,798.3,0,0
81580,1024,1388,1642,GDDR6,712.8,21,84
81581,2048,1697,2069,GDDR6,857.5,47,188
81582,16384,2051,2316,GDDR6X,340.6,0,0
81583,1024,1759,2036,GDDR6,243.1,0,0
81584,16384,2412,2697,GDDR6,727.0,90,360
81585,1024,1853,2206,GDDR5,680.5,0,0
81586,1408,1630,1741,GDDR5,257.4,0,0
81587,16384,1197,1649,GDDR6,419.7,114,456
81588,1408,1590,2065,GDDR6X,328.3,0,0
81589,8704,1549,1826,GDDR6,773.4,0,0
81590,2048,2445,2782,GDDR5,384.2,0,0
81591,10752,1938,2107,GDDR5X,937.0,36,144
81592,4608,1219,1669,GDDR5X,889.7,40,160
81593,7680,1402,1507,GDDR5,382.4,0,0
81594,2048,1629,2090,GDDR6X,548.6,0,0
81595,7680,1232,1552,GDDR6X,818.4,53,212
81596,1408,1870,2319,GDDR6,276.3,0,0
81597,1024,1658,1891,GDDR5X,381.8,0,0
81598,1408,1120,1361,GDDR5X,952.0,0,0
81599,3584,1995,2304,GDDR5X,570.1,0,0
81600,384,2351,2520,GDDR6X,776.6,39,156
81601,4608,1120,1537,GDDR6X,208.2,27,108
81602,10752,1517,1633,GDDR5,277.7,23,92
81603,7680,1222,1466,GDDR6X,602.5,50,200
81604,1024,1899,2120,GDDR5X,423.2,0,0
81605,384,2133,2312,GDDR5,357.4,0,0
81606,8704,1617,1740,GDDR5,229.7,0,0
81607,1408,2321,2469,HBM2,780.3,46,184
81608,3584,1755,1866,GDDR5X,838.6,0,0
81609,10752,1883,2144,GDDR5X,707.6,60,240
81610,384,2233,2488,GDDR5X,486.6,111,444
81611,4608,1129,1303,GDDR6,757.2,0,0
81612,8704,2452,2560,GDDR5X,464.6,0,0
81613,16384,2157,2354,GDDR6X,377.8,0,0
81614,7680,1025,1384,GDDR5X,725.8,0,0
81615,10752,2382,2528,GDDR5X,642.1,110,440
81616,4608,1501,1816,GDDR6,201.1,0,0
81617,7680,1582,2012,GDDR5X,205.0,66,264
81618,384,1463,1791,HBM2,439.5,0,0
81619,7680,1110,1577,GDDR6,409.4,35,140
81620,4608,2151,2393,GDDR6X,632.5,0,0
81621,1024,1080,1407,GDDR6,702.1,0,0
81622,1024,1803,2050,GDDR6X,816.1,51,204
81623,2048,1259,1413,GDDR6,674.2,0,0
81624,3584,1729,2048,GDDR6X,838.6,38,152
81625,3584,1193,1444,HBM2,646.9,0,0
81626,2048,2189,2613,HBM2,971.9,114,456
81627,4608,2140,2378,GDDR5,712.1,20,80
81628,7680,1572,1932,GDDR6X,220.6,0,0
81629,8704,1896,2238,GDDR5,354.5,60,240
81630,8704,1057,1162,GDDR6X,500.8,0,0
81631,1024,2432,2890,GDDR6X,363.7,0,0
81632,8704,2276,2693,GDDR6X,645.5,0,0
81633,1408,1037,1229,GDDR5X,726.8,117,468
81634,8704,1566,1710,GDDR5,322.1,0,0
81635,7680,1837,2025,GDDR5X,627.3,83,332
81636,2048,2249,2482,GDDR6,388.7,101,404
81637,1408,2488,2782,GDDR5,963.2,0,0
81638,1024,2101,2554,GDDR5X,310.0,56,224
81639,3584,2153,2490,GDDR6X,927.7,54,216
81640,3584,1204,1418,HBM2,633.8,0,0
81641,7680,2464,2903,GDDR5X,448.0,61,244
81642,1024,1123,1502,GDDR6X,954.6,0,0
81643,1024,1842,2216,GDDR6,669.6,98,392
81644,1024,1755,2213,GDDR5,509.7,106,424
81645,3584,2028,2291,GDDR6X,292.3,0,0
81646,8704,2056,2166,GDDR6,881.5,97,388
81647,384,1150,1525,GDDR6,458.2,76,304
81648,1408,1007,1460,HBM2,926.4,88,352
81649,3584,2193,2332,GDDR6X,575.7,0,0
81650,16384,1247,1567,GDDR5X,884.2,66,264
81651,1408,2119,2450,GDDR5,888.4,44,176
81652,1408,1888,2227,HBM2,894.9,36,144
81653,3584,2356,2528,HBM2,750.1,97,388
81654,8704,1953,2179,GDDR5,309.9,0,0
81655,7680,2069,2339,GDDR5,818.5,126,504
81656,1024,2323,2802,HBM2,736.5,73,292
81657,4608,1201,1616,GDDR6X,747.5,78,312
81658,3584,1644,2094,GDDR6,819.1,0,0
81659,1408,2178,2388,GDDR5,755.7,46,184
81660,16384,2455,2665,GDDR5,495.1,34,136
81661,1408,1007,1232,GDDR6X,437.4,0,0
81662,10752,2239,2562,GDDR6,377.8,0,0
81663,384,1592,1857,HBM2,275.9,110,440
81664,1024,2366,2789,HBM2,366.8,0,0
81665,4608,1675,1990,HBM2,270.2,0,0
81666,2048,1131,1581,GDDR5X,350.5,0,0
81667,8704,1683,2094,HBM2,517.5,0,0
81668,3584,1881,1998,GDDR6,697.3,101,404
81669,1024,1339,1510,HBM2,329.8,39,156
81670,1024,2298,2669,GDDR5,602.5,0,0
81671,1024,1038,1481,GDDR5,973.5,126,504
81672,3584,1499,1770,GDDR6,951.7,56,224
81673,7680,1282,1398,GDDR5X,387.8,0,0
81674,16384,1194,1323,GDDR6,992.1,93,372
81675,4608,1731,1957,GDDR6X,239.6,0,0
81676,16384,2305,2511,GDDR5,827.9,0,0
81677,10752,1478,1631,GDDR6X,463.4,0,0
81678,10752,1516,1696,HBM2,592.1,127,508
81679,8704,2009,2475,HBM2,314.3,0,0
81680,384,2212,2540,GDDR5X,632.5,33,132
81681,10752,2359,2500,HBM2,839.9,56,224
81682,2048,1325,1428,GDDR6X,400.8,0,0
81683,8704,2205,2557,GDDR5,648.1,0,0
81684,8704,1649,2004,HBM2,468.0,23,92
81685,2048,1708,2158,GDDR6X,201.7,108,432
81686,16384,1284,1503,GDDR6,619.7,0,0
81687,1408,1989,2134,HBM2,248.2,0,0
81688,7680,1737,1852,GDDR5X,691.0,0,0
81689,3584,2144,2417,GDDR6X,771.1,0,0
81690,4608,1742,2017,GDDR6X,322.9,0,0
81691,3584,1439,1640,GDDR5X,886.2,32,128
81692,4608,1638,1923,GDDR6,522.0,35,140
81693,1024,1517,1815,GDDR5,222.4,34,136
81694,3584,1073,1365,GDDR5X,720.4,0,0
81695,3584,2269,2713,HBM2,811.4,31,124
81696,384,1325,1770,HBM2,834.8,96,384
81697,16384,1291,1569,GDDR5X,996.3,58,232
81698,1408,1454,1768,GDDR5,930.7,120,480
81699,3584,1096,1497,GDDR5,213.7,115,460
81700,3584,2335,2688,GDDR5X,277.6,0,0
81701,384,1039,1357,GDDR5,688.8,51,204
81702,4608,2080,2309,GDDR5,479.2,32,128
81703,3584,1151,1281,GDDR6,754.1,0,0
81704,10752,1972,2180,GDDR5X,900.3,21,84
81705,3584,1623,1856,GDDR5X,332.8,0,0
81706,16384,1889,2327,GDDR6X,781.4,0,0
81707,4608,1823,1935,GDDR6,740.9,126,504
81708,4608,2090,2376,HBM2,396.3,26,104
81709,1408,2014,2235,GDDR5,646.6,27,108
81710,3584,2087,2308,GDDR5X,840.9,0,0
81711,7680,1499,1924,GDDR5X,598.0,0,0
81712,8704,1719,2057,GDDR6X,700.5,73,292
81713,2048,1415,1559,GDDR5X,632.3,100,400
81714,1408,2386,2644,GDDR6,274.7,0,0
81715,10752,2171,2312,GDDR6,378.0,0,0
81716,1024,1016,1150,GDDR5X,671.6,24,96
81717,1408,1308,1595,GDDR6X,244.7,0,0
81718,4608,1911,2183,GDDR5,366.3,40,160
81719,1408,2042,2446,GDDR5,506.5,73,292
81720,2048,2450,2936,GDDR5X,800.7,0,0
81721,16384,1265,1651,GDDR5,505.7,0,0
81722,2048,2483,2598,GDDR6,795.4,81,324
81723,384,2482,2739,GDDR6,259.1,0,0
81724,10752,1737,1923,GDDR5X,756.1,0,0
81725,3584,1384,1572,HBM2,644.1,0,0
81726,10752,1516,1994,HBM2,513.1,115,460
81727,7680,1621,1819,HBM2,593.4,77,308
81728,3584,1787,1937,GDDR5,243.0,0,0
81729,4608,1208,1386,HBM2,243.3,91,364
81730,1024,1925,2396,GDDR6X,843.5,0,0
81731,8704,1885,2212,GDDR6,283.4,0,0
81732,4608,1880,2032,GDDR6,766.1,0,0
81733,8704,1866,2120,GDDR5,680.9,82,328
81734,3584,1237,1540,GDDR6,693.5,51,204
81735,1408,2026,2182,GDDR5X,276.1,84,336
81736,16384,2492,2813,GDDR5,815.0,0,0
81737,1024,2427,2532,GDDR5,357.3,52,208
81738,1024,2331,2528,HBM2,783.0,23,92
81739,16384,1349,1713,GDDR5X,979.4,0,0
81740,3584,1592,1972,GDDR6X,498.5,116,464
81741,7680,2388,2515,GDDR5,250.4,78,312
81742,3584,1264,1610,GDDR5,736.3,0,0
81743,8704,1159,1376,GDDR6X,871.5,0,0
81744,3584,2112,2503,GDDR5,791.0,0,0
81745,10752,2168,2571,GDDR6X,799.6,128,512
81746,384,2337,2723,HBM2,255.5,36,144
81747,2048,1397,1642,GDDR5,992.1,42,168
81748,16384,2374,2642,HBM2,205.8,34,136
81749,4608,2000,2385,GDDR5X,369.0,0,0
81750,1408,1255,1727,HBM2,673.2,0,0
81751,4608,2206,2680,HBM2,480.8,0,0
81752,1024,2170,2619,GDDR6X,216.9,0,0
81753,1408,2448,2655,HBM2,898.3,59,236
81754,8704,2188,2457,GDDR5X,785.1,0,0
81755,16384,1254,1713,GDDR6X,625.9,57,228
81756,7680,1236,1706,GDDR5X,737.4,78,312
81757,10752,1457,1922,GDDR6,832.5,39,156
81758,384,2159,2475,GDDR5,548.6,28,112
81759,4608,1675,2028,GDDR5X,764.4,0,0
81760,384,2350,2680,GDDR5,616.6,20,80
81761,384,1272,1719,GDDR5X,518.7,78,312
81762,1408,1572,1681,HBM2,868.3,46,184
81763,8704,1409,1789,GDDR6,352.6,0,0
81764,8704,1405,1841,HBM2,564.7,39,156
81765,1024,1960,2063,GDDR6,483.7,82,328
81766,4608,2150,2475,GDDR6,643.7,121,484
81767,8704,1779,1895,GDDR6,803.7,0,0
81768,7680,2416,2576,HBM2,784.1,108,432
81769,4608,1179,1459,GDDR5,315.5,31,124
81770,384,2327,2440,GDDR5X,994.5,113,452
81771,4608,2071,2479,HBM2,500.1,77,308
81772,4608,1758,2198,GDDR5X,893.1,45,180
81773,8704,1368,1852,GDDR5,386.4,60,240
81774,384,1623,1951,HBM2,972.4,111,444
81775,384,1613,1994,HBM2,443.9,81,324
81776,3584,1492,1781,GDDR6,847.5,55,220
81777,2048,2109,2565,GDDR6,391.4,0,0
81778,16384,1131,1476,GDDR5X,516.5,0,0
81779,2048,1512,1858,GDDR6X,936.6,66,264
81780,1408,1879,2218,GDDR5,283.9,45,180
81781,8704,1581,1710,GDDR5X,679.1,0,0
81782,8704,1054,1193,HBM2,409.1,66,264
81783,1408,1781,2044,GDDR5,669.8,0,0
81784,16384,1483,1674,HBM2,649.2,123,492
81785,384,2175,2482,HBM2,685.9,0,0
81786,8704,2272,2635,GDDR6,361.8,23,92
81787,4608,1923,2396,GDDR5,932.6,103,412
81788,4608,1799,2176,GDDR6,812.1,85,340
81789,10752,1252,1674,GDDR5X,275.3,0,0
81790,1024,1299,1732,GDDR6X,776.6,0,0
81791,4608,1940,2233,GDDR6X,663.3,90,360
81792,10752,1586,1914,HBM2,546.2,0,0
81793,3584,2055,2512,GDDR5X,909.7,0,0
81794,1408,2272,2425,HBM2,293.0,0,0
81795,384,2174,2463,GDDR6,923.6,0,0
81796,3584,1082,1438,HBM2,733.1,0,0
81797,3584,1381,1705,GDDR5,908.1,121,484
81798,16384,1690,1893,HBM2,797.0,0,0
81799,1408,1100,1573,GDDR5,308.1,0,0
81800,4608,1075,1223,GDDR6X,979.7,0,0
81801,384,1087,1238,GDDR6,207.8,56,224
81802,16384,1896,2387,GDDR6,690.1,83,332
81803,7680,1382,1543,HBM2,768.4,41,164
81804,8704,2493,2899,GDDR6,873.0,0,0
81805,1408,1663,1776,GDDR5X,564.0,87,348
81806,8704,2215,2634,GDDR5,244.5,0,0
81807,2048,2238,2534,GDDR6,941.8,109,436
81808,10752,1177,1471,GDDR5X,787.6,0,0
81809,16384,2178,2297,GDDR5X,553.1,72,288
81810,1024,1615,1873,GDDR6,248.4,0,0
81811,16384,2319,2680,GDDR6,882.1,0,0
81812,4608,2118,2535,GDDR5X,204.9,117,468
81813,1408,1786,1915,GDDR6,397.0,0,0
81814,384,1138,1348,GDDR6,337.1,0,0
81815,1408,1239,1474,GDDR5,801.6,35,140
81816,16384,1476,1894,GDDR5X,598.9,60,240
81817,16384,1994,2254,GDDR6,968.8,81,324
81818,10752,2321,2753,HBM2,538.4,34,136
81819,4608,2018,2121,GDDR5,482.4,49,196
81820,7680,1509,1640,HBM2,641.2,112,448
81821,16384,1297,1461,GDDR5,229.9,62,248
81822,8704,1975,2113,GDDR6,211.3,0,0
81823,8704,1367,1498,GDDR6X,953.8,0,0
81824,4608,1673,1807,GDDR5X,222.3,0,0
81825,7680,2099,2458,GDDR5X,286.1,91,364
81826,3584,1958,2201,HBM2,988.2,64,256
81827,10752,1664,2123,HBM2,699.7,62,248
81828,4608,1070,1172,GDDR5X,768.4,0,0
81829,16384,1964,2222,GDDR5,278.1,25,100
81830,7680,2382,2769,HBM2,563.4,0,0
81831,1024,1260,1587,GDDR5X,620.0,0,0
81832,4608,1683,2090,GDDR5X,364.6,0,0
81833,10752,2432,2913,GDDR6X,827.0,29,116
81834,3584,1697,2134,GDDR6X,234.1,0,0
81835,2048,2281,2624,GDDR5X,228.1,78,312
81836,2048,1193,1326,GDDR5,379.7,61,244
81837,1024,2370,2474,GDDR6,203.6,119,476
81838,1024,1252,1562,GDDR5,830.9,69,276
81839,4608,2120,2464,HBM2,343.4,58,232
81840,1408,1434,1804,HBM2,995.3,0,0
81841,8704,1561,2054,GDDR6,259.0,99,396
81842,1408,1236,1647,GDDR5X,543.9,0,0
81843,4608,1024,1485,GDDR6,356.4,0,0
81844,2048,1880,1991,GDDR5,356.5,72,288
81845,384,1590,1715,HBM2,296.6,0,0
81846,8704,1604,2045,GDDR5X,527.5,123,492
81847,2048,1359,1587,GDDR5X,584.5,82,328
81848,1024,1582,2027,GDDR6,635.2,86,344
81849,1024,1306,1551,GDDR5,887.1,0,0
81850,16384,1485,1770,GDDR6X,453.5,57,228
81851,384,1862,2327,GDDR6X,935.7,0,0
81852,4608,1357,1544,GDDR5,570.6,56,224
81853,1408,1972,2093,HBM2,956.4,0,0
81854,4608,1302,1507,GDDR5X,941.1,0,0
81855,1408,1190,1657,GDDR5,578.0,76,304
81856,2048,1318,1475,GDDR5,705.9,50,200
81857,2048,1112,1373,GDDR6,815.4,59,236
81858,8704,2408,2784,HBM2,904.8,0,0
81859,10752,1286,1763,HBM2,613.1,76,304
81860,384,1958,2252,GDDR6X,888.3,0,0
81861,3584,2356,2665,GDDR6X,535.0,90,360
81862,10752,2436,2819,GDDR6X,467.7,0,0
81863,2048,1967,2171,GDDR6X,778.8,0,0
81864,1024,2053,2201,GDDR6X,676.8,0,0
81865,384,1216,1493,GDDR6,206.6,0,0
81866,1408,2307,2580,HBM2,936.2,93,372
81867,1024,2473,2900,HBM2,451.0,80,320
81868,4608,2019,2131,HBM2,744.8,0,0
81869,1408,1251,1693,GDDR5,761.0,0,0
81870,10752,1812,2016,GDDR5,496.2,88,352
81871,1408,1934,2184,HBM2,802.9,100,400
81872,10752,1804,2144,GDDR5,270.5,56,224
81873,1024,2439,2929,GDDR6,667.4,0,0
81874,2048,2307,2476,GDDR5,647.6,0,0
81875,10752,1633,1735,GDDR6,505.4,74,296
81876,384,2067,2277,GDDR5,528.0,0,0
81877,2048,2405,2683,GDDR5X,587.5,0,0
81878,384,1507,1954,GDDR6,887.7,0,0
81879,1408,1304,1506,GDDR5X,348.2,116,464
81880,16384,2494,2655,HBM2,550.1,108,432
81881,1024,2379,2536,HBM2,567.2,35,140
81882,4608,2258,2618,GDDR6,716.1,0,0
81883,16384,1491,1691,GDDR6X,648.6,0,0
81884,8704,1542,1740,GDDR6,614.8,74,296
81885,1024,1842,2299,GDDR6,954.7,0,0
81886,10752,2397,2815,GDDR6X,353.1,127,508
81887,16384,1667,2098,HBM2,905.7,0,0
81888,384,1475,1639,GDDR6X,622.3,42,168
81889,16384,2357,2616,GDDR5,601.0,0,0
81890,7680,1786,2129,HBM2,931.1,0,0
81891,7680,2079,2503,GDDR6,712.2,44,176
81892,4608,1746,2061,GDDR5X,439.8,0,0
81893,384,1943,2176,GDDR6,384.3,38,152
81894,2048,1285,1525,HBM2,787.5,115,460
81895,4608,1723,2096,GDDR5,868.7,43,172
81896,3584,1723,2005,GDDR5,492.1,122,488
81897,7680,2170,2465,GDDR5,612.6,0,0
81898,1408,1888,2189,GDDR6,987.5,93,372
81899,8704,2449,2651,GDDR6X,637.1,0,0
81900,1024,1400,1843,GDDR6,922.2,0,0
81901,10752,1109,1574,GDDR6X,463.8,48,192
81902,4608,1686,1916,GDDR5X,559.4,0,0
81903,8704,1416,1620,GDDR5X,402.0,0,0
81904,10752,1754,2158,GDDR5X,609.1,122,488
81905,8704,2288,2762,GDDR6,681.1,118,472
81906,384,2050,2158,HBM2,533.1,40,160
81907,10752,1117,1395,GDDR5X,694.9,0,0
81908,3584,1397,1631,GDDR6,723.7,0,0
81909,8704,2162,2307,GDDR5,719.3,90,360
81910,10752,1632,2078,GDDR6X,450.4,27,108
81911,1024,2096,2219,HBM2,377.6,0,0
81912,1408,1944,2441,GDDR5X,697.1,0,0
81913,1024,2333,2444,HBM2,788.8,0,0
81914,1024,1001,1398,GDDR5,918.4,0,0
81915,10752,1095,1423,HBM2,263.9,0,0
81916,1408,2182,2436,GDDR5X,577.0,25,100
81917,3584,1697,2002,GDDR5,470.6,49,196
81918,384,1064,1439,GDDR6,284.1,96,384
81919,4608,2493,2825,GDDR5,295.8,80,320
81920,4608,1475,1708,GDDR6X,208.0,22,88
81921,8704,1985,2253,GDDR6,675.1,0,0
81922,384,1321,1644,GDDR5,652.1,0,0
81923,10752,1848,2223,HBM2,912.2,0,0
81924,8704,2205,2471,GDDR5,406.0,114,456
81925,384,2477,2903,GDDR6,275.2,0,0
