RAM_ID,CAS_Latency,ECC_Support,Buffered,Channels,Heat_Sink,XMP_Profiles
78566,CL19,Yes,No,Dual,No,No
78567,CL15,Yes,No,Quad,Yes,No
78568,CL19,No,No,Dual,No,Yes
78569,CL19,Yes,Yes,Single,Yes,No
78570,CL19,Yes,No,Quad,No,No
78571,CL40,No,No,Quad,No,Yes
78572,CL19,Yes,Yes,Single,Yes,No
78573,CL19,Yes,Yes,Single,Yes,No
78574,CL18,Yes,Yes,Dual,Yes,No
78575,CL36,No,No,Single,Yes,Yes
78576,CL18,No,No,Single,No,Yes
78577,CL36,Yes,Yes,Single,No,No
78578,CL17,Yes,Yes,Single,No,Yes
78579,CL16,Yes,No,Quad,Yes,No
78580,CL36,No,No,Dual,No,No
78581,CL11,Yes,Yes,Single,No,No
78582,CL17,Yes,No,Single,Yes,No
78583,CL19,No,No,Single,Yes,No
78584,CL13,No,No,Dual,Yes,No
78585,CL15,No,No,Single,Yes,Yes
78586,CL40,Yes,No,Quad,Yes,No
78587,CL36,Yes,No,Dual,No,No
78588,CL16,No,No,Quad,No,Yes
78589,CL13,Yes,No,Dual,Yes,No
78590,CL40,No,No,Dual,Yes,No
78591,CL11,No,No,Dual,No,Yes
78592,CL16,Yes,No,Single,No,No
78593,CL36,Yes,No,Single,No,No
78594,CL19,No,No,Single,No,Yes
78595,CL19,No,No,Single,Yes,No
78596,CL15,No,No,Single,Yes,Yes
78597,CL13,Yes,Yes,Dual,Yes,Yes
78598,CL38,Yes,No,Single,Yes,No
78599,CL18,Yes,No,Single,Yes,No
78600,CL13,No,No,Single,No,Yes
78601,CL15,No,No,Dual,No,No
78602,CL16,Yes,No,Quad,No,No
78603,CL36,Yes,No,Dual,No,Yes
78604,CL11,No,No,Quad,Yes,Yes
78605,CL38,Yes,No,Dual,Yes,No
78606,CL17,No,No,Quad,Yes,Yes
78607,CL13,No,No,Dual,Yes,Yes
78608,CL15,Yes,Yes,Quad,No,Yes
78609,CL13,No,No,Quad,No,Yes
78610,CL13,Yes,Yes,Single,Yes,Yes
78611,CL13,No,No,Quad,No,Yes
78612,CL38,No,No,Single,No,No
78613,CL15,No,No,Dual,No,No
78614,CL11,No,No,Dual,Yes,No
78615,CL13,Yes,No,Dual,No,No
78616,CL19,No,No,Single,Yes,Yes
78617,CL11,Yes,Yes,Dual,No,No
78618,CL19,No,No,Quad,Yes,No
78619,CL40,Yes,No,Quad,No,Yes
78620,CL17,No,No,Single,No,Yes
78621,CL13,Yes,Yes,Dual,Yes,Yes
78622,CL38,Yes,No,Dual,Yes,No
78623,CL18,Yes,Yes,Dual,Yes,No
78624,CL13,No,No,Dual,Yes,No
78625,CL13,No,No,Single,No,Yes
78626,CL36,Yes,Yes,Single,No,No
78627,CL17,No,No,Quad,No,No
78628,CL36,Yes,Yes,Quad,Yes,Yes
78629,CL18,No,No,Dual,No,No
78630,CL17,Yes,No,Quad,No,Yes
78631,CL40,No,No,Dual,No,No
78632,CL36,No,No,Dual,Yes,No
78633,CL19,Yes,Yes,Dual,Yes,Yes
78634,CL19,No,No,Quad,Yes,Yes
78635,CL19,No,No,Single,No,No
78636,CL40,Yes,Yes,Single,No,Yes
78637,CL15,No,No,Dual,No,No
78638,CL19,No,No,Quad,No,Yes
78639,CL17,No,No,Quad,Yes,Yes
78640,CL38,No,No,Single,Yes,Yes
78641,CL18,No,No,Dual,No,Yes
78642,CL11,No,No,Dual,Yes,No
78643,CL17,No,No,Dual,Yes,No
78644,CL18,Yes,No,Quad,No,Yes
78645,CL17,Yes,Yes,Single,Yes,No
78646,CL36,Yes,No,Single,Yes,Yes
78647,CL18,No,No,Single,Yes,Yes
78648,CL18,No,No,Quad,Yes,No
78649,CL36,No,No,Dual,No,Yes
78650,CL13,No,No,Dual,Yes,Yes
78651,CL18,Yes,Yes,Quad,Yes,Yes
78652,CL36,No,No,Single,Yes,Yes
78653,CL40,No,No,Quad,Yes,Yes
78654,CL40,No,No,Dual,Yes,No
78655,CL11,Yes,No,Single,Yes,No
78656,CL15,No,No,Dual,Yes,Yes
78657,CL19,Yes,Yes,Quad,Yes,Yes
78658,CL16,Yes,Yes,Quad,Yes,Yes
78659,CL13,No,No,Dual,Yes,Yes
78660,CL38,Yes,No,Quad,Yes,Yes
78661,CL19,No,No,Single,Yes,Yes
78662,CL17,No,No,Single,No,Yes
78663,CL36,Yes,No,Dual,No,Yes
78664,CL17,Yes,Yes,Quad,No,No
78665,CL11,Yes,No,Dual,No,No
78666,CL40,No,No,Single,No,Yes
78667,CL38,No,No,Dual,Yes,No
78668,CL13,No,No,Quad,No,Yes
78669,CL11,No,No,Single,No,No
78670,CL19,No,No,Dual,Yes,Yes
78671,CL17,No,No,Quad,No,Yes
78672,CL15,No,No,Single,No,No
78673,CL17,No,No,Quad,No,No
78674,CL19,Yes,No,Dual,Yes,Yes
78675,CL17,Yes,No,Quad,No,No
78676,CL36,No,No,Quad,Yes,Yes
78677,CL19,Yes,No,Dual,Yes,No
78678,CL19,No,No,Quad,Yes,No
78679,CL17,No,No,Single,Yes,Yes
78680,CL16,Yes,No,Single,Yes,No
78681,CL18,No,No,Dual,No,No
78682,CL13,Yes,No,Single,Yes,Yes
78683,CL19,No,No,Dual,Yes,No
78684,CL15,No,No,Dual,Yes,No
78685,CL13,Yes,Yes,Dual,No,No
78686,CL18,No,No,Quad,No,Yes
78687,CL15,Yes,No,Dual,No,No
78688,CL18,No,No,Dual,Yes,Yes
78689,CL16,No,No,Dual,Yes,No
78690,CL16,Yes,Yes,Dual,Yes,No
78691,CL13,No,No,Quad,Yes,Yes
78692,CL36,No,No,Dual,Yes,Yes
78693,CL40,No,No,Dual,Yes,Yes
78694,CL13,Yes,Yes,Quad,Yes,Yes
78695,CL15,Yes,No,Quad,Yes,Yes
78696,CL16,Yes,Yes,Quad,Yes,Yes
78697,CL16,No,No,Dual,No,No
78698,CL19,No,No,Quad,No,No
78699,CL17,No,No,Single,Yes,Yes
78700,CL38,No,No,Dual,No,No
78701,CL11,Yes,Yes,Single,No,Yes
78702,CL38,Yes,Yes,Quad,Yes,Yes
78703,CL16,Yes,No,Quad,No,No
78704,CL17,No,No,Single,No,Yes
78705,CL11,No,No,Single,Yes,Yes
78706,CL13,Yes,Yes,Dual,No,Yes
78707,CL11,No,No,Quad,Yes,No
78708,CL17,Yes,Yes,Single,No,No
78709,CL17,No,No,Dual,Yes,Yes
78710,CL17,No,No,Quad,No,No
78711,CL13,Yes,Yes,Quad,No,Yes
78712,CL15,No,No,Dual,Yes,No
78713,CL13,Yes,No,Single,No,No
78714,CL18,No,No,Single,No,No
78715,CL19,Yes,Yes,Quad,Yes,No
78716,CL19,No,No,Quad,Yes,Yes
78717,CL11,No,No,Single,No,Yes
78718,CL40,Yes,No,Dual,Yes,Yes
78719,CL17,Yes,No,Single,No,No
78720,CL15,No,No,Quad,Yes,No
78721,CL19,No,No,Single,No,Yes
78722,CL36,No,No,Single,No,No
78723,CL15,Yes,No,Single,Yes,No
78724,CL13,No,No,Single,No,Yes
78725,CL40,Yes,No,Dual,No,No
78726,CL13,Yes,No,Dual,No,Yes
78727,CL36,No,No,Dual,No,Yes
78728,CL11,Yes,Yes,Dual,Yes,No
78729,CL36,Yes,Yes,Quad,Yes,No
78730,CL17,Yes,No,Quad,No,No
78731,CL18,No,No,Single,Yes,Yes
78732,CL15,No,No,Quad,No,Yes
78733,CL40,No,No,Quad,Yes,Yes
78734,CL40,No,No,Quad,Yes,Yes
78735,CL19,No,No,Single,No,No
78736,CL40,Yes,No,Dual,Yes,Yes
78737,CL16,No,No,Quad,Yes,Yes
78738,CL11,No,No,Quad,No,Yes
78739,CL15,Yes,No,Single,Yes,Yes
78740,CL17,No,No,Quad,Yes,Yes
78741,CL18,Yes,No,Quad,No,Yes
78742,CL19,No,No,Dual,Yes,Yes
78743,CL15,Yes,Yes,Single,No,Yes
78744,CL16,Yes,No,Quad,Yes,Yes
78745,CL15,Yes,No,Dual,No,No
78746,CL16,No,No,Single,Yes,No
78747,CL13,No,No,Dual,Yes,No
78748,CL16,Yes,No,Quad,Yes,No
78749,CL13,No,No,Single,Yes,No
78750,CL16,Yes,Yes,Dual,Yes,No
78751,CL13,No,No,Single,No,No
78752,CL40,Yes,Yes,Dual,Yes,Yes
78753,CL11,Yes,Yes,Quad,No,Yes
78754,CL11,No,No,Single,No,No
78755,CL19,No,No,Quad,No,Yes
78756,CL18,Yes,Yes,Single,Yes,Yes
78757,CL15,Yes,No,Quad,No,Yes
78758,CL40,Yes,Yes,Single,No,No
78759,CL18,No,No,Quad,Yes,No
78760,CL18,No,No,Single,No,No
78761,CL19,Yes,No,Single,Yes,Yes
78762,CL36,Yes,No,Dual,No,Yes
78763,CL16,No,No,Quad,Yes,Yes
78764,CL19,Yes,Yes,Dual,No,No
78765,CL18,Yes,No,Single,No,Yes
78766,CL15,Yes,Yes,Single,No,Yes
78767,CL11,Yes,Yes,Dual,Yes,Yes
78768,CL13,Yes,Yes,Single,Yes,No
78769,CL13,Yes,Yes,Quad,No,No
78770,CL40,Yes,No,Dual,No,No
78771,CL40,Yes,Yes,Single,Yes,No
78772,CL40,No,No,Dual,No,Yes
78773,CL38,No,No,Dual,Yes,No
78774,CL13,Yes,No,Single,No,No
78775,CL16,No,No,Dual,Yes,Yes
78776,CL38,No,No,Dual,Yes,No
78777,CL19,Yes,No,Single,Yes,Yes
78778,CL19,Yes,Yes,Quad,Yes,No
78779,CL17,Yes,No,Single,Yes,Yes
78780,CL19,Yes,No,Single,Yes,Yes
78781,CL38,Yes,Yes,Single,Yes,No
78782,CL18,Yes,No,Dual,No,Yes
78783,CL36,Yes,Yes,Single,Yes,No
78784,CL38,No,No,Single,Yes,No
78785,CL11,No,No,Single,Yes,Yes
78786,CL11,No,No,Dual,No,No
78787,CL17,Yes,No,Dual,No,Yes
78788,CL38,No,No,Quad,No,No
78789,CL40,Yes,Yes,Single,Yes,No
78790,CL38,Yes,Yes,Single,No,Yes
78791,CL19,No,No,Dual,Yes,Yes
78792,CL15,Yes,Yes,Single,Yes,Yes
78793,CL16,No,No,Quad,No,No
78794,CL11,Yes,Yes,Quad,Yes,Yes
78795,CL18,No,No,Single,Yes,No
78796,CL19,Yes,No,Quad,No,Yes
78797,CL16,No,No,Single,Yes,Yes
78798,CL17,No,No,Single,No,Yes
78799,CL18,No,No,Quad,Yes,No
78800,CL17,No,No,Dual,No,No
78801,CL15,Yes,No,Single,No,No
78802,CL38,Yes,Yes,Dual,No,No
78803,CL11,Yes,Yes,Dual,Yes,No
78804,CL19,Yes,Yes,Single,No,No
78805,CL11,No,No,Dual,Yes,Yes
78806,CL13,No,No,Quad,Yes,Yes
78807,CL11,Yes,No,Dual,No,No
78808,CL17,No,No,Quad,Yes,Yes
78809,CL17,Yes,No,Single,Yes,No
78810,CL13,No,No,Single,No,No
78811,CL17,Yes,Yes,Single,Yes,Yes
78812,CL17,Yes,No,Single,Yes,Yes
78813,CL19,Yes,Yes,Single,No,No
78814,CL16,Yes,Yes,Quad,No,No
78815,CL17,No,No,Single,No,Yes
78816,CL13,Yes,No,Dual,Yes,Yes
78817,CL38,Yes,No,Single,No,Yes
78818,CL18,Yes,Yes,Single,No,Yes
78819,CL15,No,No,Quad,No,No
78820,CL40,No,No,Quad,Yes,No
78821,CL40,Yes,No,Dual,No,Yes
78822,CL11,Yes,No,Single,No,Yes
78823,CL18,No,No,Single,No,No
78824,CL13,Yes,Yes,Single,No,Yes
78825,CL18,Yes,Yes,Dual,No,No
78826,CL18,Yes,No,Dual,Yes,Yes
78827,CL38,Yes,Yes,Single,No,No
78828,CL15,Yes,No,Quad,Yes,No
78829,CL11,No,No,Single,Yes,No
78830,CL11,No,No,Single,No,No
78831,CL38,No,No,Dual,Yes,No
78832,CL40,Yes,No,Dual,No,No
78833,CL18,No,No,Quad,Yes,Yes
78834,CL38,No,No,Quad,Yes,No
78835,CL40,Yes,No,Single,Yes,Yes
78836,CL13,No,No,Single,No,Yes
78837,CL17,Yes,Yes,Single,Yes,Yes
78838,CL11,Yes,Yes,Quad,Yes,No
78839,CL16,Yes,Yes,Single,Yes,No
78840,CL19,Yes,Yes,Single,No,No
78841,CL36,No,No,Dual,Yes,No
78842,CL36,Yes,Yes,Quad,Yes,No
78843,CL19,No,No,Dual,No,Yes
78844,CL19,Yes,No,Quad,Yes,No
78845,CL15,Yes,No,Dual,No,No
78846,CL11,No,No,Dual,No,Yes
78847,CL11,No,No,Quad,Yes,Yes
78848,CL15,No,No,Dual,Yes,No
78849,CL36,No,No,Single,No,Yes
78850,CL40,Yes,Yes,Single,Yes,No
78851,CL17,No,No,Single,No,No
78852,CL11,No,No,Quad,Yes,No
78853,CL13,Yes,No,Dual,No,No
78854,CL16,Yes,No,Quad,Yes,No
78855,CL15,Yes,No,Dual,No,Yes
78856,CL15,No,No,Quad,Yes,No
78857,CL11,Yes,Yes,Quad,Yes,No
78858,CL18,No,No,Dual,No,No
78859,CL15,No,No,Quad,No,Yes
78860,CL40,No,No,Single,No,No
78861,CL19,No,No,Dual,No,Yes
78862,CL36,No,No,Dual,Yes,No
78863,CL15,No,No,Dual,Yes,No
78864,CL38,Yes,Yes,Single,No,No
78865,CL19,No,No,Quad,No,Yes
78866,CL38,Yes,Yes,Single,No,Yes
78867,CL16,Yes,No,Quad,Yes,No
78868,CL38,No,No,Dual,No,Yes
78869,CL15,No,No,Single,No,No
78870,CL18,No,No,Dual,No,Yes
78871,CL15,Yes,Yes,Dual,No,Yes
78872,CL16,Yes,Yes,Dual,No,No
78873,CL38,No,No,Single,No,No
78874,CL18,Yes,Yes,Single,No,Yes
78875,CL17,Yes,No,Single,Yes,Yes
78876,CL11,No,No,Single,Yes,No
78877,CL18,No,No,Single,Yes,Yes
78878,CL15,No,No,Single,Yes,Yes
78879,CL38,No,No,Single,Yes,Yes
78880,CL15,Yes,No,Dual,No,Yes
78881,CL15,Yes,Yes,Quad,Yes,Yes
78882,CL16,Yes,No,Quad,No,Yes
78883,CL13,Yes,No,Single,Yes,No
78884,CL15,No,No,Dual,Yes,No
78885,CL11,No,No,Single,Yes,No
78886,CL19,No,No,Dual,Yes,No
78887,CL13,No,No,Dual,No,No
78888,CL38,Yes,No,Single,No,No
78889,CL19,Yes,Yes,Quad,No,Yes
78890,CL16,No,No,Quad,No,Yes
78891,CL36,No,No,Quad,Yes,No
78892,CL19,No,No,Dual,Yes,No
78893,CL17,Yes,Yes,Dual,Yes,No
78894,CL11,Yes,Yes,Dual,Yes,Yes
78895,CL13,Yes,Yes,Dual,Yes,No
78896,CL19,Yes,No,Single,Yes,No
78897,CL17,Yes,No,Single,Yes,Yes
78898,CL13,Yes,No,Dual,Yes,No
78899,CL15,Yes,Yes,Single,No,No
78900,CL15,No,No,Quad,No,No
78901,CL13,No,No,Quad,No,Yes
78902,CL15,No,No,Dual,No,No
78903,CL40,No,No,Quad,No,No
78904,CL40,Yes,Yes,Quad,No,Yes
78905,CL40,No,No,Single,No,No
78906,CL13,No,No,Quad,No,No
78907,CL18,No,No,Single,Yes,No
78908,CL11,No,No,Single,No,No
78909,CL15,No,No,Quad,Yes,Yes
78910,CL40,No,No,Dual,Yes,Yes
78911,CL38,No,No,Dual,Yes,Yes
78912,CL13,Yes,Yes,Quad,No,Yes
78913,CL13,Yes,Yes,Single,No,Yes
78914,CL38,No,No,Dual,No,No
78915,CL13,No,No,Dual,Yes,No
78916,CL40,Yes,Yes,Dual,No,Yes
78917,CL18,No,No,Quad,No,Yes
78918,CL16,Yes,Yes,Quad,No,Yes
78919,CL16,Yes,Yes,Quad,Yes,Yes
78920,CL11,No,No,Quad,Yes,Yes
78921,CL36,Yes,No,Dual,Yes,Yes
78922,CL19,No,No,Quad,Yes,Yes
78923,CL38,No,No,Dual,Yes,Yes
78924,CL19,No,No,Quad,Yes,No
78925,CL38,Yes,No,Single,Yes,No
78926,CL38,Yes,No,Single,Yes,No
78927,CL11,Yes,No,Quad,Yes,Yes
78928,CL17,No,No,Dual,Yes,Yes
78929,CL18,No,No,Single,No,No
78930,CL11,No,No,Single,No,No
78931,CL38,No,No,Dual,Yes,Yes
78932,CL38,Yes,No,Quad,No,No
78933,CL36,Yes,Yes,Dual,Yes,Yes
78934,CL19,No,No,Quad,Yes,Yes
78935,CL11,Yes,No,Dual,No,No
78936,CL38,Yes,No,Single,Yes,Yes
78937,CL15,No,No,Quad,Yes,Yes
78938,CL18,No,No,Dual,Yes,Yes
78939,CL40,Yes,Yes,Dual,No,Yes
78940,CL16,Yes,Yes,Quad,No,No
78941,CL18,Yes,No,Dual,No,No
78942,CL17,No,No,Quad,Yes,No
78943,CL17,Yes,No,Dual,Yes,No
78944,CL15,Yes,Yes,Dual,Yes,Yes
78945,CL19,Yes,Yes,Single,No,No
78946,CL15,No,No,Dual,Yes,No
78947,CL38,Yes,No,Quad,Yes,Yes
78948,CL16,Yes,Yes,Quad,No,Yes
78949,CL13,Yes,Yes,Single,No,No
78950,CL40,No,No,Dual,Yes,No
78951,CL17,Yes,Yes,Quad,No,Yes
78952,CL36,No,No,Quad,Yes,Yes
78953,CL40,No,No,Quad,No,No
78954,CL11,No,No,Single,No,Yes
78955,CL16,Yes,Yes,Quad,No,No
78956,CL18,Yes,Yes,Quad,Yes,Yes
78957,CL17,No,No,Quad,Yes,No
78958,CL16,Yes,Yes,Single,No,Yes
78959,CL11,Yes,Yes,Single,Yes,Yes
78960,CL19,Yes,No,Dual,No,No
78961,CL19,No,No,Quad,No,Yes
78962,CL17,No,No,Quad,Yes,No
78963,CL18,No,No,Quad,No,Yes
78964,CL40,No,No,Dual,No,Yes
78965,CL38,Yes,Yes,Quad,Yes,No
78966,CL17,Yes,Yes,Quad,No,Yes
78967,CL11,Yes,Yes,Single,No,Yes
78968,CL11,No,No,Dual,No,No
78969,CL16,Yes,Yes,Quad,No,No
78970,CL11,No,No,Dual,No,No
78971,CL18,No,No,Quad,Yes,Yes
78972,CL36,Yes,No,Quad,Yes,Yes
78973,CL38,Yes,Yes,Single,No,No
78974,CL15,No,No,Single,No,No
78975,CL36,Yes,Yes,Dual,Yes,Yes
78976,CL36,Yes,No,Single,No,No
78977,CL16,Yes,No,Dual,No,No
78978,CL40,Yes,Yes,Dual,No,Yes
78979,CL19,No,No,Quad,Yes,No
78980,CL40,No,No,Dual,Yes,Yes
78981,CL36,No,No,Quad,No,No
78982,CL16,No,No,Dual,No,No
78983,CL38,No,No,Dual,Yes,Yes
78984,CL17,Yes,Yes,Single,Yes,Yes
78985,CL18,No,No,Dual,Yes,No
78986,CL16,Yes,Yes,Quad,No,No
78987,CL40,Yes,Yes,Single,No,No
78988,CL18,Yes,No,Dual,Yes,Yes
78989,CL13,No,No,Dual,Yes,Yes
78990,CL18,Yes,Yes,Single,No,No
78991,CL17,No,No,Dual,Yes,Yes
78992,CL36,Yes,Yes,Dual,Yes,Yes
78993,CL40,Yes,No,Single,Yes,Yes
78994,CL38,No,No,Dual,Yes,Yes
78995,CL36,No,No,Quad,Yes,Yes
78996,CL16,No,No,Quad,Yes,No
78997,CL19,No,No,Quad,No,Yes
78998,CL15,Yes,No,Dual,No,Yes
78999,CL36,Yes,Yes,Quad,Yes,No
79000,CL40,No,No,Dual,No,Yes
79001,CL18,Yes,Yes,Single,Yes,No
79002,CL18,No,No,Single,Yes,No
79003,CL19,Yes,No,Single,No,No
79004,CL13,No,No,Quad,Yes,Yes
79005,CL16,Yes,Yes,Dual,No,No
79006,CL11,Yes,No,Dual,No,No
79007,CL11,Yes,No,Dual,Yes,No
79008,CL18,Yes,No,Single,No,No
79009,CL13,Yes,Yes,Single,No,No
79010,CL40,No,No,Single,Yes,No
79011,CL40,No,No,Single,Yes,Yes
79012,CL11,No,No,Quad,Yes,No
79013,CL36,No,No,Dual,Yes,Yes
79014,CL11,No,No,Single,Yes,Yes
79015,CL19,No,No,Dual,Yes,No
79016,CL13,No,No,Single,Yes,Yes
79017,CL18,Yes,Yes,Quad,No,Yes
79018,CL40,Yes,No,Quad,No,Yes
79019,CL38,Yes,Yes,Single,Yes,Yes
79020,CL16,No,No,Single,No,No
79021,CL36,Yes,No,Dual,No,Yes
79022,CL40,Yes,No,Dual,Yes,No
79023,CL11,Yes,Yes,Quad,Yes,No
79024,CL15,Yes,Yes,Dual,No,Yes
79025,CL40,No,No,Single,No,Yes
79026,CL13,No,No,Dual,Yes,Yes
79027,CL17,Yes,Yes,Single,No,Yes
79028,CL11,No,No,Dual,No,No
79029,CL19,No,No,Dual,No,No
79030,CL19,Yes,Yes,Dual,No,No
79031,CL11,No,No,Quad,Yes,No
79032,CL13,No,No,Dual,Yes,No
79033,CL19,No,No,Dual,Yes,Yes
79034,CL19,Yes,Yes,Quad,Yes,No
79035,CL17,Yes,No,Dual,No,No
79036,CL16,No,No,Dual,Yes,Yes
79037,CL11,No,No,Dual,No,Yes
79038,CL11,Yes,No,Quad,No,No
79039,CL13,Yes,No,Dual,Yes,Yes
79040,CL19,No,No,Quad,Yes,No
79041,CL38,Yes,No,Single,No,No
79042,CL38,No,No,Single,Yes,No
79043,CL40,Yes,Yes,Quad,No,No
79044,CL38,No,No,Quad,No,No
79045,CL40,No,No,Single,No,No
79046,CL17,No,No,Single,Yes,Yes
79047,CL15,No,No,Single,Yes,Yes
79048,CL15,Yes,No,Quad,Yes,Yes
79049,CL19,No,No,Quad,No,Yes
79050,CL17,No,No,Quad,No,No
79051,CL11,Yes,Yes,Dual,No,Yes
79052,CL38,Yes,Yes,Single,Yes,No
79053,CL13,No,No,Dual,No,Yes
79054,CL11,Yes,No,Dual,Yes,Yes
79055,CL13,No,No,Single,Yes,No
79056,CL40,No,No,Single,Yes,No
79057,CL38,Yes,No,Dual,Yes,Yes
79058,CL13,Yes,Yes,Single,No,No
79059,CL40,No,No,Quad,Yes,No
79060,CL18,Yes,Yes,Dual,No,No
79061,CL36,No,No,Single,Yes,Yes
79062,CL19,No,No,Single,Yes,No
79063,CL17,No,No,Single,Yes,No
79064,CL11,Yes,No,Quad,No,Yes
79065,CL17,Yes,No,Single,No,Yes
79066,CL18,Yes,Yes,Single,No,No
79067,CL38,No,No,Dual,No,Yes
79068,CL38,No,No,Dual,No,Yes
79069,CL38,No,No,Dual,Yes,No
79070,CL38,No,No,Quad,Yes,No
79071,CL38,Yes,No,Single,No,No
79072,CL17,No,No,Quad,No,No
79073,CL16,No,No,Dual,Yes,No
79074,CL36,No,No,Dual,Yes,Yes
79075,CL13,No,No,Quad,No,Yes
79076,CL11,Yes,No,Dual,No,Yes
79077,CL15,Yes,No,Dual,No,Yes
79078,CL40,Yes,Yes,Dual,Yes,No
79079,CL36,Yes,No,Quad,Yes,No
79080,CL18,No,No,Quad,No,No
79081,CL15,No,No,Quad,Yes,Yes
79082,CL17,Yes,No,Single,No,Yes
79083,CL16,No,No,Single,No,No
79084,CL11,No,No,Dual,No,No
79085,CL13,Yes,No,Quad,No,No
79086,CL15,No,No,Quad,Yes,Yes
79087,CL36,Yes,Yes,Dual,No,No
79088,CL11,Yes,Yes,Quad,No,Yes
79089,CL16,No,No,Quad,Yes,Yes
79090,CL15,Yes,Yes,Dual,Yes,Yes
79091,CL36,Yes,No,Dual,No,Yes
79092,CL18,Yes,Yes,Dual,Yes,Yes
79093,CL40,Yes,No,Dual,Yes,Yes
79094,CL19,No,No,Single,No,Yes
79095,CL18,No,No,Dual,Yes,No
79096,CL38,No,No,Quad,Yes,Yes
79097,CL40,No,No,Dual,Yes,Yes
79098,CL19,No,No,Single,Yes,No
79099,CL18,No,No,Single,No,Yes
79100,CL15,No,No,Dual,Yes,Yes
79101,CL36,Yes,Yes,Quad,Yes,No
79102,CL11,Yes,Yes,Quad,Yes,No
79103,CL36,No,No,Single,Yes,Yes
79104,CL36,Yes,Yes,Quad,Yes,No
79105,CL19,No,No,Single,No,No
79106,CL36,No,No,Single,Yes,No
79107,CL16,Yes,No,Quad,Yes,No
79108,CL18,Yes,Yes,Single,Yes,No
79109,CL40,Yes,Yes,Quad,Yes,No
79110,CL38,Yes,No,Dual,Yes,No
79111,CL16,Yes,No,Quad,No,No
79112,CL19,Yes,Yes,Dual,No,No
79113,CL16,No,No,Dual,No,Yes
79114,CL15,No,No,Dual,No,No
79115,CL11,Yes,Yes,Dual,No,Yes
79116,CL13,No,No,Quad,Yes,Yes
79117,CL18,Yes,Yes,Quad,No,No
79118,CL38,Yes,No,Dual,Yes,No
79119,CL13,No,No,Dual,No,Yes
79120,CL40,Yes,Yes,Dual,No,Yes
79121,CL18,Yes,No,Quad,Yes,No
79122,CL16,No,No,Single,Yes,Yes
79123,CL16,No,No,Single,No,Yes
79124,CL36,No,No,Dual,Yes,No
79125,CL40,Yes,Yes,Quad,Yes,Yes
79126,CL19,Yes,No,Quad,Yes,Yes
79127,CL17,No,No,Quad,Yes,No
79128,CL36,Yes,Yes,Single,Yes,Yes
79129,CL19,Yes,No,Single,No,No
79130,CL16,Yes,No,Quad,Yes,No
79131,CL19,Yes,Yes,Single,No,No
79132,CL17,Yes,Yes,Quad,Yes,Yes
79133,CL17,No,No,Quad,Yes,No
79134,CL38,Yes,No,Dual,No,Yes
79135,CL18,No,No,Single,No,No
79136,CL19,No,No,Dual,No,No
79137,CL36,Yes,Yes,Dual,Yes,No
79138,CL15,Yes,No,Single,Yes,No
79139,CL19,No,No,Quad,Yes,Yes
79140,CL16,Yes,Yes,Single,No,No
79141,CL18,No,No,Quad,Yes,No
79142,CL36,No,No,Quad,No,No
79143,CL36,Yes,No,Single,Yes,No
79144,CL17,Yes,No,Single,Yes,No
79145,CL38,No,No,Dual,Yes,Yes
79146,CL38,No,No,Dual,No,Yes
79147,CL17,Yes,No,Quad,Yes,No
79148,CL17,No,No,Single,No,Yes
79149,CL19,No,No,Single,Yes,Yes
79150,CL19,Yes,No,Single,No,No
79151,CL17,No,No,Single,Yes,No
79152,CL38,Yes,Yes,Quad,Yes,Yes
79153,CL40,No,No,Single,No,No
79154,CL11,No,No,Quad,Yes,Yes
79155,CL40,Yes,Yes,Single,No,Yes
79156,CL40,No,No,Quad,Yes,No
79157,CL11,Yes,Yes,Quad,Yes,Yes
79158,CL16,Yes,No,Single,No,No
79159,CL13,Yes,Yes,Single,No,No
79160,CL36,Yes,Yes,Single,No,Yes
79161,CL18,No,No,Single,Yes,Yes
79162,CL11,Yes,Yes,Single,No,Yes
79163,CL36,No,No,Single,No,Yes
79164,CL18,Yes,No,Dual,No,Yes
79165,CL18,Yes,No,Single,No,No
79166,CL36,No,No,Quad,Yes,No
79167,CL40,Yes,No,Quad,No,No
79168,CL40,Yes,Yes,Quad,No,No
79169,CL17,No,No,Single,Yes,Yes
79170,CL38,No,No,Dual,No,Yes
79171,CL36,Yes,Yes,Dual,No,Yes
79172,CL15,No,No,Quad,No,No
79173,CL17,Yes,No,Quad,No,Yes
79174,CL18,No,No,Dual,No,No
79175,CL15,Yes,No,Quad,Yes,No
79176,CL36,No,No,Dual,Yes,Yes
79177,CL17,No,No,Dual,No,Yes
79178,CL40,No,No,Dual,Yes,Yes
79179,CL18,No,No,Dual,Yes,Yes
79180,CL40,Yes,Yes,Single,No,Yes
79181,CL19,Yes,Yes,Quad,Yes,Yes
79182,CL11,No,No,Quad,No,No
79183,CL19,No,No,Single,No,Yes
79184,CL38,No,No,Quad,Yes,No
79185,CL38,No,No,Quad,No,No
79186,CL13,No,No,Single,Yes,Yes
79187,CL16,No,No,Single,No,Yes
79188,CL18,Yes,Yes,Single,No,Yes
79189,CL17,Yes,No,Dual,Yes,No
79190,CL38,No,No,Dual,No,Yes
79191,CL16,Yes,Yes,Dual,No,No
79192,CL17,No,No,Dual,Yes,Yes
79193,CL40,No,No,Dual,Yes,No
79194,CL38,No,No,Quad,No,Yes
