chicken_id,breed_id,farm_id,farmer_id,gender,hatch_date,age_days,weight_kg,height_cm,production_type,health_status,vaccination_status,egg_production_weekly,province,feed_type_id,market_value
6837,11,31,42,Female,9/11/2023,112,2.26,44.9,Egg,Recovered,Complete,1,DI Yogyakarta,6,37902
6838,9,68,69,Male,5/30/2023,216,3.52,59.3,Ornamental,Recovered,Complete,2,Jawa Barat,4,38823
6839,2,86,3,Male,5/13/2023,233,3.77,66.1,Egg,Recovered,Complete,0,Sulawesi Selatan,6,62324
6840,13,59,83,Male,10/17/2022,441,2.4,67.1,Ornamental,Healthy,None,0,Kalimantan Selatan,6,131364
6841,15,96,5,Female,6/26/2023,189,1.73,30.6,Ornamental,Healthy,None,0,Bali,2,69236
6842,12,93,95,Female,7/17/2022,533,3.15,55.1,Fighting,Recovered,Partial,0,Sumatera Utara,6,114037
6843,5,145,26,Female,9/14/2022,474,1.47,52.1,Egg,Recovered,None,0,DI Yogyakarta,4,124086
6844,2,51,26,Male,6/20/2022,560,2,47,Egg,Recovered,None,0,Banten,5,75227
6845,2,139,99,Female,9/1/2022,487,2.75,64.4,Egg,Healthy,Partial,0,DI Yogyakarta,7,87969
6846,14,106,89,Male,6/20/2022,560,2.39,48.4,Meat,Under Treatment,Complete,4,DI Yogyakarta,5,95796
6847,7,161,11,Female,9/23/2023,100,2.13,37.8,Ornamental,Healthy,Partial,0,Jawa Barat,4,122440
6848,4,134,30,Female,10/7/2022,451,3.8,41.6,Fighting,Healthy,None,0,Jawa Barat,4,54701
6849,13,130,80,Male,8/15/2023,139,2.52,32.4,Egg,Recovered,Complete,1,Bali,2,136647
6850,8,186,1,Female,9/8/2023,115,2.29,30.7,Fighting,Healthy,Partial,0,Jawa Tengah,1,48083
6851,1,180,97,Female,12/3/2022,394,1.59,54.6,Dual Purpose,Recovered,None,0,Jawa Tengah,1,57831
6852,9,175,37,Female,9/18/2022,470,2.09,31.7,Fighting,Minor Issues,Complete,0,Bali,7,143434
6853,3,30,48,Male,5/25/2022,586,1.91,57,Dual Purpose,Recovered,None,0,Lampung,1,69327
6854,1,22,16,Male,1/27/2022,704,1.26,69.6,Fighting,Healthy,Partial,0,Jawa Timur,5,56068
6855,1,172,35,Male,5/25/2023,221,3.83,57.8,Meat,Under Treatment,None,2,Bali,1,59024
6856,14,166,100,Male,12/16/2023,16,2.33,27.9,Egg,Minor Issues,Partial,0,Jawa Tengah,3,82773
6857,7,17,99,Female,4/15/2022,626,1.44,28.4,Dual Purpose,Recovered,Partial,0,DI Yogyakarta,1,87823
6858,6,38,96,Female,12/17/2023,15,3,43.8,Fighting,Under Treatment,Partial,5,Bali,1,85201
6859,14,111,80,Female,8/13/2022,506,3.4,51,Ornamental,Healthy,Partial,3,Jawa Barat,3,143449
6860,6,134,76,Male,6/17/2022,563,0.9,62.2,Ornamental,Under Treatment,Partial,0,Banten,1,62056
6861,10,71,58,Male,4/4/2022,637,2.17,32.9,Fighting,Under Treatment,Partial,6,Jawa Timur,8,133278
6862,9,53,75,Female,8/12/2022,507,3.47,36.5,Fighting,Recovered,None,0,Banten,6,53189
6863,7,64,44,Male,5/5/2022,606,1.66,56,Dual Purpose,Minor Issues,Partial,4,Jawa Timur,4,29162
6864,6,49,38,Male,12/11/2023,21,0.81,33.6,Ornamental,Under Treatment,Partial,0,Banten,4,106003
6865,14,124,18,Female,10/24/2022,434,2.52,66.9,Meat,Healthy,Partial,0,Sumatera Utara,6,35220
6866,7,195,92,Male,6/1/2022,579,2.54,56.4,Dual Purpose,Under Treatment,Complete,0,Jawa Timur,2,130204
6867,5,174,43,Female,7/28/2022,522,2.59,57.8,Ornamental,Under Treatment,None,0,Jawa Tengah,4,45364
6868,6,45,12,Male,7/15/2023,170,4.01,67.6,Ornamental,Healthy,None,7,Jawa Barat,2,31065
6869,1,102,84,Female,9/18/2023,105,1.67,56.1,Fighting,Under Treatment,Complete,4,Jawa Barat,4,77180
6870,1,98,66,Female,7/2/2023,183,3.02,41.9,Fighting,Healthy,Partial,2,DI Yogyakarta,4,65731
6871,12,167,86,Female,9/19/2023,104,1.36,62,Fighting,Healthy,None,0,Kalimantan Selatan,8,86808
6872,11,92,13,Male,4/4/2022,637,2.46,68,Fighting,Recovered,None,3,Bali,6,106629
6873,13,5,26,Male,7/10/2023,175,2.71,63.7,Dual Purpose,Recovered,Partial,0,Bali,3,134029
6874,4,143,89,Male,11/15/2022,412,4.06,48.3,Ornamental,Recovered,Complete,6,Sumatera Utara,5,92814
6875,9,169,31,Female,6/4/2023,211,2.21,45.6,Fighting,Minor Issues,None,0,Kalimantan Selatan,5,122811
6876,2,131,9,Female,7/9/2023,176,1.13,47.5,Fighting,Healthy,None,4,Lampung,4,112157
6877,14,90,72,Female,1/2/2022,729,3.89,30.1,Dual Purpose,Recovered,Complete,0,Bali,5,99746
6878,11,164,64,Female,10/4/2023,89,1.81,67.3,Egg,Under Treatment,Partial,0,Banten,7,69800
6879,9,169,2,Female,7/16/2022,534,1.58,28,Fighting,Under Treatment,Partial,0,Jawa Timur,5,38352
6880,7,99,13,Male,9/18/2023,105,3.02,26.2,Egg,Under Treatment,Partial,0,Jawa Tengah,1,29849
6881,10,143,22,Male,10/26/2022,432,4.29,64.5,Meat,Minor Issues,Partial,4,DI Yogyakarta,6,57221
6882,2,170,43,Female,7/17/2023,168,3.35,59.6,Ornamental,Recovered,Partial,0,Lampung,8,41846
6883,11,188,81,Male,12/27/2023,5,2.78,40.7,Dual Purpose,Healthy,None,3,Jawa Tengah,3,106248
6884,7,111,70,Male,5/20/2022,591,2.46,31.1,Egg,Under Treatment,Partial,4,Bali,7,58840
6885,15,105,88,Male,12/18/2023,14,4.25,55.1,Fighting,Healthy,Partial,0,Sulawesi Selatan,2,81668
6886,6,200,62,Female,9/17/2023,106,3.53,68.1,Egg,Minor Issues,None,4,Jawa Timur,8,62712
6887,9,102,88,Male,8/16/2023,138,1.96,43.9,Fighting,Minor Issues,Partial,0,Jawa Barat,8,97469
6888,11,154,63,Male,2/27/2023,308,1.18,28,Dual Purpose,Recovered,Partial,1,Sumatera Utara,2,87268
6889,15,137,20,Female,2/10/2022,690,1.26,59.6,Meat,Healthy,Partial,5,Bali,5,78223
6890,2,64,19,Male,1/2/2023,364,2.72,54.1,Meat,Minor Issues,Complete,0,Sulawesi Selatan,2,149001
6891,5,110,74,Male,8/7/2023,147,2.49,45.2,Fighting,Recovered,Partial,5,DI Yogyakarta,1,121447
6892,5,186,5,Male,2/8/2023,327,4.18,39.4,Dual Purpose,Under Treatment,None,2,Sulawesi Selatan,3,65640
6893,14,188,1,Female,5/18/2023,228,4.24,36.5,Meat,Under Treatment,None,6,DI Yogyakarta,4,91396
6894,12,17,79,Female,7/22/2022,528,3.48,38.1,Egg,Under Treatment,Complete,0,Kalimantan Selatan,6,111322
6895,4,58,7,Female,12/30/2022,367,1.93,66.6,Fighting,Under Treatment,None,5,Sulawesi Selatan,1,112024
6896,9,111,75,Female,2/13/2023,322,2.87,56.5,Meat,Healthy,Partial,0,Kalimantan Selatan,7,144825
6897,6,87,65,Male,6/10/2023,205,1.33,50.2,Meat,Minor Issues,Complete,3,Sumatera Utara,1,72975
6898,3,76,41,Male,11/7/2022,420,4.06,61.8,Meat,Healthy,Complete,7,Jawa Tengah,8,41095
6899,3,33,26,Male,4/12/2022,629,3.02,52.4,Dual Purpose,Minor Issues,Complete,3,Jawa Barat,4,144618
6900,4,19,81,Female,6/2/2023,213,3.88,54.6,Fighting,Minor Issues,None,0,Bali,7,32891
6901,3,109,43,Female,6/12/2023,203,1.63,39.4,Dual Purpose,Recovered,Complete,1,Jawa Barat,6,55266
6902,8,115,78,Female,4/28/2022,613,3.24,29.3,Meat,Healthy,Complete,3,Jawa Timur,6,34622
6903,2,171,91,Female,11/4/2023,58,2.2,69.4,Dual Purpose,Minor Issues,Partial,0,Lampung,3,96509
6904,3,50,12,Female,8/1/2022,518,3.36,54.4,Meat,Minor Issues,None,4,Jawa Timur,7,130483
6905,11,175,76,Female,1/27/2022,704,4.35,57.3,Ornamental,Under Treatment,Complete,0,Jawa Timur,5,84953
6906,15,93,12,Female,3/22/2023,285,1.53,69.2,Dual Purpose,Under Treatment,Partial,0,Jawa Barat,6,136193
6907,3,179,54,Female,12/17/2023,15,3.96,67.1,Egg,Recovered,None,0,Jawa Timur,6,105213
6908,10,122,81,Male,8/10/2023,144,1.12,58,Meat,Minor Issues,Complete,0,Banten,2,77006
6909,5,154,45,Male,3/29/2023,278,2.7,42.9,Dual Purpose,Recovered,Complete,0,Lampung,7,127011
6910,15,199,46,Male,3/2/2022,670,4.24,63.7,Dual Purpose,Under Treatment,Complete,3,Jawa Tengah,4,45005
6911,15,93,63,Male,11/12/2022,415,3.64,32.4,Egg,Recovered,None,0,Jawa Tengah,3,148013
6912,3,130,52,Male,6/11/2023,204,3.17,37.7,Egg,Healthy,None,0,Lampung,6,38161
6913,2,2,39,Female,4/10/2022,631,1.29,52.5,Fighting,Healthy,Partial,0,Sumatera Utara,1,107842
6914,9,64,12,Female,5/2/2022,609,0.83,32.6,Meat,Minor Issues,None,3,Jawa Tengah,6,27311
6915,4,147,16,Male,6/15/2022,565,1.91,44.5,Fighting,Healthy,Partial,0,DI Yogyakarta,2,126929
6916,10,134,97,Female,2/5/2023,330,2.11,58.4,Dual Purpose,Healthy,Partial,1,Sulawesi Selatan,4,126037
6917,5,198,51,Female,7/2/2023,183,1.85,37.8,Meat,Recovered,None,2,Jawa Barat,7,131356
6918,2,138,48,Male,10/14/2023,79,3.64,34.7,Egg,Recovered,None,0,Jawa Tengah,3,31359
6919,5,108,14,Female,8/31/2022,488,2.09,50.5,Meat,Under Treatment,None,0,Kalimantan Selatan,2,43201
6920,13,37,19,Male,2/3/2023,332,4.07,31,Meat,Under Treatment,Complete,7,Kalimantan Selatan,1,52429
6921,5,1,29,Male,3/21/2023,286,1.49,36.8,Fighting,Under Treatment,None,0,DI Yogyakarta,5,144768
6922,13,33,54,Female,10/22/2022,436,2.07,50.9,Ornamental,Minor Issues,None,3,Banten,1,121848
6923,6,107,59,Female,4/16/2023,260,1.66,27.3,Ornamental,Healthy,Partial,0,Bali,1,66156
6924,7,52,23,Male,12/19/2022,378,3.35,55.8,Dual Purpose,Minor Issues,Complete,6,Lampung,1,79360
6925,5,200,46,Female,4/25/2023,251,1.75,47.6,Dual Purpose,Minor Issues,None,4,Banten,2,79008
6926,8,153,14,Female,7/12/2022,538,4.24,30.7,Ornamental,Minor Issues,Partial,0,Bali,3,118033
6927,3,78,87,Female,10/8/2022,450,1.55,25.8,Egg,Healthy,None,0,Jawa Barat,3,58351
6928,9,99,94,Male,8/5/2023,149,3.67,32.8,Fighting,Under Treatment,Partial,2,DI Yogyakarta,7,88357
6929,11,98,21,Female,5/1/2022,610,4.18,67.2,Fighting,Minor Issues,Partial,5,DI Yogyakarta,8,111588
6930,11,126,41,Male,5/12/2022,599,2.9,50.7,Fighting,Healthy,Complete,0,Sumatera Utara,4,71242
6931,8,100,92,Female,10/23/2022,435,4,68.8,Egg,Recovered,None,0,Jawa Barat,2,61269
6932,3,40,98,Male,11/4/2023,58,3.52,25.7,Dual Purpose,Healthy,Complete,0,Sumatera Utara,3,58669
6933,15,184,36,Female,6/23/2023,192,2.14,48.7,Ornamental,Minor Issues,None,7,Jawa Timur,7,123143
6934,11,158,82,Male,7/1/2023,184,2.83,36.3,Egg,Recovered,Partial,0,DI Yogyakarta,8,77621
6935,12,92,41,Male,3/7/2023,300,1.09,53.3,Dual Purpose,Recovered,Complete,0,Lampung,1,135560
6936,6,11,50,Female,9/27/2022,461,4.23,42.3,Fighting,Minor Issues,Partial,7,Banten,4,101201
6937,11,54,25,Female,6/11/2022,569,3,38.9,Ornamental,Minor Issues,Complete,0,Sumatera Utara,5,114252
6938,11,54,55,Male,6/27/2023,188,3.5,39,Fighting,Healthy,None,0,Sulawesi Selatan,8,92077
6939,5,156,37,Female,12/28/2023,4,2.72,45.6,Fighting,Recovered,Complete,0,Kalimantan Selatan,8,114350
6940,12,151,38,Male,4/9/2023,267,3.05,59.9,Egg,Recovered,Complete,0,Jawa Tengah,4,40673
6941,5,38,19,Female,11/27/2023,35,2.71,63.6,Dual Purpose,Minor Issues,None,0,Jawa Timur,7,43227
6942,6,93,49,Female,5/28/2022,583,1.86,69.4,Fighting,Under Treatment,Partial,0,Banten,3,124887
6943,10,183,42,Female,5/7/2022,604,3.67,26.1,Egg,Minor Issues,Partial,6,Lampung,4,129889
6944,8,103,51,Female,2/4/2022,696,3.32,29.9,Ornamental,Healthy,Complete,0,Sulawesi Selatan,1,41291
6945,13,153,16,Male,9/25/2023,98,4.36,66,Meat,Under Treatment,Partial,7,Jawa Tengah,6,98835
6946,14,66,67,Female,6/20/2023,195,3.75,42.3,Fighting,Minor Issues,Partial,7,Bali,8,42464
6947,12,126,93,Male,5/25/2023,221,4.34,29.5,Meat,Recovered,Partial,7,Bali,2,78683
6948,6,143,94,Female,8/15/2023,139,2.49,54.4,Fighting,Minor Issues,None,7,Jawa Timur,4,48707
6949,1,193,48,Female,3/15/2023,292,1.45,47.8,Ornamental,Recovered,None,0,Jawa Barat,7,103015
6950,12,41,57,Male,5/1/2023,245,1.74,35.1,Egg,Recovered,Partial,0,DI Yogyakarta,3,55045
6951,2,195,64,Female,7/5/2023,180,3.65,36.6,Fighting,Recovered,None,0,Lampung,1,57845
6952,5,37,9,Male,3/22/2023,285,2.68,36.8,Meat,Healthy,Partial,0,Lampung,5,133453
6953,10,111,67,Male,8/9/2023,145,2.81,26.1,Meat,Minor Issues,None,0,Sulawesi Selatan,3,101962
6954,1,18,83,Male,7/7/2023,178,4.16,43.7,Ornamental,Recovered,Complete,2,Sumatera Utara,7,48183
6955,5,23,94,Male,7/28/2022,522,1.91,50.6,Meat,Healthy,Complete,0,Jawa Tengah,2,103532
6956,6,142,66,Male,2/15/2022,685,1.74,30.3,Fighting,Healthy,Partial,7,Bali,3,82655
6957,12,20,57,Male,9/13/2022,475,4.11,33,Dual Purpose,Minor Issues,Partial,6,Lampung,1,83564
6958,2,16,91,Female,10/18/2022,440,0.99,52.1,Ornamental,Healthy,Complete,5,Bali,5,104711
6959,15,14,96,Female,4/4/2022,637,2.03,28.1,Ornamental,Healthy,Partial,7,Kalimantan Selatan,7,39365
6960,11,150,90,Male,11/2/2023,60,2.85,67.1,Meat,Minor Issues,Complete,7,Bali,6,66168
6961,1,43,41,Male,4/1/2022,640,4.38,69,Fighting,Minor Issues,Complete,2,Sumatera Utara,4,90947
6962,12,118,89,Female,6/29/2022,551,2.48,63.3,Fighting,Healthy,None,5,Sumatera Utara,4,72377
6963,9,81,81,Male,10/4/2023,89,1.67,63,Egg,Recovered,Complete,0,Banten,6,38873
6964,12,91,69,Female,5/25/2022,586,3.56,57.8,Ornamental,Recovered,None,5,Kalimantan Selatan,7,126737
6965,14,180,66,Female,4/20/2023,256,3.18,66,Ornamental,Recovered,Partial,0,Bali,4,67156
6966,11,118,52,Female,12/14/2022,383,3.22,26.6,Meat,Under Treatment,None,3,Lampung,4,87662
6967,5,43,74,Female,10/12/2023,81,2.82,49.7,Meat,Minor Issues,None,7,Banten,1,48370
6968,10,50,71,Male,1/21/2023,345,2.32,49.3,Fighting,Minor Issues,Partial,0,Bali,8,107620
6969,9,69,29,Male,11/16/2023,46,3.79,28.3,Ornamental,Recovered,Partial,5,Bali,7,122473
6970,2,50,33,Male,1/14/2022,717,0.9,64.1,Dual Purpose,Healthy,None,2,Jawa Tengah,8,37033
6971,4,196,64,Female,10/14/2023,79,3.59,25.9,Fighting,Minor Issues,None,0,DI Yogyakarta,8,44868
6972,4,100,35,Male,1/27/2022,704,4.31,44.2,Fighting,Recovered,None,4,Jawa Barat,2,46115
6973,9,24,99,Female,9/19/2023,104,2.16,66.7,Egg,Under Treatment,Partial,0,Jawa Barat,5,67208
6974,10,59,87,Male,10/31/2022,427,3.4,48,Meat,Healthy,None,0,Banten,8,62170
6975,14,53,57,Female,10/27/2022,431,3.43,64.4,Meat,Healthy,None,6,Jawa Timur,1,149634
6976,5,100,70,Male,7/17/2023,168,3.82,67.1,Ornamental,Recovered,Partial,5,Bali,5,106723
6977,6,100,51,Female,12/7/2023,25,4.39,39.9,Meat,Minor Issues,Partial,0,Lampung,1,57782
6978,8,99,99,Female,1/10/2022,721,4.35,53.2,Fighting,Minor Issues,Partial,0,Jawa Barat,8,40322
6979,10,57,10,Female,3/18/2023,289,4.04,31.6,Ornamental,Recovered,Complete,0,Lampung,4,108435
6980,10,142,42,Female,10/19/2023,74,4.11,56,Meat,Healthy,Complete,0,Kalimantan Selatan,4,97657
6981,14,39,25,Male,4/23/2023,253,0.82,64,Meat,Healthy,None,0,Sumatera Utara,4,133957
6982,14,73,14,Female,4/14/2022,627,3.75,45.7,Meat,Recovered,Partial,0,Sulawesi Selatan,6,98757
6983,3,150,53,Female,3/14/2023,293,3.69,43.8,Egg,Minor Issues,Complete,3,Lampung,8,45885
6984,1,93,14,Female,1/2/2023,364,4.47,65.7,Meat,Recovered,Complete,0,Jawa Barat,5,111172
6985,12,61,68,Male,3/24/2023,283,3.88,29.2,Ornamental,Under Treatment,Partial,0,Sulawesi Selatan,7,138805
6986,9,100,68,Male,12/13/2022,384,3.61,53.8,Dual Purpose,Healthy,None,3,Banten,1,80835
6987,2,91,90,Male,3/14/2023,293,1.46,49.8,Fighting,Healthy,Complete,0,Jawa Tengah,1,54859
6988,10,42,73,Male,8/7/2022,512,4.44,38.7,Dual Purpose,Minor Issues,None,7,DI Yogyakarta,3,58790
6989,7,182,2,Male,10/30/2023,63,3.22,38.4,Egg,Under Treatment,None,0,Sumatera Utara,2,79378
6990,6,86,85,Male,6/17/2022,563,2.91,69.8,Egg,Minor Issues,Partial,2,Sulawesi Selatan,2,42206
6991,11,82,7,Male,6/5/2023,210,3.17,52.4,Dual Purpose,Minor Issues,Complete,0,Banten,6,144571
6992,4,192,57,Male,7/9/2023,176,3.58,69.3,Meat,Minor Issues,Partial,0,Lampung,1,85651
6993,9,193,35,Female,12/18/2023,14,2.04,27.1,Fighting,Under Treatment,Partial,0,Jawa Barat,7,73507
6994,3,119,25,Male,8/22/2022,497,1.9,44.4,Dual Purpose,Recovered,None,7,Sumatera Utara,4,59809
6995,4,170,36,Female,5/20/2023,226,1.65,62.7,Egg,Healthy,Complete,3,Jawa Timur,7,26822
6996,15,139,26,Female,4/14/2023,262,3.23,42.7,Fighting,Minor Issues,None,2,Sumatera Utara,1,31717
6997,1,169,99,Male,10/3/2022,455,2.4,39.1,Meat,Minor Issues,Partial,0,Jawa Timur,5,146216
6998,9,86,5,Female,1/25/2023,341,4.41,31.1,Egg,Healthy,None,1,Sulawesi Selatan,6,36313
6999,11,145,76,Male,9/16/2022,472,1.18,26,Dual Purpose,Under Treatment,None,0,Lampung,6,54460
7000,7,153,56,Male,1/5/2022,726,3.31,29,Fighting,Healthy,Complete,0,Kalimantan Selatan,1,111303
7001,7,104,30,Female,11/29/2023,33,3.87,60.1,Fighting,Minor Issues,Partial,0,Sulawesi Selatan,7,104486
7002,3,173,96,Female,11/24/2022,403,1.81,53.2,Fighting,Healthy,Complete,0,Jawa Barat,7,99313
7003,8,83,72,Female,2/20/2023,315,1.79,47.1,Egg,Healthy,Complete,3,Sumatera Utara,4,40179
7004,12,192,55,Male,7/3/2023,182,3.04,68.9,Ornamental,Minor Issues,None,0,Sumatera Utara,4,111573
7005,3,117,83,Female,9/13/2023,110,4.29,52.2,Ornamental,Minor Issues,Complete,0,Jawa Timur,6,140215
7006,9,22,51,Male,2/15/2022,685,2.58,50.1,Dual Purpose,Recovered,Partial,0,Sulawesi Selatan,2,143557
7007,5,38,67,Female,7/2/2023,183,4.39,53.3,Dual Purpose,Under Treatment,None,7,Jawa Tengah,4,76496
7008,1,143,5,Female,4/20/2023,256,3.71,69.1,Dual Purpose,Minor Issues,Complete,7,Lampung,2,53856
7009,2,138,50,Male,2/4/2023,331,4.47,32.2,Dual Purpose,Under Treatment,None,0,Sumatera Utara,6,126744
7010,8,193,100,Female,12/29/2023,3,3.49,38.5,Meat,Minor Issues,Partial,3,DI Yogyakarta,4,31512
7011,10,145,55,Female,7/17/2023,168,2.54,42.4,Meat,Minor Issues,Complete,6,Sumatera Utara,6,95719
7012,9,24,86,Male,2/12/2023,323,4.37,35.2,Ornamental,Recovered,Partial,0,DI Yogyakarta,3,80372
7013,6,23,65,Male,10/10/2023,83,2.32,56.7,Ornamental,Minor Issues,None,0,Sumatera Utara,4,135840
7014,8,95,80,Male,3/30/2022,642,3.87,32.9,Egg,Under Treatment,None,7,Sumatera Utara,5,80021
7015,3,142,8,Male,6/8/2022,572,1.6,65.6,Egg,Healthy,Complete,5,Jawa Tengah,6,58700
7016,15,100,15,Male,12/4/2022,393,1.76,35.8,Ornamental,Under Treatment,None,0,Jawa Tengah,1,92289
7017,9,129,87,Female,11/17/2023,45,4.02,62.2,Dual Purpose,Recovered,Partial,6,Kalimantan Selatan,7,34553
7018,2,94,92,Male,8/22/2023,132,3.31,37.2,Dual Purpose,Minor Issues,Complete,4,Jawa Barat,4,147895
7019,13,76,6,Male,8/4/2022,515,2.57,43.6,Egg,Minor Issues,Partial,0,Jawa Timur,3,25789
7020,15,70,11,Female,8/7/2022,512,2.54,41.6,Dual Purpose,Recovered,Complete,7,Sulawesi Selatan,8,87194
7021,12,3,37,Female,3/2/2023,305,1.75,33.5,Fighting,Under Treatment,None,3,Sulawesi Selatan,4,111285
7022,5,95,100,Female,3/28/2023,279,2.86,54.2,Ornamental,Under Treatment,Complete,0,DI Yogyakarta,2,73995
7023,4,37,5,Female,10/18/2022,440,3.63,27,Meat,Healthy,None,0,Jawa Barat,5,120363
7024,15,37,90,Female,6/1/2023,214,2.57,29.6,Ornamental,Minor Issues,Complete,0,Jawa Barat,6,126396
7025,4,9,40,Male,4/2/2022,639,1.71,40.3,Dual Purpose,Healthy,None,0,Kalimantan Selatan,3,101078
7026,11,69,17,Female,6/28/2022,552,1.18,53.9,Meat,Under Treatment,Complete,5,Sulawesi Selatan,7,68635
7027,9,160,81,Female,1/1/2024,1,2.26,45,Fighting,Healthy,Partial,3,Lampung,7,67159
7028,15,86,81,Female,12/9/2022,388,3.36,43.5,Ornamental,Healthy,None,0,Sulawesi Selatan,3,138443
7029,14,179,38,Male,8/24/2023,130,3.93,27,Egg,Recovered,None,0,Sulawesi Selatan,6,34699
7030,12,86,24,Male,4/27/2023,249,2.44,43.4,Dual Purpose,Healthy,Partial,4,Jawa Timur,6,26328
7031,9,181,74,Female,3/6/2022,666,2.04,53.9,Fighting,Recovered,Complete,0,DI Yogyakarta,4,84521
7032,1,126,29,Female,5/6/2022,605,4.1,69,Egg,Minor Issues,None,7,Sulawesi Selatan,1,109803
7033,6,58,88,Female,1/31/2022,700,2.57,26.6,Egg,Under Treatment,None,7,Sumatera Utara,6,70777
7034,15,30,7,Female,7/9/2023,176,3.76,60.1,Ornamental,Under Treatment,None,0,Lampung,5,63718
7035,8,60,41,Female,2/16/2022,684,2.97,41.8,Dual Purpose,Minor Issues,None,0,Kalimantan Selatan,3,115764
7036,6,67,82,Male,8/25/2023,129,3.54,37.6,Fighting,Minor Issues,None,0,DI Yogyakarta,4,105668
7037,2,52,37,Female,8/30/2022,489,2.16,35.5,Meat,Under Treatment,None,0,Bali,2,45841
7038,12,54,31,Male,4/18/2022,623,2.14,30.1,Ornamental,Minor Issues,Partial,0,Sulawesi Selatan,3,125573
7039,14,110,51,Female,6/16/2023,199,3.95,55.9,Dual Purpose,Minor Issues,None,0,Lampung,8,34704
7040,12,185,40,Female,2/22/2022,678,2.21,42.7,Fighting,Recovered,None,0,Jawa Tengah,6,107792
7041,7,141,26,Female,8/23/2022,496,4.15,29.3,Dual Purpose,Healthy,None,3,Kalimantan Selatan,8,58842
7042,12,35,22,Male,9/24/2023,99,3.05,43.1,Dual Purpose,Healthy,Complete,0,Jawa Tengah,8,130968
7043,11,36,73,Male,6/21/2022,559,2.91,37.3,Egg,Healthy,None,0,Jawa Barat,6,137076
7044,11,65,27,Female,6/15/2022,565,1.45,63.6,Meat,Recovered,None,1,Sulawesi Selatan,6,104871
7045,7,5,10,Male,5/4/2023,242,2.45,44.2,Dual Purpose,Healthy,Partial,0,Jawa Tengah,5,129220
7046,12,69,55,Female,3/16/2022,656,1.26,34.6,Dual Purpose,Minor Issues,Complete,4,Jawa Timur,4,27398
7047,6,101,48,Male,11/6/2022,421,4.08,69.3,Egg,Recovered,None,0,DI Yogyakarta,2,96153
7048,14,108,50,Male,12/3/2022,394,1.89,29.3,Fighting,Under Treatment,None,0,Bali,4,116050
7049,3,55,20,Male,12/29/2022,368,2.75,27.8,Meat,Minor Issues,None,4,Lampung,4,61330
7050,2,112,11,Male,11/22/2023,40,1.43,37.6,Meat,Under Treatment,Complete,6,Lampung,2,50382
7051,8,178,48,Female,4/28/2023,248,3.44,37.3,Egg,Under Treatment,Complete,0,DI Yogyakarta,2,114136
7052,3,78,43,Female,8/26/2022,493,3.83,60.3,Fighting,Minor Issues,Partial,6,Lampung,6,71591
7053,7,177,5,Female,6/24/2022,556,1.21,68.1,Fighting,Under Treatment,Complete,0,Jawa Barat,7,132585
7054,14,3,20,Male,4/23/2023,253,2.91,50.8,Meat,Minor Issues,Partial,0,Sumatera Utara,7,46174
7055,11,14,57,Female,12/30/2022,367,3.86,55,Fighting,Under Treatment,Partial,3,Bali,4,62691
7056,5,198,35,Male,5/20/2022,591,1.78,30,Ornamental,Healthy,None,5,Bali,2,48985
7057,4,21,92,Male,9/19/2022,469,3.59,36.9,Dual Purpose,Recovered,Complete,0,Jawa Barat,1,50196
7058,6,125,58,Male,1/19/2022,712,1.19,54,Dual Purpose,Recovered,None,7,Sulawesi Selatan,7,79312
7059,2,81,12,Male,2/22/2023,313,3.35,29.6,Egg,Under Treatment,None,3,Jawa Tengah,2,122821
7060,12,139,6,Male,5/28/2023,218,4.02,37.5,Ornamental,Recovered,Partial,7,DI Yogyakarta,4,77626
7061,11,93,21,Female,4/17/2022,624,2.75,47,Egg,Recovered,None,0,Sumatera Utara,6,81626
7062,3,44,99,Female,4/16/2022,625,4.3,59,Egg,Minor Issues,Complete,0,Jawa Tengah,5,68624
7063,13,15,9,Female,8/6/2022,513,3.63,26,Dual Purpose,Under Treatment,Complete,1,Jawa Barat,7,25304
7064,15,106,88,Female,3/3/2022,669,2.26,38.4,Fighting,Under Treatment,None,0,Kalimantan Selatan,2,63596
7065,7,137,82,Female,12/22/2023,10,2.12,29,Ornamental,Under Treatment,Partial,0,Sulawesi Selatan,6,60297
7066,10,66,56,Male,1/21/2022,710,1.82,43.5,Ornamental,Minor Issues,Complete,0,Jawa Timur,6,121025
7067,11,53,69,Female,7/27/2023,158,1.5,41.2,Ornamental,Minor Issues,Complete,0,Jawa Barat,3,82670
7068,13,138,87,Female,12/19/2022,378,3.6,55.8,Fighting,Recovered,Complete,0,Kalimantan Selatan,6,71232
7069,10,127,31,Female,2/11/2022,689,3.26,58,Meat,Healthy,None,0,Jawa Barat,1,139427
7070,2,143,28,Male,12/24/2022,373,2.33,44.3,Dual Purpose,Minor Issues,None,0,Banten,8,66929
7071,8,162,97,Female,5/23/2023,223,3.64,48,Meat,Recovered,None,0,Jawa Timur,3,42170
7072,5,68,15,Male,2/22/2022,678,1.36,47.4,Meat,Recovered,Partial,2,Jawa Timur,5,78052
7073,9,199,8,Male,4/14/2022,627,3.72,26.2,Dual Purpose,Under Treatment,None,0,Banten,6,122070
7074,13,52,28,Female,1/7/2022,724,3.3,62.1,Ornamental,Healthy,None,7,Jawa Timur,2,48972
7075,6,107,79,Male,7/3/2022,547,3.73,45,Egg,Healthy,None,1,Lampung,2,76819
