market_name,product_type,date,price_per_kg,supply_kg,demand_level
Pasar Minggu,Kampung Chicken,2023-07-03,50181,270,Low
Pasar Minggu,Kampung Chicken,2023-07-06,44885,154,Low
Pasar Minggu,Kampung Chicken,2023-07-09,79597,1658,Very High
Pasar Minggu,Kampung Chicken,2023-07-12,73194,2012,Medium
Pasar Minggu,Kampung Chicken,2023-07-15,61808,2518,Medium
Pasar Minggu,Kampung Chicken,2023-07-18,84226,319,Very High
Pasar Minggu,Kampung Chicken,2023-07-21,57325,236,Very High
Pasar Minggu,Kampung Chicken,2023-07-24,62132,561,Medium
Pasar Minggu,Kampung Chicken,2023-07-27,78165,2901,Low
Pasar Minggu,Kampung Chicken,2023-07-30,73744,2344,Medium
Pasar Minggu,Kampung Chicken,2023-08-02,84077,694,Medium
Pasar Minggu,Kampung Chicken,2023-08-05,43608,201,Very High
Pasar Minggu,Kampung Chicken,2023-08-08,69416,1652,Very High
Pasar Minggu,Kampung Chicken,2023-08-11,78497,102,Very High
Pasar Minggu,Kampung Chicken,2023-08-14,75429,2841,High
Pasar Minggu,Kampung Chicken,2023-08-17,56061,2111,Very High
Pasar Minggu,Kampung Chicken,2023-08-20,79206,940,Very High
Pasar Minggu,Kampung Chicken,2023-08-23,69696,861,High
Pasar Minggu,Kampung Chicken,2023-08-26,74155,767,Low
Pasar Minggu,Kampung Chicken,2023-08-29,68680,1183,Medium
Pasar Minggu,Kampung Chicken,2023-09-01,63172,210,Very High
Pasar Minggu,Kampung Chicken,2023-09-04,58836,1145,Low
Pasar Minggu,Kampung Chicken,2023-09-07,58813,2930,High
Pasar Minggu,Kampung Chicken,2023-09-10,63797,612,Very High
Pasar Minggu,Kampung Chicken,2023-09-13,49731,1627,Very High
Pasar Minggu,Kampung Chicken,2023-09-16,72728,209,Medium
Pasar Minggu,Kampung Chicken,2023-09-19,59722,1864,Medium
Pasar Minggu,Kampung Chicken,2023-09-22,53576,2082,Medium
Pasar Minggu,Kampung Chicken,2023-09-25,84273,1836,Medium
Pasar Minggu,Kampung Chicken,2023-09-28,66914,2668,High
Pasar Minggu,Kampung Chicken,2023-10-01,70536,2228,High
Pasar Minggu,Kampung Chicken,2023-10-04,78168,1855,Very High
Pasar Minggu,Kampung Chicken,2023-10-07,58073,278,High
Pasar Minggu,Kampung Chicken,2023-10-10,61052,2033,Medium
Pasar Minggu,Kampung Chicken,2023-10-13,73889,2258,High
Pasar Minggu,Kampung Chicken,2023-10-16,78593,2874,High
Pasar Minggu,Kampung Chicken,2023-10-19,80488,1971,Low
Pasar Minggu,Kampung Chicken,2023-10-22,63331,2211,Medium
Pasar Minggu,Kampung Chicken,2023-10-25,74454,2442,Medium
Pasar Minggu,Kampung Chicken,2023-10-28,77234,506,High
Pasar Minggu,Kampung Chicken,2023-10-31,72247,1229,Medium
Pasar Minggu,Kampung Chicken,2023-11-03,64927,536,Low
Pasar Minggu,Kampung Chicken,2023-11-06,54632,364,High
Pasar Minggu,Kampung Chicken,2023-11-09,50501,1711,Medium
Pasar Minggu,Kampung Chicken,2023-11-12,69715,1725,High
Pasar Minggu,Kampung Chicken,2023-11-15,66656,2034,Very High
Pasar Minggu,Kampung Chicken,2023-11-18,69348,1066,High
Pasar Minggu,Kampung Chicken,2023-11-21,48077,2802,Low
Pasar Minggu,Kampung Chicken,2023-11-24,61394,1041,Low
Pasar Minggu,Kampung Chicken,2023-11-27,47020,2860,Medium
Pasar Minggu,Kampung Chicken,2023-11-30,71032,100,High
Pasar Minggu,Kampung Chicken,2023-12-03,65017,1631,Very High
Pasar Minggu,Kampung Chicken,2023-12-06,53858,648,Very High
Pasar Minggu,Kampung Chicken,2023-12-09,82556,1984,Medium
Pasar Minggu,Kampung Chicken,2023-12-12,67764,2171,Medium
Pasar Minggu,Kampung Chicken,2023-12-15,64700,1363,High
Pasar Minggu,Kampung Chicken,2023-12-18,65659,2761,Medium
Pasar Minggu,Kampung Chicken,2023-12-21,55683,925,High
Pasar Minggu,Kampung Chicken,2023-12-24,61623,1567,Medium
Pasar Minggu,Kampung Chicken,2023-12-27,60699,1736,Very High
Pasar Minggu,Kampung Chicken,2023-12-30,63054,746,Very High
Pasar Minggu,Broiler,2023-01-01,48961,104,High
Pasar Minggu,Broiler,2023-01-04,35595,2659,High
Pasar Minggu,Broiler,2023-01-07,36867,2884,Very High
Pasar Minggu,Broiler,2023-01-10,29656,492,Medium
Pasar Minggu,Broiler,2023-01-13,39079,2290,Medium
Pasar Minggu,Broiler,2023-01-16,52336,547,Medium
Pasar Minggu,Broiler,2023-01-19,39684,2810,Medium
Pasar Minggu,Broiler,2023-01-22,54507,616,Low
Pasar Minggu,Broiler,2023-01-25,34256,280,Low
Pasar Minggu,Broiler,2023-01-28,45771,401,Low
Pasar Minggu,Broiler,2023-01-31,35869,2081,High
Pasar Minggu,Broiler,2023-02-03,38755,2054,High
Pasar Minggu,Broiler,2023-02-06,25496,1167,Low
Pasar Minggu,Broiler,2023-02-09,33639,214,Low
Pasar Minggu,Broiler,2023-02-12,26946,1110,Medium
Pasar Minggu,Broiler,2023-02-15,47020,447,High
Pasar Minggu,Broiler,2023-02-18,34188,2640,Medium
Pasar Minggu,Broiler,2023-02-21,32413,1180,Medium
Pasar Minggu,Broiler,2023-02-24,35839,2687,Medium
Pasar Minggu,Broiler,2023-02-27,40606,1064,High
Pasar Minggu,Broiler,2023-03-02,32770,124,High
Pasar Minggu,Broiler,2023-03-05,53192,2204,Medium
Pasar Minggu,Broiler,2023-03-08,49376,418,Low
Pasar Minggu,Broiler,2023-03-11,33920,2020,Very High
Pasar Minggu,Broiler,2023-03-14,26399,821,Very High
Pasar Minggu,Broiler,2023-03-17,30670,435,High
Pasar Minggu,Broiler,2023-03-20,28885,2212,Very High
Pasar Minggu,Broiler,2023-03-23,29665,983,Low
Pasar Minggu,Broiler,2023-03-26,41390,101,Medium
Pasar Minggu,Broiler,2023-03-29,36183,2924,Very High
Pasar Minggu,Broiler,2023-04-01,30714,1115,Medium
Pasar Minggu,Broiler,2023-04-04,31833,2261,Very High
Pasar Minggu,Broiler,2023-04-07,34403,589,Medium
Pasar Minggu,Broiler,2023-04-10,22530,144,Medium
Pasar Minggu,Broiler,2023-04-13,37881,1796,Medium
Pasar Minggu,Broiler,2023-04-16,32541,399,Very High
Pasar Minggu,Broiler,2023-04-19,41641,1591,High
Pasar Minggu,Broiler,2023-04-22,45100,1792,High
Pasar Minggu,Broiler,2023-04-25,45880,1639,Very High
Pasar Minggu,Broiler,2023-04-28,49520,2557,High
Pasar Minggu,Broiler,2023-05-01,46034,762,Medium
Pasar Minggu,Broiler,2023-05-04,24378,1633,Very High
Pasar Minggu,Broiler,2023-05-07,39197,129,Medium
Pasar Minggu,Broiler,2023-05-10,33668,1778,Very High
Pasar Minggu,Broiler,2023-05-13,48080,2641,Low
Pasar Minggu,Broiler,2023-05-16,55860,203,High
Pasar Minggu,Broiler,2023-05-19,52558,2144,Medium
Pasar Minggu,Broiler,2023-05-22,50287,1658,High
Pasar Minggu,Broiler,2023-05-25,31194,250,Medium
Pasar Minggu,Broiler,2023-05-28,45315,2189,Very High
Pasar Minggu,Broiler,2023-05-31,36949,2220,Very High
Pasar Minggu,Broiler,2023-06-03,46229,1176,Medium
Pasar Minggu,Broiler,2023-06-06,40579,911,Medium
Pasar Minggu,Broiler,2023-06-09,22135,2839,Low
Pasar Minggu,Broiler,2023-06-12,53058,1135,Very High
Pasar Minggu,Broiler,2023-06-15,41464,1757,Very High
Pasar Minggu,Broiler,2023-06-18,37787,1528,Very High
Pasar Minggu,Broiler,2023-06-21,38090,2296,Very High
Pasar Minggu,Broiler,2023-06-24,35313,267,High
Pasar Minggu,Broiler,2023-06-27,53556,2104,Very High
Pasar Minggu,Broiler,2023-06-30,36578,2855,Medium
Pasar Minggu,Broiler,2023-07-03,46005,2823,Medium
Pasar Minggu,Broiler,2023-07-06,52529,2030,High
Pasar Minggu,Broiler,2023-07-09,44629,1379,Medium
Pasar Minggu,Broiler,2023-07-12,37767,342,High
Pasar Minggu,Broiler,2023-07-15,29087,1864,High
Pasar Minggu,Broiler,2023-07-18,40602,1826,High
Pasar Minggu,Broiler,2023-07-21,39972,594,Very High
Pasar Minggu,Broiler,2023-07-24,44247,2241,Medium
Pasar Minggu,Broiler,2023-07-27,60070,1175,Low
Pasar Minggu,Broiler,2023-07-30,53292,486,High
Pasar Minggu,Broiler,2023-08-02,52649,619,Low
Pasar Minggu,Broiler,2023-08-05,46675,1623,High
Pasar Minggu,Broiler,2023-08-08,30694,440,Low
Pasar Minggu,Broiler,2023-08-11,30682,598,High
Pasar Minggu,Broiler,2023-08-14,44355,189,High
Pasar Minggu,Broiler,2023-08-17,54178,356,Very High
Pasar Minggu,Broiler,2023-08-20,38750,2396,Very High
Pasar Minggu,Broiler,2023-08-23,46104,676,Medium
Pasar Minggu,Broiler,2023-08-26,36636,2558,High
Pasar Minggu,Broiler,2023-08-29,48308,472,High
Pasar Minggu,Broiler,2023-09-01,57947,2379,Medium
Pasar Minggu,Broiler,2023-09-04,29161,2176,Medium
Pasar Minggu,Broiler,2023-09-07,57560,2031,Medium
Pasar Minggu,Broiler,2023-09-10,46598,1089,Very High
Pasar Minggu,Broiler,2023-09-13,45587,1745,Medium
Pasar Minggu,Broiler,2023-09-16,35857,328,Very High
Pasar Minggu,Broiler,2023-09-19,52330,2142,High
Pasar Minggu,Broiler,2023-09-22,44967,1866,High
Pasar Minggu,Broiler,2023-09-25,30915,2389,High
Pasar Minggu,Broiler,2023-09-28,47962,199,High
Pasar Minggu,Broiler,2023-10-01,55059,1949,High
Pasar Minggu,Broiler,2023-10-04,58061,357,Low
Pasar Minggu,Broiler,2023-10-07,33874,2388,Low
Pasar Minggu,Broiler,2023-10-10,41389,1556,Medium
Pasar Minggu,Broiler,2023-10-13,43705,1950,Medium
Pasar Minggu,Broiler,2023-10-16,38112,175,High
Pasar Minggu,Broiler,2023-10-19,49910,2733,Medium
Pasar Minggu,Broiler,2023-10-22,36315,675,Medium
Pasar Minggu,Broiler,2023-10-25,45948,1742,Very High
Pasar Minggu,Broiler,2023-10-28,48087,767,Medium
Pasar Minggu,Broiler,2023-10-31,30029,850,Very High
Pasar Minggu,Broiler,2023-11-03,39456,603,Medium
Pasar Minggu,Broiler,2023-11-06,60078,1776,Very High
Pasar Minggu,Broiler,2023-11-09,40650,878,Very High
Pasar Minggu,Broiler,2023-11-12,57620,1113,Very High
Pasar Minggu,Broiler,2023-11-15,29363,2786,Low
Pasar Minggu,Broiler,2023-11-18,47932,2810,Very High
Pasar Minggu,Broiler,2023-11-21,48164,407,Low
Pasar Minggu,Broiler,2023-11-24,35582,2468,Very High
Pasar Minggu,Broiler,2023-11-27,37513,1274,Low
Pasar Minggu,Broiler,2023-11-30,46540,1755,High
Pasar Minggu,Broiler,2023-12-03,50374,1492,Very High
Pasar Minggu,Broiler,2023-12-06,40368,2724,Very High
Pasar Minggu,Broiler,2023-12-09,50155,2438,High
Pasar Minggu,Broiler,2023-12-12,43392,1382,High
Pasar Minggu,Broiler,2023-12-15,30266,624,Medium
Pasar Minggu,Broiler,2023-12-18,36538,2021,High
Pasar Minggu,Broiler,2023-12-21,33289,807,High
Pasar Minggu,Broiler,2023-12-24,35861,313,Medium
Pasar Minggu,Broiler,2023-12-27,38598,2334,High
Pasar Minggu,Broiler,2023-12-30,28581,2898,Very High
Pasar Minggu,Layer Chicken,2023-01-01,25026,2413,High
Pasar Minggu,Layer Chicken,2023-01-04,41255,536,Medium
Pasar Minggu,Layer Chicken,2023-01-07,37467,380,High
Pasar Minggu,Layer Chicken,2023-01-10,38823,2995,Medium
Pasar Minggu,Layer Chicken,2023-01-13,48786,1500,Medium
Pasar Minggu,Layer Chicken,2023-01-16,48631,1945,Medium
Pasar Minggu,Layer Chicken,2023-01-19,52600,2386,Very High
Pasar Minggu,Layer Chicken,2023-01-22,45544,1895,High
Pasar Minggu,Layer Chicken,2023-01-25,47850,2724,Very High
Pasar Minggu,Layer Chicken,2023-01-28,27776,1536,Medium
Pasar Minggu,Layer Chicken,2023-01-31,36859,973,Low
Pasar Minggu,Layer Chicken,2023-02-03,29601,2587,Very High
Pasar Minggu,Layer Chicken,2023-02-06,57356,160,Low
Pasar Minggu,Layer Chicken,2023-02-09,29575,887,High
Pasar Minggu,Layer Chicken,2023-02-12,35842,136,High
Pasar Minggu,Layer Chicken,2023-02-15,39442,516,Low
Pasar Minggu,Layer Chicken,2023-02-18,54137,275,Medium
Pasar Minggu,Layer Chicken,2023-02-21,41800,892,Medium
Pasar Minggu,Layer Chicken,2023-02-24,33862,314,Medium
Pasar Minggu,Layer Chicken,2023-02-27,40671,821,Medium
Pasar Minggu,Layer Chicken,2023-03-02,42645,1838,Medium
Pasar Minggu,Layer Chicken,2023-03-05,42068,2565,High
Pasar Minggu,Layer Chicken,2023-03-08,38298,1305,High
Pasar Minggu,Layer Chicken,2023-03-11,36129,1084,Medium
Pasar Minggu,Layer Chicken,2023-03-14,57962,769,Medium
Pasar Minggu,Layer Chicken,2023-03-17,41182,326,Very High
Pasar Minggu,Layer Chicken,2023-03-20,48904,1545,High
Pasar Minggu,Layer Chicken,2023-03-23,37579,729,High
Pasar Minggu,Layer Chicken,2023-03-26,45064,198,High
Pasar Minggu,Layer Chicken,2023-03-29,24650,1548,Medium
Pasar Minggu,Layer Chicken,2023-04-01,39803,2826,Medium
Pasar Minggu,Layer Chicken,2023-04-04,36428,1092,High
Pasar Minggu,Layer Chicken,2023-04-07,37477,2267,Low
Pasar Minggu,Layer Chicken,2023-04-10,40975,1056,Low
Pasar Minggu,Layer Chicken,2023-04-13,30895,1861,Medium
Pasar Minggu,Layer Chicken,2023-04-16,45277,161,Very High
Pasar Minggu,Layer Chicken,2023-04-19,29698,904,Very High
Pasar Minggu,Layer Chicken,2023-04-22,48400,2786,High
Pasar Minggu,Layer Chicken,2023-04-25,38687,2443,Low
Pasar Minggu,Layer Chicken,2023-04-28,47899,125,Medium
Pasar Minggu,Layer Chicken,2023-05-01,44602,209,High
Pasar Minggu,Layer Chicken,2023-05-04,46987,2205,Medium
Pasar Minggu,Layer Chicken,2023-05-07,44367,2932,Medium
Pasar Minggu,Layer Chicken,2023-05-10,37524,1044,High
Pasar Minggu,Layer Chicken,2023-05-13,40872,2373,Low
Pasar Minggu,Layer Chicken,2023-05-16,47703,2867,Medium
Pasar Minggu,Layer Chicken,2023-05-19,45894,1342,Medium
Pasar Minggu,Layer Chicken,2023-05-22,41827,328,Low
Pasar Minggu,Layer Chicken,2023-05-25,47368,2492,Medium
Pasar Minggu,Layer Chicken,2023-05-28,33698,2833,Low
Pasar Minggu,Layer Chicken,2023-05-31,37927,503,Low
Pasar Minggu,Layer Chicken,2023-06-03,45358,2697,Medium
Pasar Minggu,Layer Chicken,2023-06-06,29159,1454,Medium
Pasar Minggu,Layer Chicken,2023-06-09,43241,2436,Medium
Pasar Minggu,Layer Chicken,2023-06-12,28099,1093,Very High
Pasar Minggu,Layer Chicken,2023-06-15,55522,756,High
Pasar Minggu,Layer Chicken,2023-06-18,33462,1323,Very High
Pasar Minggu,Layer Chicken,2023-06-21,26653,1140,High
Pasar Minggu,Layer Chicken,2023-06-24,30260,561,Very High
Pasar Minggu,Layer Chicken,2023-06-27,36660,1177,High
Pasar Minggu,Layer Chicken,2023-06-30,52286,607,High
Pasar Minggu,Layer Chicken,2023-07-03,58605,856,High
Pasar Minggu,Layer Chicken,2023-07-06,56628,1242,High
Pasar Minggu,Layer Chicken,2023-07-09,42718,1215,High
Pasar Minggu,Layer Chicken,2023-07-12,40515,2550,Medium
Pasar Minggu,Layer Chicken,2023-07-15,45463,2891,High
Pasar Minggu,Layer Chicken,2023-07-18,41401,421,Very High
Pasar Minggu,Layer Chicken,2023-07-21,29044,173,Very High
Pasar Minggu,Layer Chicken,2023-07-24,46351,2668,High
Pasar Minggu,Layer Chicken,2023-07-27,60298,294,Medium
Pasar Minggu,Layer Chicken,2023-07-30,40733,1683,Very High
Pasar Minggu,Layer Chicken,2023-08-02,36184,1208,High
Pasar Minggu,Layer Chicken,2023-08-05,37270,1134,High
Pasar Minggu,Layer Chicken,2023-08-08,30703,2629,Medium
Pasar Minggu,Layer Chicken,2023-08-11,51914,1378,Low
Pasar Minggu,Layer Chicken,2023-08-14,50450,2904,High
Pasar Minggu,Layer Chicken,2023-08-17,49272,684,Very High
Pasar Minggu,Layer Chicken,2023-08-20,40030,921,Medium
Pasar Minggu,Layer Chicken,2023-08-23,26811,2026,Low
Pasar Minggu,Layer Chicken,2023-08-26,53521,2434,High
Pasar Minggu,Layer Chicken,2023-08-29,40062,932,Low
Pasar Minggu,Layer Chicken,2023-09-01,31045,2717,Low
Pasar Minggu,Layer Chicken,2023-09-04,29404,608,Low
Pasar Minggu,Layer Chicken,2023-09-07,27795,160,High
Pasar Minggu,Layer Chicken,2023-09-10,34643,1568,High
Pasar Minggu,Layer Chicken,2023-09-13,31882,1595,Medium
Pasar Minggu,Layer Chicken,2023-09-16,51129,2122,Low
Pasar Minggu,Layer Chicken,2023-09-19,54042,906,Very High
Pasar Minggu,Layer Chicken,2023-09-22,48752,2501,Medium
Pasar Minggu,Layer Chicken,2023-09-25,37964,1418,Low
Pasar Minggu,Layer Chicken,2023-09-28,54196,1639,High
Pasar Minggu,Layer Chicken,2023-10-01,37575,475,Low
Pasar Minggu,Layer Chicken,2023-10-04,56293,873,High
Pasar Minggu,Layer Chicken,2023-10-07,37592,639,Very High
Pasar Minggu,Layer Chicken,2023-10-10,28201,342,Low
Pasar Minggu,Layer Chicken,2023-10-13,54983,2263,Medium
Pasar Minggu,Layer Chicken,2023-10-16,35795,308,Medium
Pasar Minggu,Layer Chicken,2023-10-19,37395,723,Low
Pasar Minggu,Layer Chicken,2023-10-22,41570,1700,Medium
Pasar Minggu,Layer Chicken,2023-10-25,29662,2289,High
Pasar Minggu,Layer Chicken,2023-10-28,54036,1692,Low
Pasar Minggu,Layer Chicken,2023-10-31,52848,1095,Very High
Pasar Minggu,Layer Chicken,2023-11-03,36985,1388,High
Pasar Minggu,Layer Chicken,2023-11-06,55511,901,High
Pasar Minggu,Layer Chicken,2023-11-09,50058,1869,Medium
Pasar Minggu,Layer Chicken,2023-11-12,30668,1029,Very High
Pasar Minggu,Layer Chicken,2023-11-15,31738,2752,Very High
Pasar Minggu,Layer Chicken,2023-11-18,36783,1597,Medium
Pasar Minggu,Layer Chicken,2023-11-21,33910,2565,Very High
Pasar Minggu,Layer Chicken,2023-11-24,53883,1384,Low
Pasar Minggu,Layer Chicken,2023-11-27,41895,861,Low
Pasar Minggu,Layer Chicken,2023-11-30,33530,1947,High
Pasar Minggu,Layer Chicken,2023-12-03,42625,1441,Medium
Pasar Minggu,Layer Chicken,2023-12-06,55231,2458,Very High
Pasar Minggu,Layer Chicken,2023-12-09,27989,1905,Low
Pasar Minggu,Layer Chicken,2023-12-12,33597,439,Medium
Pasar Minggu,Layer Chicken,2023-12-15,20481,1629,Very High
Pasar Minggu,Layer Chicken,2023-12-18,49678,2748,High
Pasar Minggu,Layer Chicken,2023-12-21,33219,2237,High
Pasar Minggu,Layer Chicken,2023-12-24,41551,1872,Low
Pasar Minggu,Layer Chicken,2023-12-27,40262,1293,Medium
Pasar Minggu,Layer Chicken,2023-12-30,57879,2990,Medium
Pasar Tanah Abang,Live Chicken,2023-01-01,46942,1969,Medium
Pasar Tanah Abang,Live Chicken,2023-01-04,25557,1613,High
Pasar Tanah Abang,Live Chicken,2023-01-07,32112,2658,High
Pasar Tanah Abang,Live Chicken,2023-01-10,44563,266,Medium
Pasar Tanah Abang,Live Chicken,2023-01-13,39088,517,Low
Pasar Tanah Abang,Live Chicken,2023-01-16,49106,2757,Medium
Pasar Tanah Abang,Live Chicken,2023-01-19,23589,2988,High
Pasar Tanah Abang,Live Chicken,2023-01-22,47782,2290,Low
Pasar Tanah Abang,Live Chicken,2023-01-25,41008,2010,High
Pasar Tanah Abang,Live Chicken,2023-01-28,49682,1271,Low
Pasar Tanah Abang,Live Chicken,2023-01-31,28279,1119,Medium
Pasar Tanah Abang,Live Chicken,2023-02-03,54724,393,High
Pasar Tanah Abang,Live Chicken,2023-02-06,45437,469,Low
Pasar Tanah Abang,Live Chicken,2023-02-09,35669,107,Low
Pasar Tanah Abang,Live Chicken,2023-02-12,52707,1214,Very High
Pasar Tanah Abang,Live Chicken,2023-02-15,50914,1339,Medium
Pasar Tanah Abang,Live Chicken,2023-02-18,37815,1863,Low
Pasar Tanah Abang,Live Chicken,2023-02-21,46478,2530,Medium
Pasar Tanah Abang,Live Chicken,2023-02-24,29603,2291,Medium
Pasar Tanah Abang,Live Chicken,2023-02-27,50301,2569,Low
Pasar Tanah Abang,Live Chicken,2023-03-02,31386,1472,Medium
Pasar Tanah Abang,Live Chicken,2023-03-05,30033,628,Medium
Pasar Tanah Abang,Live Chicken,2023-03-08,41082,2537,High
Pasar Tanah Abang,Live Chicken,2023-03-11,34481,278,Very High
Pasar Tanah Abang,Live Chicken,2023-03-14,50762,1584,Very High
Pasar Tanah Abang,Live Chicken,2023-03-17,31402,1418,Medium
Pasar Tanah Abang,Live Chicken,2023-03-20,34324,2228,Very High
Pasar Tanah Abang,Live Chicken,2023-03-23,49156,1280,Medium
Pasar Tanah Abang,Live Chicken,2023-03-26,44184,2026,High
Pasar Tanah Abang,Live Chicken,2023-03-29,26799,2241,Very High
Pasar Tanah Abang,Live Chicken,2023-04-01,55333,2890,Low
Pasar Tanah Abang,Live Chicken,2023-04-04,49724,846,Medium
Pasar Tanah Abang,Live Chicken,2023-04-07,45061,1486,Low
Pasar Tanah Abang,Live Chicken,2023-04-10,32590,333,Medium
Pasar Tanah Abang,Live Chicken,2023-04-13,32026,1155,High
Pasar Tanah Abang,Live Chicken,2023-04-16,52231,1881,Very High
Pasar Tanah Abang,Live Chicken,2023-04-19,52517,2199,Very High
Pasar Tanah Abang,Live Chicken,2023-04-22,51897,536,Very High
Pasar Tanah Abang,Live Chicken,2023-04-25,39640,2865,Low
Pasar Tanah Abang,Live Chicken,2023-04-28,34894,2877,Low
Pasar Tanah Abang,Live Chicken,2023-05-01,35734,2234,Very High
Pasar Tanah Abang,Live Chicken,2023-05-04,37850,1466,Very High
Pasar Tanah Abang,Live Chicken,2023-05-07,45008,263,Low
Pasar Tanah Abang,Live Chicken,2023-05-10,42219,2857,High
Pasar Tanah Abang,Live Chicken,2023-05-13,24630,2593,Very High
Pasar Tanah Abang,Live Chicken,2023-05-16,22515,1825,High
Pasar Tanah Abang,Live Chicken,2023-05-19,45906,570,Medium
Pasar Tanah Abang,Live Chicken,2023-05-22,44134,993,High
Pasar Tanah Abang,Live Chicken,2023-05-25,27528,1100,Medium
Pasar Tanah Abang,Live Chicken,2023-05-28,34227,798,Medium
Pasar Tanah Abang,Live Chicken,2023-05-31,41963,1868,Medium
Pasar Tanah Abang,Live Chicken,2023-06-03,37797,1362,Low
Pasar Tanah Abang,Live Chicken,2023-06-06,49336,143,Medium
Pasar Tanah Abang,Live Chicken,2023-06-09,31320,324,Medium
Pasar Tanah Abang,Live Chicken,2023-06-12,29192,1794,High
Pasar Tanah Abang,Live Chicken,2023-06-15,33542,1566,Medium
Pasar Tanah Abang,Live Chicken,2023-06-18,41119,1294,Low
Pasar Tanah Abang,Live Chicken,2023-06-21,41417,1960,High
Pasar Tanah Abang,Live Chicken,2023-06-24,34089,2416,Low
Pasar Tanah Abang,Live Chicken,2023-06-27,58525,995,Low
Pasar Tanah Abang,Live Chicken,2023-06-30,53396,2769,Very High
Pasar Tanah Abang,Live Chicken,2023-07-03,53174,1808,Medium
Pasar Tanah Abang,Live Chicken,2023-07-06,31077,477,Very High
Pasar Tanah Abang,Live Chicken,2023-07-09,37040,2511,High
Pasar Tanah Abang,Live Chicken,2023-07-12,28300,2205,Low
Pasar Tanah Abang,Live Chicken,2023-07-15,30595,2315,Low
Pasar Tanah Abang,Live Chicken,2023-07-18,56977,359,High
Pasar Tanah Abang,Live Chicken,2023-07-21,43410,595,Low
Pasar Tanah Abang,Live Chicken,2023-07-24,47950,2335,Very High
Pasar Tanah Abang,Live Chicken,2023-07-27,46547,2232,Low
Pasar Tanah Abang,Live Chicken,2023-07-30,33158,1521,Medium
Pasar Tanah Abang,Live Chicken,2023-08-02,58411,2654,High
Pasar Tanah Abang,Live Chicken,2023-08-05,46973,204,Very High
Pasar Tanah Abang,Live Chicken,2023-08-08,25607,1608,High
Pasar Tanah Abang,Live Chicken,2023-08-11,34995,308,Medium
Pasar Tanah Abang,Live Chicken,2023-08-14,46148,709,Medium
Pasar Tanah Abang,Live Chicken,2023-08-17,44762,1821,High
Pasar Tanah Abang,Live Chicken,2023-08-20,39050,1843,Low
Pasar Tanah Abang,Live Chicken,2023-08-23,43718,738,High
Pasar Tanah Abang,Live Chicken,2023-08-26,50298,670,Low
Pasar Tanah Abang,Live Chicken,2023-08-29,45322,2730,Very High
Pasar Tanah Abang,Live Chicken,2023-09-01,32620,2164,Low
Pasar Tanah Abang,Live Chicken,2023-09-04,21422,805,Medium
Pasar Tanah Abang,Live Chicken,2023-09-07,33690,511,Very High
Pasar Tanah Abang,Live Chicken,2023-09-10,52732,630,Medium
Pasar Tanah Abang,Live Chicken,2023-09-13,30898,2869,Low
Pasar Tanah Abang,Live Chicken,2023-09-16,42461,2721,High
Pasar Tanah Abang,Live Chicken,2023-09-19,47452,531,High
Pasar Tanah Abang,Live Chicken,2023-09-22,56001,2207,Low
Pasar Tanah Abang,Live Chicken,2023-09-25,59577,2523,Low
Pasar Tanah Abang,Live Chicken,2023-09-28,50769,2060,High
Pasar Tanah Abang,Live Chicken,2023-10-01,37294,1750,Very High
Pasar Tanah Abang,Live Chicken,2023-10-04,41594,1018,Very High
Pasar Tanah Abang,Live Chicken,2023-10-07,42021,432,Medium
Pasar Tanah Abang,Live Chicken,2023-10-10,48909,175,High
Pasar Tanah Abang,Live Chicken,2023-10-13,44065,2483,Very High
Pasar Tanah Abang,Live Chicken,2023-10-16,56602,2034,Very High
Pasar Tanah Abang,Live Chicken,2023-10-19,49885,848,Very High
Pasar Tanah Abang,Live Chicken,2023-10-22,49641,1039,Very High
Pasar Tanah Abang,Live Chicken,2023-10-25,45216,1498,High
Pasar Tanah Abang,Live Chicken,2023-10-28,23180,997,High
Pasar Tanah Abang,Live Chicken,2023-10-31,24566,883,Very High
Pasar Tanah Abang,Live Chicken,2023-11-03,37917,1326,High
Pasar Tanah Abang,Live Chicken,2023-11-06,56930,1335,Low
Pasar Tanah Abang,Live Chicken,2023-11-09,30723,1120,Very High
Pasar Tanah Abang,Live Chicken,2023-11-12,49062,1437,Very High
Pasar Tanah Abang,Live Chicken,2023-11-15,56335,1977,High
Pasar Tanah Abang,Live Chicken,2023-11-18,48424,2427,Very High
Pasar Tanah Abang,Live Chicken,2023-11-21,51881,1257,Medium
Pasar Tanah Abang,Live Chicken,2023-11-24,37763,2869,Medium
Pasar Tanah Abang,Live Chicken,2023-11-27,31748,806,Low
Pasar Tanah Abang,Live Chicken,2023-11-30,29529,2077,Medium
Pasar Tanah Abang,Live Chicken,2023-12-03,38400,1276,Low
Pasar Tanah Abang,Live Chicken,2023-12-06,48117,643,High
Pasar Tanah Abang,Live Chicken,2023-12-09,36481,2278,Medium
Pasar Tanah Abang,Live Chicken,2023-12-12,31085,2770,High
Pasar Tanah Abang,Live Chicken,2023-12-15,34233,578,Low
Pasar Tanah Abang,Live Chicken,2023-12-18,49448,1232,Very High
Pasar Tanah Abang,Live Chicken,2023-12-21,37445,1211,Low
Pasar Tanah Abang,Live Chicken,2023-12-24,39948,596,Very High
Pasar Tanah Abang,Live Chicken,2023-12-27,33219,2977,High
