lobster_id,species,catch_date,length_cm,weight_grams,carapace_length_cm,grade,shell_condition,catch_method,fisher_id,vessel_id,fishing_ground_id,market_price_per_kg,is_alive,inspection_passed,export_ready
LOB06814,Slipper Lobster,2/14/2025,23.04,497.4,10.44,Grade C,Paper Shell,Hand Picking,FSH068,VSL046,FG009,66.87,TRUE,TRUE,FALSE
LOB06815,Slipper Lobster,4/30/2025,41.88,748,17.86,Grade B,Hard Shell,Trap,FSH068,VSL036,FG010,42.14,TRUE,TRUE,FALSE
LOB06816,European Lobster,6/19/2024,31.86,487.9,9.52,Grade C,Peeler,Diving,FSH016,VSL015,FG024,27.09,TRUE,FALSE,TRUE
LOB06817,Slipper Lobster,8/27/2023,43.32,603.8,9.72,Grade B,Hard Shell,Trap,FSH097,VSL025,FG015,35.16,TRUE,FALSE,TRUE
LOB06818,Spiny Lobster,4/11/2024,38.45,1357,9.82,Grade B,Soft Shell,Trap,FSH084,VSL006,FG007,35.3,FALSE,TRUE,FALSE
LOB06819,European Lobster,10/11/2024,18.62,771.1,15.24,Reject,Paper Shell,Trap,FSH098,VSL039,FG020,61.85,FALSE,FALSE,TRUE
LOB06820,European Lobster,10/9/2023,15.89,945.1,12.8,Grade C,Peeler,Trawling,FSH039,VSL011,FG023,51.18,TRUE,TRUE,FALSE
LOB06821,Slipper Lobster,9/10/2024,18.31,1360.2,15.2,Grade A,Hard Shell,Diving,FSH023,VSL034,FG004,44.6,FALSE,FALSE,TRUE
LOB06822,Rock Lobster,5/28/2025,28.41,757.4,17.86,Reject,Paper Shell,Hand Picking,FSH005,VSL022,FG020,30,TRUE,FALSE,FALSE
LOB06823,European Lobster,5/19/2025,30.02,387.7,15.95,Reject,Soft Shell,Trawling,FSH072,VSL043,FG012,63.64,TRUE,TRUE,TRUE
LOB06824,American Lobster,6/28/2023,33.66,630.6,11.51,Grade C,Paper Shell,Hand Picking,FSH070,VSL001,FG004,52.35,TRUE,TRUE,FALSE
LOB06825,Slipper Lobster,8/4/2024,43.28,1464.9,15.17,Grade C,Hard Shell,Trawling,FSH045,VSL041,FG004,57.31,FALSE,FALSE,TRUE
LOB06826,Rock Lobster,7/20/2024,34.38,344.9,12.67,Grade B,Soft Shell,Trap,FSH033,VSL045,FG001,39.56,FALSE,TRUE,FALSE
LOB06827,Spiny Lobster,7/19/2024,41.48,329.7,12.7,Grade B,Paper Shell,Diving,FSH008,VSL002,FG011,55.24,TRUE,TRUE,FALSE
LOB06828,Rock Lobster,9/8/2024,23.75,1453.6,17.01,Grade A,Peeler,Hand Picking,FSH076,VSL043,FG025,43.86,TRUE,FALSE,TRUE
LOB06829,Spiny Lobster,11/30/2023,17.12,685.1,13.02,Grade C,Paper Shell,Trawling,FSH059,VSL009,FG003,30.37,FALSE,TRUE,FALSE
LOB06830,European Lobster,4/1/2024,39.72,1008.9,14.19,Grade A,Soft Shell,Trawling,FSH049,VSL023,FG004,28.85,FALSE,TRUE,FALSE
LOB06831,Rock Lobster,5/11/2025,34.36,1270.2,10.99,Grade A,Soft Shell,Trap,FSH087,VSL002,FG012,64.27,FALSE,TRUE,TRUE
LOB06832,Spiny Lobster,9/4/2023,36,859.2,11.6,Grade A,Peeler,Diving,FSH049,VSL029,FG005,48.73,FALSE,FALSE,TRUE
LOB06833,Spiny Lobster,8/6/2024,37.59,1259,17.88,Reject,Peeler,Hand Picking,FSH080,VSL012,FG011,58.89,FALSE,TRUE,FALSE
LOB06834,Rock Lobster,8/17/2023,34.49,887.7,10.74,Grade B,Peeler,Diving,FSH053,VSL009,FG003,74.39,TRUE,FALSE,TRUE
LOB06835,Rock Lobster,9/28/2024,31.51,546.7,12.71,Grade A,Hard Shell,Diving,FSH012,VSL021,FG008,58.69,TRUE,TRUE,FALSE
LOB06836,American Lobster,3/11/2025,37.01,256.4,10,Reject,Paper Shell,Diving,FSH010,VSL022,FG017,47.86,TRUE,FALSE,FALSE
LOB06837,American Lobster,8/13/2024,22.17,1011.2,9.19,Grade A,Soft Shell,Hand Picking,FSH014,VSL036,FG022,38.35,TRUE,TRUE,FALSE
LOB06838,European Lobster,3/27/2024,29.32,1342.2,17.89,Grade B,Paper Shell,Hand Picking,FSH094,VSL041,FG016,26.01,FALSE,TRUE,FALSE
LOB06839,European Lobster,3/28/2025,41.76,433.6,13.35,Grade B,Hard Shell,Trawling,FSH036,VSL044,FG014,54.29,TRUE,FALSE,TRUE
LOB06840,American Lobster,2/27/2025,41.38,909.2,14.59,Grade C,Hard Shell,Trap,FSH082,VSL027,FG012,59.08,TRUE,FALSE,FALSE
LOB06841,Slipper Lobster,1/14/2025,40.37,1098.3,11.86,Grade C,Hard Shell,Diving,FSH078,VSL028,FG002,30.27,TRUE,TRUE,TRUE
LOB06842,American Lobster,6/6/2024,15.87,1018.5,15.39,Grade B,Soft Shell,Trawling,FSH059,VSL009,FG015,63.06,TRUE,TRUE,FALSE
LOB06843,Rock Lobster,5/27/2024,38.7,497.8,15.77,Grade C,Peeler,Trap,FSH072,VSL019,FG019,52.72,TRUE,FALSE,TRUE
LOB06844,European Lobster,9/17/2023,31,1447,11.67,Grade A,Peeler,Hand Picking,FSH068,VSL040,FG015,49.09,TRUE,FALSE,TRUE
LOB06845,Rock Lobster,10/19/2024,41.05,1181.7,14.97,Reject,Paper Shell,Hand Picking,FSH093,VSL039,FG014,28.5,TRUE,TRUE,FALSE
LOB06846,Rock Lobster,10/4/2024,38.13,654.3,13.71,Grade A,Hard Shell,Hand Picking,FSH089,VSL011,FG025,68.37,TRUE,FALSE,TRUE
LOB06847,Rock Lobster,1/18/2024,29.35,206.7,8.26,Reject,Paper Shell,Trawling,FSH054,VSL024,FG017,66.28,FALSE,FALSE,FALSE
LOB06848,Rock Lobster,2/2/2025,35.86,471.9,13.56,Grade C,Soft Shell,Diving,FSH014,VSL038,FG015,48.31,FALSE,FALSE,TRUE
LOB06849,Rock Lobster,10/16/2024,17.6,1184,16.63,Grade A,Paper Shell,Trawling,FSH043,VSL030,FG023,27.96,TRUE,FALSE,FALSE
LOB06850,European Lobster,12/23/2023,43.23,676.6,16.54,Reject,Paper Shell,Trap,FSH047,VSL005,FG003,79.9,FALSE,FALSE,TRUE
LOB06851,Spiny Lobster,1/28/2025,34.78,971.2,10.89,Reject,Paper Shell,Hand Picking,FSH016,VSL011,FG014,61.91,FALSE,TRUE,TRUE
LOB06852,Spiny Lobster,3/10/2025,35.7,1121.6,16.84,Grade A,Hard Shell,Diving,FSH030,VSL031,FG014,51.21,FALSE,TRUE,FALSE
LOB06853,American Lobster,11/24/2023,28.34,504.4,11.89,Grade C,Peeler,Diving,FSH032,VSL028,FG009,69.56,FALSE,FALSE,TRUE
LOB06854,European Lobster,1/1/2024,23.92,288.9,17.36,Grade C,Peeler,Trawling,FSH090,VSL027,FG020,35.22,TRUE,TRUE,TRUE
LOB06855,American Lobster,6/27/2024,41.56,1173.2,16.73,Grade B,Peeler,Hand Picking,FSH005,VSL013,FG012,30.34,TRUE,FALSE,TRUE
LOB06856,European Lobster,12/8/2024,33.59,852.3,10.57,Reject,Hard Shell,Hand Picking,FSH009,VSL044,FG011,60.38,FALSE,FALSE,FALSE
LOB06857,Slipper Lobster,11/1/2023,29.38,1314.3,13.89,Grade A,Soft Shell,Trap,FSH065,VSL045,FG020,30.86,TRUE,FALSE,FALSE
LOB06858,Rock Lobster,11/25/2024,26.3,435.5,13.63,Grade A,Soft Shell,Hand Picking,FSH042,VSL050,FG010,62.87,TRUE,TRUE,FALSE
LOB06859,American Lobster,1/6/2024,24.04,307.1,11.05,Grade A,Peeler,Hand Picking,FSH036,VSL038,FG019,67.73,FALSE,FALSE,FALSE
LOB06860,European Lobster,2/28/2024,42.24,1473.2,12.34,Reject,Hard Shell,Trap,FSH059,VSL026,FG003,39.93,TRUE,TRUE,FALSE
LOB06861,Slipper Lobster,3/14/2025,35.42,537.5,17.89,Grade A,Peeler,Hand Picking,FSH010,VSL007,FG004,49.61,FALSE,FALSE,TRUE
LOB06862,Spiny Lobster,11/16/2023,34.94,655.6,15.37,Reject,Hard Shell,Diving,FSH033,VSL003,FG001,30.02,TRUE,TRUE,TRUE
LOB06863,Slipper Lobster,10/2/2023,30.08,1026.9,11.58,Grade C,Hard Shell,Hand Picking,FSH023,VSL026,FG016,79.38,TRUE,TRUE,TRUE
LOB06864,Slipper Lobster,8/6/2024,21.19,255.8,12.55,Grade A,Hard Shell,Hand Picking,FSH033,VSL024,FG021,79.07,FALSE,TRUE,TRUE
LOB06865,Rock Lobster,3/11/2025,38.86,1300.2,11.1,Reject,Soft Shell,Trap,FSH093,VSL040,FG013,59.56,TRUE,FALSE,FALSE
LOB06866,Spiny Lobster,3/14/2025,31.56,1322.2,8.97,Grade C,Soft Shell,Hand Picking,FSH053,VSL050,FG021,60.28,TRUE,TRUE,FALSE
LOB06867,Rock Lobster,11/10/2023,31.1,1075.3,8.29,Grade A,Soft Shell,Diving,FSH006,VSL013,FG010,67.64,TRUE,TRUE,FALSE
LOB06868,Rock Lobster,5/13/2024,25.09,313.8,15.11,Grade A,Soft Shell,Trap,FSH016,VSL043,FG012,41.85,TRUE,FALSE,FALSE
LOB06869,European Lobster,4/14/2025,27.27,1063.2,13.91,Grade A,Paper Shell,Trawling,FSH027,VSL039,FG018,77.58,FALSE,FALSE,FALSE
LOB06870,Rock Lobster,9/8/2023,33.02,1430.2,13.78,Grade A,Peeler,Hand Picking,FSH029,VSL007,FG019,45.26,TRUE,TRUE,FALSE
LOB06871,Rock Lobster,10/27/2024,38.12,957.2,12.07,Grade B,Peeler,Trap,FSH031,VSL037,FG022,32.33,FALSE,TRUE,FALSE
LOB06872,European Lobster,2/22/2025,41.56,742.9,8.69,Grade A,Peeler,Trap,FSH021,VSL003,FG001,65.4,TRUE,TRUE,TRUE
LOB06873,Rock Lobster,10/10/2023,35.06,413.3,12.81,Reject,Paper Shell,Hand Picking,FSH031,VSL037,FG004,50.48,TRUE,TRUE,FALSE
LOB06874,European Lobster,7/4/2023,22.59,1312.5,8.34,Reject,Soft Shell,Hand Picking,FSH090,VSL017,FG016,59.58,TRUE,TRUE,TRUE
LOB06875,Rock Lobster,10/7/2023,44.8,1170.1,11.85,Grade A,Peeler,Hand Picking,FSH094,VSL041,FG017,53.3,FALSE,FALSE,TRUE
LOB06876,Spiny Lobster,11/7/2024,38.97,763.9,9.32,Grade C,Soft Shell,Hand Picking,FSH079,VSL018,FG012,57.97,FALSE,TRUE,TRUE
LOB06877,Rock Lobster,10/7/2023,17.58,332.2,10.91,Reject,Hard Shell,Trawling,FSH043,VSL008,FG009,45.98,TRUE,TRUE,TRUE
LOB06878,European Lobster,8/16/2023,29.79,1383.7,9.13,Grade B,Soft Shell,Hand Picking,FSH051,VSL028,FG012,74.91,FALSE,FALSE,TRUE
LOB06879,American Lobster,11/22/2024,28.35,1185.7,15.25,Grade C,Hard Shell,Trap,FSH089,VSL018,FG023,35.46,FALSE,FALSE,FALSE
LOB06880,Rock Lobster,6/26/2024,32.09,410.5,14.3,Reject,Paper Shell,Trawling,FSH081,VSL023,FG002,31.93,FALSE,TRUE,TRUE
LOB06881,European Lobster,1/25/2025,18.75,538.4,16.74,Grade B,Soft Shell,Trawling,FSH022,VSL047,FG009,53.87,TRUE,FALSE,TRUE
LOB06882,Slipper Lobster,4/21/2024,35.3,1279.9,10.27,Grade C,Soft Shell,Trap,FSH068,VSL022,FG003,46.42,FALSE,TRUE,TRUE
LOB06883,European Lobster,10/5/2023,24.06,939.7,14.34,Grade A,Peeler,Hand Picking,FSH083,VSL013,FG005,39.75,TRUE,TRUE,TRUE
LOB06884,Spiny Lobster,8/25/2024,32.75,1266.6,17.31,Reject,Peeler,Trawling,FSH064,VSL009,FG019,59.15,FALSE,TRUE,FALSE
LOB06885,American Lobster,2/9/2025,29.67,873.2,16.19,Grade A,Paper Shell,Trawling,FSH018,VSL050,FG018,76.14,TRUE,TRUE,TRUE
LOB06886,Slipper Lobster,12/14/2023,15.52,1480.9,15.37,Reject,Hard Shell,Diving,FSH057,VSL048,FG021,36.65,FALSE,FALSE,TRUE
LOB06887,Spiny Lobster,11/28/2023,22.18,1447.6,13.59,Reject,Soft Shell,Hand Picking,FSH060,VSL037,FG003,36.66,FALSE,TRUE,FALSE
LOB06888,Slipper Lobster,3/12/2025,22.37,702.6,11.95,Reject,Peeler,Trawling,FSH053,VSL035,FG016,66.4,FALSE,FALSE,FALSE
LOB06889,Rock Lobster,11/10/2024,26.67,1264.8,13.11,Reject,Soft Shell,Trawling,FSH005,VSL023,FG018,32.91,TRUE,FALSE,TRUE
LOB06890,Spiny Lobster,5/1/2024,34.13,1233.5,10.08,Grade B,Paper Shell,Diving,FSH088,VSL049,FG012,57.07,FALSE,FALSE,TRUE
LOB06891,Spiny Lobster,1/1/2025,34.88,1167.8,16.76,Grade C,Hard Shell,Trap,FSH007,VSL037,FG019,55.66,FALSE,FALSE,FALSE
LOB06892,Rock Lobster,2/10/2024,32.14,1477.8,14.63,Reject,Soft Shell,Hand Picking,FSH003,VSL045,FG025,49.4,FALSE,TRUE,FALSE
LOB06893,Slipper Lobster,10/19/2024,28.29,1093.1,8.39,Grade B,Hard Shell,Hand Picking,FSH042,VSL022,FG019,26.84,TRUE,TRUE,FALSE
LOB06894,Slipper Lobster,12/3/2024,24.79,1350.6,12.34,Grade C,Paper Shell,Hand Picking,FSH020,VSL001,FG017,56.91,TRUE,TRUE,FALSE
LOB06895,American Lobster,11/23/2023,27.98,687.1,11.92,Grade B,Soft Shell,Trap,FSH051,VSL006,FG004,75.56,FALSE,TRUE,FALSE
LOB06896,European Lobster,6/17/2024,35.91,772.9,15.97,Grade A,Hard Shell,Diving,FSH008,VSL004,FG025,26.64,FALSE,TRUE,FALSE
LOB06897,American Lobster,5/12/2024,43.78,1262.9,9.67,Reject,Paper Shell,Trap,FSH094,VSL016,FG014,34.2,FALSE,FALSE,TRUE
LOB06898,European Lobster,6/22/2023,39.44,368.1,16.15,Grade C,Peeler,Hand Picking,FSH033,VSL044,FG025,57.28,FALSE,TRUE,FALSE
LOB06899,Rock Lobster,4/1/2025,37.03,467.9,14.77,Grade B,Paper Shell,Trap,FSH031,VSL007,FG014,44.79,FALSE,FALSE,FALSE
LOB06900,American Lobster,6/21/2024,29.91,1270.1,14.05,Grade B,Hard Shell,Trawling,FSH010,VSL044,FG016,77.27,FALSE,TRUE,FALSE
LOB06901,Spiny Lobster,2/27/2024,32.84,537.4,15.16,Grade B,Hard Shell,Trap,FSH009,VSL018,FG002,60.84,FALSE,TRUE,TRUE
LOB06902,Slipper Lobster,9/28/2024,18,1095.7,13.9,Reject,Peeler,Hand Picking,FSH096,VSL034,FG008,34.65,FALSE,TRUE,FALSE
LOB06903,Spiny Lobster,2/6/2025,37.34,765.2,17.1,Reject,Paper Shell,Diving,FSH038,VSL034,FG013,43.36,FALSE,TRUE,TRUE
LOB06904,European Lobster,5/5/2025,41.95,450,15.54,Grade C,Soft Shell,Hand Picking,FSH005,VSL023,FG014,51.7,TRUE,TRUE,TRUE
LOB06905,European Lobster,2/1/2024,22.73,1378.8,17.66,Grade B,Soft Shell,Diving,FSH012,VSL009,FG006,49.13,TRUE,TRUE,TRUE
LOB06906,Slipper Lobster,8/28/2023,31.86,1482.2,12.61,Grade A,Soft Shell,Trawling,FSH036,VSL020,FG017,59.78,TRUE,FALSE,FALSE
LOB06907,European Lobster,6/21/2024,37.81,1427.8,10.26,Grade C,Peeler,Diving,FSH051,VSL021,FG008,42.35,FALSE,FALSE,FALSE
LOB06908,Slipper Lobster,5/2/2024,35.36,906.3,13.75,Grade C,Hard Shell,Trawling,FSH021,VSL026,FG025,52.98,FALSE,FALSE,FALSE
LOB06909,Spiny Lobster,3/30/2024,27.3,230.7,8.07,Grade B,Hard Shell,Diving,FSH060,VSL020,FG025,66.38,TRUE,FALSE,TRUE
LOB06910,Slipper Lobster,7/3/2024,19.15,979.6,16.94,Grade C,Hard Shell,Diving,FSH013,VSL015,FG021,38.55,TRUE,FALSE,FALSE
LOB06911,Spiny Lobster,5/4/2025,20.01,1445.6,10.68,Grade C,Hard Shell,Hand Picking,FSH081,VSL032,FG012,48.57,FALSE,FALSE,FALSE
LOB06912,Rock Lobster,4/14/2024,32.63,362.5,8.83,Grade C,Peeler,Hand Picking,FSH031,VSL025,FG017,65.02,FALSE,TRUE,FALSE
LOB06913,Spiny Lobster,2/23/2024,28.51,991.1,11.39,Reject,Hard Shell,Hand Picking,FSH083,VSL019,FG019,44.93,FALSE,FALSE,TRUE
LOB06914,Rock Lobster,8/29/2024,25.49,519.9,15.36,Grade B,Paper Shell,Hand Picking,FSH033,VSL012,FG014,62.93,FALSE,TRUE,FALSE
LOB06915,Rock Lobster,10/27/2024,19.16,1482.5,16.55,Grade B,Paper Shell,Hand Picking,FSH031,VSL021,FG001,42.57,FALSE,TRUE,FALSE
LOB06916,Slipper Lobster,11/26/2023,37.74,1173.2,15.76,Reject,Paper Shell,Hand Picking,FSH081,VSL014,FG010,34.94,TRUE,TRUE,TRUE
LOB06917,European Lobster,6/8/2023,37.05,1083.3,13.11,Grade C,Paper Shell,Diving,FSH063,VSL048,FG023,36.62,TRUE,TRUE,TRUE
LOB06918,Slipper Lobster,9/3/2023,35.4,1318.4,16.5,Reject,Hard Shell,Trawling,FSH046,VSL020,FG001,58.22,TRUE,TRUE,TRUE
LOB06919,American Lobster,4/26/2024,38.17,470.1,13.44,Grade B,Paper Shell,Trawling,FSH094,VSL022,FG003,32.48,FALSE,TRUE,FALSE
LOB06920,Slipper Lobster,2/3/2025,37.35,1034.5,17.07,Reject,Hard Shell,Trawling,FSH092,VSL026,FG008,58.46,TRUE,TRUE,TRUE
LOB06921,Spiny Lobster,2/1/2025,39.81,1215.1,11.48,Grade B,Paper Shell,Trap,FSH077,VSL026,FG011,26.59,FALSE,FALSE,TRUE
LOB06922,Rock Lobster,11/4/2023,22.17,885.7,10.04,Reject,Paper Shell,Trap,FSH015,VSL016,FG004,53.84,TRUE,TRUE,FALSE
LOB06923,Spiny Lobster,10/26/2023,36.35,986.2,10.77,Grade B,Paper Shell,Diving,FSH072,VSL006,FG014,72.42,FALSE,FALSE,TRUE
LOB06924,Rock Lobster,11/17/2024,26.98,342.3,9.09,Grade A,Hard Shell,Diving,FSH063,VSL020,FG006,44.86,FALSE,TRUE,TRUE
LOB06925,Rock Lobster,1/7/2025,41.34,323.4,15.11,Grade B,Paper Shell,Trawling,FSH039,VSL007,FG002,57.21,FALSE,FALSE,FALSE
LOB06926,Slipper Lobster,12/17/2024,25.04,1128.7,9.46,Reject,Paper Shell,Hand Picking,FSH014,VSL012,FG009,58.79,FALSE,TRUE,FALSE
LOB06927,Slipper Lobster,8/24/2023,38.86,1317.6,9.47,Reject,Hard Shell,Hand Picking,FSH065,VSL017,FG023,62.28,TRUE,TRUE,TRUE
LOB06928,Spiny Lobster,9/27/2023,19.7,1051.7,13.15,Grade A,Hard Shell,Diving,FSH084,VSL013,FG021,47.91,TRUE,TRUE,FALSE
LOB06929,Rock Lobster,6/2/2024,29.64,1148.4,16.2,Grade B,Hard Shell,Diving,FSH041,VSL001,FG008,44.12,FALSE,FALSE,TRUE
LOB06930,European Lobster,10/26/2023,43.03,1109.4,16.83,Grade A,Soft Shell,Hand Picking,FSH068,VSL033,FG013,37.46,FALSE,TRUE,FALSE
LOB06931,Spiny Lobster,9/6/2024,18.14,854.5,13.05,Reject,Paper Shell,Diving,FSH013,VSL047,FG017,36.23,FALSE,FALSE,FALSE
LOB06932,European Lobster,7/6/2024,22.27,1236.5,8.52,Grade C,Peeler,Hand Picking,FSH060,VSL050,FG002,79.18,FALSE,FALSE,TRUE
LOB06933,Rock Lobster,12/15/2024,29.07,542,8.48,Grade B,Peeler,Diving,FSH099,VSL048,FG001,48.87,TRUE,TRUE,FALSE
LOB06934,Spiny Lobster,11/24/2024,26.34,1134.9,11.86,Grade B,Hard Shell,Trap,FSH056,VSL037,FG004,33.13,TRUE,TRUE,TRUE
LOB06935,European Lobster,6/12/2024,28.09,282.8,8.84,Grade B,Hard Shell,Hand Picking,FSH021,VSL039,FG021,66.08,FALSE,FALSE,TRUE
LOB06936,Slipper Lobster,11/19/2023,19.46,352.4,9.05,Grade B,Soft Shell,Hand Picking,FSH054,VSL029,FG012,45.56,TRUE,TRUE,FALSE
LOB06937,European Lobster,4/20/2024,37.28,617.8,13.97,Reject,Soft Shell,Trawling,FSH051,VSL035,FG023,59.25,TRUE,TRUE,FALSE
LOB06938,European Lobster,10/7/2023,18.41,1361.6,14.94,Reject,Peeler,Diving,FSH071,VSL027,FG019,36.66,TRUE,TRUE,TRUE
LOB06939,Slipper Lobster,8/30/2024,26.07,1261.9,12.55,Grade B,Peeler,Trawling,FSH018,VSL008,FG004,69.37,FALSE,FALSE,FALSE
LOB06940,American Lobster,10/26/2024,31.92,1341.7,13.11,Grade C,Hard Shell,Trap,FSH020,VSL038,FG002,30.32,TRUE,TRUE,FALSE
LOB06941,American Lobster,5/12/2025,28.76,1442.2,9.36,Grade C,Soft Shell,Trap,FSH068,VSL005,FG001,26.98,FALSE,TRUE,FALSE
LOB06942,Rock Lobster,7/17/2024,22.43,824.1,16.23,Reject,Hard Shell,Trawling,FSH006,VSL038,FG021,46.7,FALSE,TRUE,TRUE
LOB06943,European Lobster,5/20/2025,40.71,457.8,17.08,Grade C,Peeler,Trap,FSH070,VSL008,FG008,52.12,TRUE,FALSE,FALSE
LOB06944,Rock Lobster,1/16/2025,37.2,329,8.96,Grade C,Hard Shell,Diving,FSH053,VSL026,FG012,30.73,TRUE,TRUE,FALSE
LOB06945,Rock Lobster,4/2/2025,32.96,305.2,10.09,Grade C,Soft Shell,Trawling,FSH094,VSL026,FG008,61.4,FALSE,FALSE,FALSE
LOB06946,American Lobster,1/18/2025,42.69,602.9,11.9,Grade B,Soft Shell,Hand Picking,FSH065,VSL038,FG011,62.71,FALSE,TRUE,FALSE
LOB06947,Rock Lobster,11/28/2024,34.75,838.7,17.09,Grade B,Soft Shell,Trap,FSH065,VSL009,FG018,63.01,TRUE,FALSE,FALSE
LOB06948,Slipper Lobster,7/16/2023,24.71,1355.3,10.68,Grade A,Soft Shell,Hand Picking,FSH084,VSL034,FG014,39.16,TRUE,FALSE,TRUE
LOB06949,European Lobster,5/5/2025,30.47,1162.5,12.83,Grade A,Hard Shell,Trawling,FSH021,VSL044,FG024,66.36,FALSE,FALSE,TRUE
LOB06950,Rock Lobster,2/25/2025,42.63,1161.1,8.71,Grade B,Soft Shell,Trawling,FSH019,VSL040,FG022,70.1,TRUE,FALSE,FALSE
LOB06951,Rock Lobster,8/6/2023,26.53,989.2,11.2,Grade A,Soft Shell,Trap,FSH009,VSL034,FG011,26.01,FALSE,TRUE,TRUE
LOB06952,Slipper Lobster,7/3/2023,26.2,1068.3,15.31,Reject,Hard Shell,Trawling,FSH028,VSL041,FG021,74.75,FALSE,TRUE,FALSE
LOB06953,American Lobster,9/20/2023,24.63,1072.5,15.98,Grade A,Peeler,Hand Picking,FSH040,VSL019,FG010,47.28,FALSE,FALSE,TRUE
LOB06954,European Lobster,7/19/2023,42.91,1435.2,12.86,Grade C,Paper Shell,Hand Picking,FSH079,VSL037,FG008,41.71,FALSE,FALSE,TRUE
LOB06955,Spiny Lobster,12/8/2024,35.63,608.5,8.03,Grade B,Peeler,Hand Picking,FSH026,VSL007,FG022,74.95,TRUE,FALSE,TRUE
LOB06956,European Lobster,11/28/2024,40.16,929.3,9.89,Grade A,Hard Shell,Hand Picking,FSH003,VSL031,FG013,33.07,FALSE,TRUE,FALSE
LOB06957,Spiny Lobster,3/11/2025,40.69,1322.4,15.54,Grade A,Soft Shell,Hand Picking,FSH070,VSL020,FG001,65.13,FALSE,TRUE,TRUE
LOB06958,Spiny Lobster,11/4/2023,35.36,443,14.41,Grade B,Hard Shell,Trap,FSH058,VSL012,FG025,45.79,FALSE,TRUE,FALSE
LOB06959,European Lobster,10/17/2024,24.69,718.6,15.71,Reject,Peeler,Hand Picking,FSH063,VSL006,FG013,76.05,TRUE,FALSE,FALSE
LOB06960,European Lobster,5/31/2025,38.99,768.5,17.6,Grade C,Hard Shell,Trawling,FSH063,VSL005,FG017,29.78,FALSE,TRUE,FALSE
LOB06961,Rock Lobster,1/28/2025,43.51,986,11.93,Grade B,Soft Shell,Diving,FSH057,VSL013,FG005,68.96,TRUE,FALSE,TRUE
LOB06962,Spiny Lobster,2/6/2024,38.36,1159.7,15.47,Grade C,Peeler,Trawling,FSH089,VSL016,FG006,40.79,FALSE,TRUE,TRUE
LOB06963,Slipper Lobster,12/22/2024,21.01,764.8,15.51,Reject,Soft Shell,Hand Picking,FSH099,VSL001,FG017,47.48,FALSE,TRUE,TRUE
LOB06964,American Lobster,11/2/2024,36.96,485.1,8.48,Grade A,Paper Shell,Trap,FSH072,VSL015,FG021,29.3,FALSE,FALSE,TRUE
LOB06965,Rock Lobster,1/9/2025,22.77,889.2,17.51,Grade A,Paper Shell,Diving,FSH084,VSL020,FG017,71.98,FALSE,TRUE,FALSE
LOB06966,European Lobster,8/13/2023,37.04,1134.5,10.93,Grade A,Peeler,Trawling,FSH052,VSL023,FG016,48.53,TRUE,TRUE,TRUE
LOB06967,Spiny Lobster,12/25/2023,27.86,265.2,8.01,Grade C,Peeler,Trawling,FSH046,VSL043,FG013,66.12,TRUE,TRUE,FALSE
LOB06968,European Lobster,3/24/2024,24.78,437,8.75,Grade B,Paper Shell,Trap,FSH089,VSL004,FG011,60.33,FALSE,TRUE,FALSE
LOB06969,American Lobster,3/20/2024,27.85,912.3,9.94,Reject,Hard Shell,Diving,FSH053,VSL021,FG004,73.2,FALSE,TRUE,FALSE
LOB06970,European Lobster,6/23/2023,29.37,1062.9,9.32,Grade C,Soft Shell,Trap,FSH003,VSL001,FG023,39.01,FALSE,FALSE,FALSE
LOB06971,Spiny Lobster,4/3/2024,33.06,403.7,12.33,Grade A,Paper Shell,Diving,FSH006,VSL047,FG019,27.58,FALSE,TRUE,TRUE
LOB06972,European Lobster,8/28/2023,26.46,1230.5,10.55,Grade C,Paper Shell,Trap,FSH047,VSL012,FG006,63.93,FALSE,FALSE,TRUE
LOB06973,Slipper Lobster,2/22/2025,34.58,846.2,12.9,Reject,Hard Shell,Hand Picking,FSH035,VSL047,FG025,66.45,TRUE,FALSE,TRUE
LOB06974,American Lobster,12/27/2024,38.4,224.2,15.67,Reject,Soft Shell,Trap,FSH090,VSL036,FG006,36.58,FALSE,FALSE,TRUE
LOB06975,Rock Lobster,12/7/2024,22.17,1415.9,12.45,Grade B,Hard Shell,Trawling,FSH091,VSL034,FG020,28.32,FALSE,FALSE,TRUE
LOB06976,Rock Lobster,1/18/2024,26.36,707,10.76,Reject,Hard Shell,Diving,FSH089,VSL027,FG022,71.66,TRUE,FALSE,TRUE
LOB06977,Spiny Lobster,5/19/2024,16.31,542,9.52,Grade B,Soft Shell,Trawling,FSH047,VSL004,FG023,67.42,FALSE,FALSE,TRUE
LOB06978,Spiny Lobster,12/1/2024,21.52,1206.6,13.3,Reject,Paper Shell,Diving,FSH028,VSL026,FG005,33.44,TRUE,FALSE,TRUE
LOB06979,Rock Lobster,10/21/2023,18.68,613.7,12.72,Reject,Paper Shell,Trawling,FSH032,VSL021,FG013,58.26,FALSE,TRUE,TRUE
LOB06980,Slipper Lobster,3/26/2025,23.94,1400.8,13.94,Grade B,Peeler,Hand Picking,FSH058,VSL030,FG018,50.99,TRUE,FALSE,TRUE
LOB06981,Spiny Lobster,3/31/2025,20.5,1119.7,9.97,Grade A,Hard Shell,Hand Picking,FSH018,VSL031,FG015,32.84,FALSE,TRUE,TRUE
