fish_id,fish_name,weight_kg,length_cm,catch_date,province,fishing_method,freshness_score,category_id,location_id,fisher_id
7160,Halibut,34.47,199.8,9/22/2023,Jawa Tengah,Trap,10,1,4,229
7161,Mahi-mahi,33.49,49.8,2/19/2023,Jawa Barat,Hand Line,7,4,10,480
7162,Tilapia,5.58,139.9,9/21/2023,Bali,Hand Line,8,1,18,106
7163,Halibut,3.54,20.2,1/13/2023,Kalimantan Selatan,Purse Seine,1,3,6,14
7164,King Fish,22.57,163.5,3/2/2023,Jawa Timur,Trawling,9,2,14,46
7165,Catfish,23.52,74.4,7/20/2023,Jawa Timur,Trap,9,1,2,96
7166,Sole,21.27,171,8/20/2023,Kalimantan Selatan,Trap,6,1,6,285
7167,Snapper,8.54,84.7,5/21/2023,Papua,Trawling,5,3,14,378
7168,Tuna,20.68,161.6,9/23/2023,Kalimantan Selatan,Gill Net,8,4,9,129
7169,Salmon,23.72,138.3,4/1/2023,Kalimantan Selatan,Purse Seine,10,4,4,437
7170,Pomfret,21.19,128.9,12/2/2023,Sulawesi Selatan,Trap,10,5,19,8
7171,Pomfret,26.62,33.9,4/5/2023,Maluku,Gill Net,9,5,19,88
7172,Salmon,6.22,170.6,6/7/2023,Lampung,Hand Line,4,1,17,158
7173,Barramundi,26.11,116.7,4/20/2023,Sulawesi Selatan,Purse Seine,10,5,20,235
7174,Catfish,39.53,137.3,2/15/2023,Jawa Timur,Gill Net,5,1,11,42
7175,Sole,3.93,162.3,5/27/2023,Maluku,Trap,7,4,11,222
7176,Herring,26.49,78.1,8/24/2023,Jawa Timur,Long Line,7,4,3,172
7177,Snapper,20.01,98.8,12/26/2023,Maluku,Hand Line,3,2,18,461
7178,Yellowtail,45.46,32.1,3/21/2023,Sulawesi Selatan,Purse Seine,10,1,5,346
7179,Salmon,27.8,195.3,7/12/2023,Sulawesi Selatan,Trawling,6,1,3,99
7180,Yellowtail,19.74,122.5,9/14/2023,Sumatera Utara,Long Line,8,1,16,458
7181,Trout,25.25,72.7,11/29/2023,Lampung,Trawling,3,1,12,128
7182,King Fish,5.2,85.7,7/14/2023,Lampung,Trawling,5,5,9,481
7183,Cod,10.15,136.3,5/11/2023,Papua,Gill Net,7,2,14,475
7184,Cod,29.39,143,7/25/2023,Lampung,Purse Seine,9,2,12,206
7185,Amberjack,44.97,167.1,11/22/2023,Lampung,Hand Line,1,1,9,499
7186,Flounder,35.79,192.2,1/21/2023,Jawa Timur,Long Line,9,1,11,321
7187,Sole,14.55,20.4,2/6/2023,Bali,Trawling,7,4,13,145
7188,Tuna,49.05,150.7,10/29/2023,Sumatera Utara,Purse Seine,3,5,8,37
7189,Sardine,4.56,161.1,5/24/2023,Sumatera Utara,Purse Seine,4,5,8,405
7190,Cod,37.94,53.9,9/13/2023,Sulawesi Selatan,Hand Line,3,4,10,43
7191,Pomfret,4.31,194.4,7/3/2023,Sumatera Utara,Trap,5,5,15,443
7192,Trout,10.91,110.4,6/17/2023,Sulawesi Selatan,Trap,3,5,16,187
7193,Catfish,11.45,105,11/27/2023,Bali,Hand Line,10,1,7,72
7194,Herring,35.77,143.9,10/22/2023,Bali,Purse Seine,2,3,12,468
7195,Sardine,35.35,69.2,12/21/2023,Kalimantan Selatan,Trap,1,3,13,222
7196,Sea Bass,30.61,122.2,6/22/2023,Maluku,Long Line,9,1,17,423
7197,Mackerel,29.54,191.8,3/8/2023,Sulawesi Selatan,Hand Line,2,1,16,92
7198,Amberjack,30.48,177.4,4/10/2023,Jawa Timur,Gill Net,7,1,6,310
7199,Mackerel,24.96,174.9,10/12/2023,Jawa Barat,Trawling,7,1,20,488
7200,Sardine,48.21,196.9,5/1/2023,Lampung,Long Line,2,5,9,258
7201,Mackerel,19.62,66.5,11/18/2023,Jawa Tengah,Purse Seine,5,4,13,479
7202,Grouper,9.03,168.2,6/25/2023,Jawa Tengah,Purse Seine,10,2,14,97
7203,Pomfret,35.98,95.9,5/20/2023,Jawa Timur,Gill Net,2,4,10,368
7204,Trout,14.54,146.7,4/20/2023,Bali,Long Line,5,1,18,173
7205,Tuna,19.35,53.6,6/30/2023,Sulawesi Selatan,Trap,1,1,11,164
7206,Pomfret,27.52,24.7,12/25/2023,Jawa Timur,Hand Line,3,1,20,261
7207,Sea Bass,12.98,197.3,12/8/2023,Sulawesi Selatan,Trawling,8,5,12,103
7208,Grouper,5.85,168.5,12/30/2023,Sulawesi Selatan,Purse Seine,9,1,8,100
7209,Flounder,27.37,50,7/4/2023,Jawa Barat,Purse Seine,5,1,20,349
7210,Amberjack,43.21,70.6,12/26/2023,Jawa Barat,Long Line,2,1,14,213
7211,Halibut,6.04,16,10/13/2023,Jawa Tengah,Trawling,4,3,19,73
7212,Sole,7.48,156.2,3/13/2023,Jawa Timur,Hand Line,10,2,14,146
7213,Halibut,30.75,51.4,10/2/2023,Sulawesi Selatan,Gill Net,8,1,8,488
7214,Cod,11.95,96.2,8/9/2023,Bali,Purse Seine,7,2,12,466
7215,Halibut,14.99,104.5,2/21/2023,Jawa Barat,Hand Line,8,4,4,264
7216,Snapper,33.5,139,8/5/2023,Papua,Trawling,10,4,10,179
7217,Sea Bass,22.36,86,11/19/2023,Lampung,Trap,3,5,4,454
7218,Amberjack,46.26,70.6,7/22/2023,Sulawesi Selatan,Purse Seine,3,5,11,4
7219,Salmon,32.91,46.3,8/23/2023,Jawa Tengah,Gill Net,2,1,12,46
7220,Sea Bass,12.17,160,8/6/2023,Sulawesi Selatan,Long Line,8,2,3,122
7221,Sea Bass,41.91,33.6,4/8/2023,Lampung,Trawling,8,5,6,67
7222,Halibut,9.18,61.5,6/10/2023,Lampung,Hand Line,3,5,15,370
7223,Sea Bass,25.74,76.9,5/15/2023,Maluku,Trap,9,2,1,372
7224,Yellowtail,37.43,121.8,2/12/2023,Jawa Barat,Hand Line,6,5,11,112
7225,Mackerel,5.99,159.4,4/25/2023,Maluku,Gill Net,6,1,7,171
7226,Sea Bass,39.85,75,2/13/2023,Bali,Long Line,10,5,3,363
7227,Barramundi,10.8,50.8,5/24/2023,Sumatera Utara,Long Line,6,4,19,440
7228,Carp,29.81,168.5,6/25/2023,Sulawesi Selatan,Gill Net,4,1,20,228
7229,King Fish,34.87,79.3,2/14/2023,Jawa Timur,Trap,4,1,12,268
7230,Cod,40.33,89.6,4/4/2023,Bali,Trawling,9,1,20,167
7231,King Fish,43.16,35.4,4/5/2023,Jawa Timur,Gill Net,8,1,14,356
7232,Trout,36.6,119.8,2/15/2023,Jawa Tengah,Trawling,6,3,14,286
7233,Yellowtail,35.19,68.9,12/30/2023,Jawa Barat,Hand Line,3,2,4,348
7234,Salmon,44.7,175,7/29/2023,Jawa Barat,Long Line,5,3,1,208
7235,Sardine,45.66,76.2,7/4/2023,Jawa Barat,Gill Net,4,3,2,187
7236,Sole,43.83,199.2,4/24/2023,Jawa Tengah,Gill Net,7,1,1,44
7237,Cod,9.76,126.9,12/1/2023,Bali,Trap,4,4,7,102
7238,Flounder,8.82,101.1,9/22/2023,Sumatera Utara,Long Line,8,2,12,293
7239,Anchovy,46.95,92.1,11/11/2023,Sumatera Utara,Gill Net,5,1,14,207
7240,Yellowtail,5.18,165.4,12/31/2023,Lampung,Gill Net,8,2,3,278
7241,Swordfish,30.16,70.7,1/18/2023,Sulawesi Selatan,Trap,7,4,20,175
7242,Anchovy,6.2,130.1,10/26/2023,Bali,Purse Seine,9,3,11,309
7243,Trout,35.02,167.5,6/6/2023,Jawa Barat,Trap,2,4,12,189
7244,Sea Bass,41.55,45.9,6/3/2023,Maluku,Purse Seine,5,2,13,181
7245,Swordfish,29.75,132.3,6/23/2023,Bali,Purse Seine,10,3,3,286
7246,Anchovy,36.82,199.2,6/1/2023,Sumatera Utara,Purse Seine,5,1,19,359
7247,Mackerel,43.26,199.5,1/5/2023,Papua,Hand Line,1,1,5,194
7248,Snapper,39.93,42.3,4/4/2023,Sulawesi Selatan,Trap,7,3,10,481
7249,Trout,40.31,34,7/12/2023,Papua,Trawling,6,3,5,419
7250,Swordfish,23.67,124.2,3/17/2023,Lampung,Trawling,7,1,17,442
7251,Anchovy,17.92,18.5,8/27/2023,Bali,Purse Seine,5,2,17,160
7252,Catfish,5.58,16.4,5/14/2023,Sulawesi Selatan,Long Line,1,3,11,462
7253,Halibut,20.69,17.6,6/21/2023,Bali,Hand Line,1,5,17,81
7254,Trout,19.94,73.5,2/12/2023,Jawa Timur,Trap,4,1,19,485
7255,Pomfret,40.5,154.8,2/3/2023,Jawa Timur,Long Line,9,4,16,224
7256,Anchovy,35.94,91.4,10/8/2023,Sumatera Utara,Trap,10,4,11,420
7257,Sea Bass,33.9,134.8,6/17/2023,Jawa Timur,Long Line,2,2,12,457
7258,Amberjack,49.54,167.8,5/11/2023,Jawa Tengah,Trawling,4,2,6,35
7259,Herring,34.73,57.6,7/7/2023,Sumatera Utara,Trawling,6,3,8,488
7260,Swordfish,42.4,17.3,3/2/2023,Jawa Timur,Long Line,7,2,5,391
7261,Sole,31.11,137.6,9/26/2023,Sumatera Utara,Purse Seine,9,3,10,449
7262,Mackerel,29.49,160.9,12/25/2023,Sulawesi Selatan,Hand Line,1,1,16,115
7263,Carp,11.66,86.3,10/21/2023,Bali,Purse Seine,1,1,17,19
7264,Tuna,29.82,120,8/8/2023,Lampung,Purse Seine,7,5,9,271
7265,Halibut,47.68,166.8,4/19/2023,Sumatera Utara,Long Line,7,1,12,78
7266,Flounder,4.67,92.4,12/20/2023,Sulawesi Selatan,Purse Seine,1,3,6,402
7267,Herring,5.31,27.4,8/17/2023,Sumatera Utara,Purse Seine,1,1,12,194
7268,Halibut,36.39,38.4,2/5/2023,Jawa Barat,Trap,4,1,14,394
7269,Amberjack,20.05,39.6,11/3/2023,Papua,Purse Seine,5,3,9,197
7270,Mackerel,33.56,117.6,6/23/2023,Bali,Trawling,2,5,19,453
7271,Sardine,36.47,65.2,1/3/2023,Kalimantan Selatan,Gill Net,7,5,19,60
7272,Cod,21.79,118.1,5/14/2023,Jawa Tengah,Trap,8,2,10,42
7273,Grouper,17.42,18,6/7/2023,Jawa Tengah,Long Line,6,5,5,244
7274,Sole,8.76,110.9,6/12/2023,Kalimantan Selatan,Purse Seine,3,5,17,75
7275,Sole,46.85,100.4,6/16/2023,Papua,Hand Line,2,4,2,319
7276,Snapper,21.05,151.1,9/1/2023,Kalimantan Selatan,Trawling,10,1,9,358
7277,Herring,37.46,74.6,4/6/2023,Jawa Tengah,Long Line,3,1,7,35
7278,Catfish,30.68,26.7,2/17/2023,Jawa Tengah,Gill Net,1,1,3,227
7279,King Fish,8.82,56,10/20/2023,Bali,Hand Line,7,2,13,478
7280,Snapper,22.94,114.4,12/16/2023,Kalimantan Selatan,Gill Net,1,1,13,49
7281,Herring,14.29,22.2,10/6/2023,Lampung,Trawling,8,1,16,478
7282,Sea Bass,35.53,109.6,6/24/2023,Sulawesi Selatan,Trap,1,2,15,296
7283,Sea Bass,3.01,74.9,11/19/2023,Kalimantan Selatan,Gill Net,9,4,13,220
7284,Halibut,0.91,59.7,6/15/2023,Lampung,Gill Net,9,4,18,292
7285,Snapper,30.9,103.2,5/5/2023,Maluku,Purse Seine,3,4,9,432
7286,Anchovy,15.7,21.4,12/25/2023,Maluku,Purse Seine,1,1,10,290
7287,Trout,3.86,142.4,11/5/2023,Jawa Timur,Purse Seine,9,2,6,75
7288,Halibut,13.64,129.2,9/5/2023,Papua,Hand Line,9,5,11,415
7289,Tuna,22.07,73,3/31/2023,Jawa Barat,Trawling,5,1,9,386
7290,Sardine,27.14,71.9,10/3/2023,Kalimantan Selatan,Long Line,9,1,5,44
7291,Mahi-mahi,49.33,17.6,3/1/2023,Maluku,Hand Line,1,3,10,24
7292,Halibut,16.12,194,10/6/2023,Papua,Hand Line,4,5,13,65
7293,Halibut,28.19,161,7/27/2023,Lampung,Gill Net,10,4,7,152
7294,Swordfish,1.4,89.3,6/15/2023,Kalimantan Selatan,Purse Seine,7,2,14,393
7295,King Fish,23.58,107.9,5/30/2023,Jawa Tengah,Hand Line,6,3,8,440
7296,King Fish,20.92,174.2,9/19/2023,Sumatera Utara,Gill Net,7,4,20,55
7297,Halibut,6.63,190.5,1/6/2023,Jawa Timur,Trawling,8,5,13,203
7298,Herring,12.99,171.8,10/25/2023,Lampung,Purse Seine,7,3,19,299
7299,Swordfish,15,144.5,11/26/2023,Jawa Barat,Trawling,7,3,9,241
7300,Pomfret,20.9,57.9,5/6/2023,Bali,Trap,8,1,9,23
7301,Salmon,13,88.2,9/29/2023,Kalimantan Selatan,Trawling,1,4,20,50
7302,Amberjack,32.07,91.6,10/23/2023,Jawa Tengah,Long Line,10,1,1,321
7303,Carp,33.65,61.5,5/7/2023,Papua,Hand Line,8,3,3,413
7304,Catfish,40.23,119.7,7/10/2023,Jawa Timur,Hand Line,6,2,1,13
7305,Catfish,16.79,96.6,5/31/2023,Jawa Timur,Hand Line,8,1,15,412
7306,Flounder,45.83,66.2,1/12/2023,Sumatera Utara,Long Line,6,5,7,56
7307,Sea Bass,8.66,117.3,3/8/2023,Maluku,Trawling,4,4,15,436
7308,Barramundi,25.65,138,9/4/2023,Jawa Barat,Gill Net,4,1,18,366
7309,Snapper,28.96,22.9,5/28/2023,Sumatera Utara,Purse Seine,8,3,12,304
7310,Tuna,17.83,74,1/21/2023,Jawa Barat,Hand Line,8,5,9,408
7311,Snapper,24.12,133,9/18/2023,Jawa Timur,Purse Seine,2,3,13,311
7312,Herring,9.28,21.1,7/14/2023,Jawa Barat,Long Line,1,3,9,466
7313,Cod,10.16,59.3,10/4/2023,Sulawesi Selatan,Trap,1,5,3,496
7314,Anchovy,17.18,162.4,10/28/2023,Sulawesi Selatan,Trap,10,2,13,211
7315,Flounder,45.37,128.8,1/8/2023,Papua,Long Line,1,5,4,374
7316,Salmon,15.62,92.6,1/16/2023,Jawa Tengah,Trawling,6,3,19,344
7317,King Fish,34.82,25.4,11/21/2023,Sumatera Utara,Gill Net,2,4,16,274
7318,Trout,49.32,83.3,9/22/2023,Jawa Tengah,Hand Line,7,5,13,163
7319,Trout,10.38,188.2,9/27/2023,Bali,Purse Seine,5,2,17,398
7320,Barramundi,8.58,62.8,6/7/2023,Papua,Gill Net,7,5,15,280
7321,Herring,31.35,111.2,8/30/2023,Papua,Trawling,4,4,16,333
7322,Anchovy,45.16,153.3,8/23/2023,Sumatera Utara,Trawling,4,5,3,19
7323,Swordfish,6.27,142.3,10/10/2023,Lampung,Trap,10,2,20,319
7324,Herring,23.4,107.1,10/11/2023,Jawa Timur,Hand Line,8,1,9,115
7325,Barramundi,26.15,174.7,8/13/2023,Sulawesi Selatan,Purse Seine,4,2,20,127
7326,Amberjack,4.33,94.7,8/7/2023,Jawa Barat,Hand Line,7,1,8,473
7327,Sole,14.09,91.5,11/27/2023,Kalimantan Selatan,Gill Net,4,3,12,341
7328,Snapper,17.8,81.2,7/14/2023,Maluku,Hand Line,1,4,11,353
7329,Mahi-mahi,37.49,72.9,5/28/2023,Jawa Timur,Purse Seine,6,2,5,302
7330,Snapper,29.9,183.8,6/21/2023,Jawa Tengah,Trawling,7,2,8,302
7331,Grouper,39.08,56.2,2/13/2023,Sumatera Utara,Purse Seine,10,5,4,109
7332,Barramundi,20.05,127.1,7/11/2023,Sulawesi Selatan,Gill Net,6,5,3,345
7333,Herring,11.38,85.2,2/21/2023,Sulawesi Selatan,Hand Line,5,1,11,309
7334,King Fish,46.43,162.7,1/16/2023,Jawa Barat,Hand Line,10,5,4,89
7335,Flounder,28.11,78.7,1/5/2023,Jawa Barat,Long Line,6,2,5,462
7336,Salmon,8.82,20,7/29/2023,Jawa Tengah,Gill Net,9,2,8,376
7337,Mackerel,32.03,174.7,10/14/2023,Papua,Trawling,4,5,11,233
7338,Anchovy,42.14,31.1,2/22/2023,Kalimantan Selatan,Long Line,2,4,11,192
7339,Swordfish,0.72,34,5/2/2023,Jawa Barat,Purse Seine,6,2,3,367
7340,Sardine,30.64,59.5,12/9/2023,Papua,Trawling,6,4,14,212
7341,Cod,45.15,118,10/19/2023,Papua,Trawling,8,2,11,55
7342,Carp,0.53,95.8,6/26/2023,Kalimantan Selatan,Hand Line,4,2,6,138
7343,Tilapia,10.05,21.6,6/27/2023,Jawa Barat,Long Line,1,5,20,145
7344,Pomfret,5.51,89.9,2/22/2023,Maluku,Purse Seine,7,1,14,121
7345,Sardine,9.6,30.9,3/6/2023,Sulawesi Selatan,Gill Net,2,2,14,181
7346,Yellowtail,36.6,25.2,4/9/2023,Maluku,Trap,7,4,17,354
7347,Flounder,34.75,196.6,3/5/2023,Jawa Timur,Gill Net,2,4,17,472
7348,Carp,37.58,69.7,5/8/2023,Kalimantan Selatan,Trap,5,4,16,17
7349,Herring,2.13,168.4,5/2/2023,Maluku,Trap,1,4,2,232
7350,Halibut,0.99,128.3,5/22/2023,Maluku,Gill Net,1,1,1,291
7351,Trout,1.17,123.1,12/4/2023,Kalimantan Selatan,Trap,1,2,18,346
7352,Herring,38.19,107,1/11/2023,Lampung,Long Line,2,3,1,73
7353,Carp,10.48,193.2,10/2/2023,Papua,Trap,9,2,4,327
7354,Snapper,29.22,92.6,8/1/2023,Sulawesi Selatan,Purse Seine,5,3,3,383
7355,Amberjack,15.62,142.3,8/28/2023,Sulawesi Selatan,Trap,9,1,7,287
7356,Amberjack,17.64,40.5,7/4/2023,Sumatera Utara,Long Line,8,4,8,122
7357,Pomfret,6.31,80.2,8/22/2023,Jawa Barat,Trap,2,3,12,143
7358,Sardine,25.57,196,10/18/2023,Jawa Tengah,Purse Seine,1,2,7,259
7359,Mahi-mahi,47.38,183.4,2/9/2023,Jawa Barat,Gill Net,7,4,12,176
7360,Barramundi,33.06,56.7,2/4/2023,Maluku,Purse Seine,4,4,17,363
7361,Tuna,20.91,124.4,3/5/2023,Sumatera Utara,Long Line,7,2,17,9
7362,Swordfish,32.67,44.5,8/5/2023,Bali,Long Line,7,5,10,71
7363,Yellowtail,47.01,84.8,8/18/2023,Sulawesi Selatan,Trawling,8,5,15,16
7364,Mackerel,44.31,26.7,9/7/2023,Jawa Barat,Hand Line,7,5,16,377
7365,Pomfret,49.26,125.9,11/14/2023,Sulawesi Selatan,Trap,5,1,5,81
7366,Mackerel,35.6,88.9,10/15/2023,Jawa Tengah,Gill Net,8,4,5,161
7367,Carp,27.42,100.5,4/24/2023,Maluku,Trap,10,4,9,205
7368,Anchovy,19.77,175.6,5/11/2023,Jawa Timur,Long Line,3,5,20,30
7369,Amberjack,23.32,110.5,1/17/2023,Jawa Timur,Trap,7,3,15,151
7370,Trout,4.25,80.3,8/21/2023,Sulawesi Selatan,Purse Seine,1,2,7,427
7371,Flounder,6.54,55.9,7/9/2023,Lampung,Trap,8,1,10,485
7372,Sea Bass,21.27,173.6,3/10/2023,Kalimantan Selatan,Trawling,5,2,19,4
7373,Catfish,19.91,64.2,2/20/2023,Jawa Tengah,Trap,6,4,12,451
7374,Amberjack,11.99,37.5,1/30/2023,Jawa Timur,Trawling,2,3,5,163
7375,Mahi-mahi,31.16,162.8,9/24/2023,Bali,Hand Line,9,3,2,399
7376,Catfish,13.22,117.4,8/9/2023,Jawa Tengah,Trap,5,5,11,394
7377,Flounder,7.86,192,6/28/2023,Jawa Tengah,Trawling,9,1,12,481
7378,Sardine,15.13,169,9/8/2023,Jawa Tengah,Long Line,1,1,15,319
7379,Snapper,48.29,181.7,2/20/2023,Maluku,Gill Net,1,3,10,157
7380,Salmon,3.92,28.9,3/7/2023,Jawa Tengah,Trawling,7,1,18,252
7381,Swordfish,36.32,77.1,10/10/2023,Bali,Hand Line,9,5,19,453
7382,Yellowtail,16.42,74,7/15/2023,Lampung,Trawling,8,3,19,474
7383,Mahi-mahi,33.91,188.7,12/13/2023,Papua,Trap,5,4,6,281
7384,Halibut,27.84,28.9,10/31/2023,Jawa Barat,Hand Line,7,3,13,206
7385,Tilapia,4.17,165,4/24/2023,Papua,Hand Line,6,5,15,359
7386,Tilapia,11.19,45,3/4/2023,Jawa Timur,Long Line,4,5,8,474
7387,Anchovy,10.63,155,10/5/2023,Papua,Trap,3,1,6,40
7388,Catfish,17.88,96.1,4/23/2023,Papua,Purse Seine,2,1,7,213
7389,Cod,47.12,27,3/21/2023,Sulawesi Selatan,Gill Net,5,5,11,442
7390,Salmon,11.6,182.4,9/20/2023,Lampung,Hand Line,9,1,12,497
7391,Trout,2.54,81.2,7/27/2023,Bali,Trap,10,3,20,215
7392,Pomfret,42.54,119.5,4/9/2023,Jawa Timur,Gill Net,6,4,1,402
7393,Mahi-mahi,48.65,177.8,3/25/2023,Maluku,Trawling,9,5,11,320
7394,Trout,39.78,47.5,10/13/2023,Sulawesi Selatan,Gill Net,1,2,10,22
7395,Trout,22.83,174.2,7/18/2023,Kalimantan Selatan,Gill Net,5,1,13,128
7396,Trout,4.39,72,4/12/2023,Jawa Tengah,Trawling,8,4,9,52
7397,Barramundi,8.08,127.4,11/18/2023,Jawa Timur,Gill Net,2,4,4,55
7398,Trout,35.98,83,4/2/2023,Bali,Trap,5,4,5,301
7399,Salmon,18.23,173,3/14/2023,Maluku,Trawling,3,5,20,458
7400,Barramundi,15.38,24.3,5/23/2023,Jawa Tengah,Trap,10,1,20,45
7401,Salmon,48.36,143.8,10/9/2023,Sulawesi Selatan,Purse Seine,7,4,9,331
7402,King Fish,45.02,75,3/22/2023,Jawa Timur,Purse Seine,7,4,18,163
7403,Barramundi,48.93,115.1,1/30/2023,Jawa Timur,Trap,9,3,18,80
7404,Cod,13.11,81.2,2/2/2023,Kalimantan Selatan,Trawling,3,1,13,354
7405,Sea Bass,43.37,148.6,7/24/2023,Kalimantan Selatan,Hand Line,3,3,13,302
7406,Mahi-mahi,7.34,109,8/19/2023,Sumatera Utara,Trawling,7,5,1,377
7407,Swordfish,30.82,47.8,7/11/2023,Papua,Trap,10,4,8,47
7408,Snapper,39.75,125.4,3/3/2023,Papua,Trap,10,2,6,19
7409,Amberjack,9.17,69.7,6/21/2023,Sumatera Utara,Long Line,3,4,3,42
7410,Tuna,41.54,16.3,10/10/2023,Bali,Hand Line,2,1,8,194
7411,Sole,10.82,73.9,9/28/2023,Bali,Long Line,9,2,14,365
7412,Sea Bass,22.16,55.4,12/29/2023,Kalimantan Selatan,Trap,6,5,16,465
7413,Tilapia,16.24,58.2,12/30/2023,Maluku,Gill Net,6,2,5,191
7414,Sole,43.23,99.7,2/28/2023,Sulawesi Selatan,Gill Net,2,3,1,167
7415,Mackerel,47.95,126.2,12/13/2023,Kalimantan Selatan,Long Line,7,3,6,190
7416,Anchovy,34.8,19.8,8/1/2023,Lampung,Trawling,8,4,16,351
7417,Flounder,13.79,24.7,4/11/2023,Lampung,Trap,7,4,18,415
7418,Herring,6.43,176.4,2/21/2023,Papua,Purse Seine,9,1,15,391
7419,Mackerel,37.67,31,8/14/2023,Bali,Trap,7,4,11,265
7420,Sea Bass,32.71,174.8,5/4/2023,Sumatera Utara,Trawling,1,3,9,482
7421,Yellowtail,23.53,121.7,10/19/2023,Jawa Tengah,Gill Net,5,3,4,326
7422,Snapper,4.39,61,2/10/2023,Bali,Hand Line,4,4,1,48
7423,Grouper,28.17,27.6,1/6/2023,Jawa Timur,Purse Seine,6,3,15,134
7424,Halibut,32.91,172.2,8/13/2023,Lampung,Purse Seine,2,4,14,151
7425,Sole,40.98,131.5,3/29/2023,Sulawesi Selatan,Hand Line,7,3,16,305
7426,King Fish,34.72,50.5,9/17/2023,Jawa Tengah,Trawling,2,1,18,468
7427,Salmon,18.52,154.6,11/10/2023,Lampung,Purse Seine,6,1,18,80
7428,Mahi-mahi,10.58,139.6,6/6/2023,Sulawesi Selatan,Trap,10,4,3,108
7429,King Fish,42.07,73.3,4/12/2023,Jawa Timur,Gill Net,10,5,7,162
7430,Trout,43.15,94.1,5/17/2023,Kalimantan Selatan,Purse Seine,7,2,6,175
7431,Herring,14.63,141.8,1/30/2023,Jawa Tengah,Purse Seine,8,5,5,190
7432,Salmon,3.72,16.6,3/30/2023,Papua,Gill Net,1,5,10,259
7433,Mahi-mahi,33.11,81.2,2/15/2023,Jawa Tengah,Long Line,8,1,2,478
7434,Sea Bass,2.76,144.6,12/12/2023,Jawa Tengah,Trawling,3,3,11,172
7435,Mahi-mahi,34.45,139.9,11/11/2023,Kalimantan Selatan,Trawling,5,1,9,491
7436,Amberjack,25.4,178.4,10/5/2023,Jawa Tengah,Trawling,7,4,13,120
7437,Carp,24.56,96.2,7/6/2023,Lampung,Trawling,9,5,10,42
7438,Sardine,5.12,122.6,12/15/2023,Kalimantan Selatan,Hand Line,10,1,13,463
7439,Amberjack,13.46,181.2,3/20/2023,Jawa Timur,Gill Net,3,3,4,393
7440,Mackerel,42.58,74.2,5/25/2023,Jawa Tengah,Purse Seine,7,2,10,170
7441,Grouper,3.53,169.6,9/22/2023,Sumatera Utara,Long Line,8,4,3,57
7442,Flounder,37.76,195.8,11/24/2023,Sulawesi Selatan,Trap,7,1,8,51
7443,Swordfish,43.19,151.2,10/4/2023,Sulawesi Selatan,Gill Net,2,1,15,164
7444,Yellowtail,15.56,37.3,10/26/2023,Sumatera Utara,Hand Line,2,4,2,27
7445,Flounder,33.45,198.3,1/23/2023,Maluku,Trap,10,1,9,375
7446,Cod,42.57,147.4,6/14/2023,Jawa Timur,Purse Seine,5,2,20,245
7447,Mahi-mahi,1.4,65.4,11/30/2023,Jawa Timur,Hand Line,8,4,13,200
7448,Sole,11.57,62.6,2/7/2023,Lampung,Hand Line,6,3,19,164
7449,Sardine,21.52,186.5,7/28/2023,Maluku,Purse Seine,4,3,3,242
7450,King Fish,7.1,130.9,2/2/2023,Lampung,Purse Seine,4,5,6,120
7451,Barramundi,28.59,20.3,6/14/2023,Jawa Barat,Trap,4,2,9,416
7452,Amberjack,2.2,100.4,4/13/2023,Lampung,Gill Net,7,1,2,96
7453,Flounder,48.23,147.1,1/24/2023,Maluku,Long Line,6,2,7,421
7454,Salmon,20.03,42.6,10/17/2023,Bali,Trap,9,2,13,467
7455,Anchovy,32.84,16.9,10/27/2023,Bali,Gill Net,7,2,3,130
7456,Tilapia,13.21,125,8/25/2023,Kalimantan Selatan,Trap,4,1,11,327
7457,Sardine,25.47,119.7,6/23/2023,Bali,Hand Line,9,4,8,256
7458,Amberjack,13.02,151.9,10/12/2023,Jawa Barat,Trap,7,5,5,288
7459,Sea Bass,1.33,55.6,7/11/2023,Maluku,Trawling,6,5,19,287
7460,Mackerel,47.69,199.4,10/12/2023,Sulawesi Selatan,Gill Net,8,5,18,457
7461,Carp,48.56,151.3,6/5/2023,Kalimantan Selatan,Trawling,2,1,16,420
7462,Catfish,1.69,148.4,11/10/2023,Sulawesi Selatan,Hand Line,1,4,1,279
7463,Tuna,13.29,101.5,10/27/2023,Kalimantan Selatan,Long Line,1,1,17,402
7464,Sea Bass,10.44,95.1,7/3/2023,Jawa Timur,Gill Net,5,4,11,387
7465,Snapper,21.17,31.9,2/20/2023,Papua,Long Line,5,3,3,197
7466,Anchovy,1.03,40.7,10/16/2023,Kalimantan Selatan,Long Line,8,5,6,10
7467,Halibut,13.38,73,3/1/2023,Jawa Tengah,Long Line,8,1,9,61
7468,Tuna,45.9,181.8,8/8/2023,Papua,Gill Net,9,2,11,333
7469,Pomfret,26.31,121.9,12/18/2023,Sumatera Utara,Trap,9,4,12,121
7470,Catfish,30.84,101,5/1/2023,Jawa Tengah,Hand Line,7,3,17,256
7471,Tilapia,11.39,114.7,6/27/2023,Papua,Gill Net,7,2,18,282
7472,Mahi-mahi,46.3,115,9/7/2023,Sumatera Utara,Purse Seine,6,3,12,206
7473,Trout,8.28,178.7,6/30/2023,Bali,Long Line,9,4,12,471
7474,Mahi-mahi,6.13,131.8,2/22/2023,Lampung,Long Line,5,3,11,351
