market_name,fish_type,date,price_per_kg,supply_kg,demand_level
Pasar Paotere,Barramundi,2023-02-19,106561,436,High
Pasar Paotere,Barramundi,2023-02-26,156782,1080,Low
Pasar Paotere,Barramundi,2023-03-05,168477,963,Medium
Pasar Paotere,Barramundi,2023-03-12,133633,1451,Low
Pasar Paotere,Barramundi,2023-03-19,106250,1044,Low
Pasar Paotere,Barramundi,2023-03-26,229729,282,Medium
Pasar Paotere,Barramundi,2023-04-02,217834,1077,Medium
Pasar Paotere,Barramundi,2023-04-09,217176,599,High
Pasar Paotere,Barramundi,2023-04-16,110301,1774,Medium
Pasar Paotere,Barramundi,2023-04-23,145347,1319,Low
Pasar Paotere,Barramundi,2023-04-30,198928,924,High
Pasar Paotere,Barramundi,2023-05-07,200259,717,High
Pasar Paotere,Barramundi,2023-05-14,154459,703,High
Pasar Paotere,Barramundi,2023-05-21,218282,499,High
Pasar Paotere,Barramundi,2023-05-28,59129,1747,Medium
Pasar Paotere,Barramundi,2023-06-04,191591,1225,Medium
Pasar Paotere,Barramundi,2023-06-11,41291,1153,Low
Pasar Paotere,Barramundi,2023-06-18,79226,983,Low
Pasar Paotere,Barramundi,2023-06-25,137691,1680,High
Pasar Paotere,Barramundi,2023-07-02,148338,876,Low
Pasar Paotere,Barramundi,2023-07-09,178344,1321,Medium
Pasar Paotere,Barramundi,2023-07-16,45564,1158,Medium
Pasar Paotere,Barramundi,2023-07-23,63297,1249,High
Pasar Paotere,Barramundi,2023-07-30,55851,419,High
Pasar Paotere,Barramundi,2023-08-06,32866,1852,High
Pasar Paotere,Barramundi,2023-08-13,179247,692,Medium
Pasar Paotere,Barramundi,2023-08-20,111439,1340,High
Pasar Paotere,Barramundi,2023-08-27,219934,512,Low
Pasar Paotere,Barramundi,2023-09-03,57114,440,High
Pasar Paotere,Barramundi,2023-09-10,93630,1918,Medium
Pasar Paotere,Barramundi,2023-09-17,123793,935,Low
Pasar Paotere,Barramundi,2023-09-24,244906,1148,High
Pasar Paotere,Barramundi,2023-10-01,52174,488,High
Pasar Paotere,Barramundi,2023-10-08,189649,266,High
Pasar Paotere,Barramundi,2023-10-15,65586,1748,High
Pasar Paotere,Barramundi,2023-10-22,193863,1021,Low
Pasar Paotere,Barramundi,2023-10-29,239977,1391,Medium
Pasar Paotere,Barramundi,2023-11-05,137045,100,Medium
Pasar Paotere,Barramundi,2023-11-12,219572,1631,Low
Pasar Paotere,Barramundi,2023-11-19,159919,1049,Medium
Pasar Paotere,Barramundi,2023-11-26,170564,713,Medium
Pasar Paotere,Barramundi,2023-12-03,53390,1940,Low
Pasar Paotere,Barramundi,2023-12-10,123860,1212,Medium
Pasar Paotere,Barramundi,2023-12-17,200235,141,Low
Pasar Paotere,Barramundi,2023-12-24,199265,304,High
Pasar Paotere,Barramundi,2023-12-31,30201,168,Low
Pasar Paotere,Cod,2023-01-01,244899,1583,Low
Pasar Paotere,Cod,2023-01-08,37437,823,Medium
Pasar Paotere,Cod,2023-01-15,226069,1346,Medium
Pasar Paotere,Cod,2023-01-22,182690,639,High
Pasar Paotere,Cod,2023-01-29,141952,146,Medium
Pasar Paotere,Cod,2023-02-05,241091,1701,Medium
Pasar Paotere,Cod,2023-02-12,187205,318,Low
Pasar Paotere,Cod,2023-02-19,227730,1234,Medium
Pasar Paotere,Cod,2023-02-26,93290,935,Low
Pasar Paotere,Cod,2023-03-05,136797,952,Low
Pasar Paotere,Cod,2023-03-12,237867,1627,Low
Pasar Paotere,Cod,2023-03-19,186294,479,High
Pasar Paotere,Cod,2023-03-26,146157,834,Medium
Pasar Paotere,Cod,2023-04-02,44904,1522,Low
Pasar Paotere,Cod,2023-04-09,183824,1174,High
Pasar Paotere,Cod,2023-04-16,38628,1958,Low
Pasar Paotere,Cod,2023-04-23,119455,1853,High
Pasar Paotere,Cod,2023-04-30,170920,1108,Medium
Pasar Paotere,Cod,2023-05-07,58219,485,Medium
Pasar Paotere,Cod,2023-05-14,39431,851,Low
Pasar Paotere,Cod,2023-05-21,50357,1291,Low
Pasar Paotere,Cod,2023-05-28,87541,716,Low
Pasar Paotere,Cod,2023-06-04,146136,594,Medium
Pasar Paotere,Cod,2023-06-11,172192,1431,High
Pasar Paotere,Cod,2023-06-18,221070,659,Low
Pasar Paotere,Cod,2023-06-25,202395,1110,Low
Pasar Paotere,Cod,2023-07-02,35720,1304,High
Pasar Paotere,Cod,2023-07-09,59616,1715,Low
Pasar Paotere,Cod,2023-07-16,128334,571,Medium
Pasar Paotere,Cod,2023-07-23,143262,1653,Medium
Pasar Paotere,Cod,2023-07-30,244441,272,Low
Pasar Paotere,Cod,2023-08-06,128572,1157,Medium
Pasar Paotere,Cod,2023-08-13,59098,1046,Low
Pasar Paotere,Cod,2023-08-20,162873,1398,Low
Pasar Paotere,Cod,2023-08-27,211901,1311,Low
Pasar Paotere,Cod,2023-09-03,101360,1524,Low
Pasar Paotere,Cod,2023-09-10,84348,625,Medium
Pasar Paotere,Cod,2023-09-17,59287,1068,Low
Pasar Paotere,Cod,2023-09-24,162108,845,Low
Pasar Paotere,Cod,2023-10-01,77288,563,Low
Pasar Paotere,Cod,2023-10-08,175654,1510,High
Pasar Paotere,Cod,2023-10-15,146404,1641,Medium
Pasar Paotere,Cod,2023-10-22,214431,422,High
Pasar Paotere,Cod,2023-10-29,203520,1547,Low
Pasar Paotere,Cod,2023-11-05,237958,604,High
Pasar Paotere,Cod,2023-11-12,87447,1412,High
Pasar Paotere,Cod,2023-11-19,134071,1436,High
Pasar Paotere,Cod,2023-11-26,93632,1794,High
Pasar Paotere,Cod,2023-12-03,116143,743,High
Pasar Paotere,Cod,2023-12-10,67490,1939,Low
Pasar Paotere,Cod,2023-12-17,120709,1178,Medium
Pasar Paotere,Cod,2023-12-24,97562,542,High
Pasar Paotere,Cod,2023-12-31,211290,527,Medium
Pasar Paotere,Mahi-mahi,2023-01-01,121916,1552,Medium
Pasar Paotere,Mahi-mahi,2023-01-08,198603,1132,High
Pasar Paotere,Mahi-mahi,2023-01-15,171994,1195,Medium
Pasar Paotere,Mahi-mahi,2023-01-22,89573,453,High
Pasar Paotere,Mahi-mahi,2023-01-29,151439,232,High
Pasar Paotere,Mahi-mahi,2023-02-05,116334,1059,High
Pasar Paotere,Mahi-mahi,2023-02-12,47940,819,Medium
Pasar Paotere,Mahi-mahi,2023-02-19,193436,1450,Low
Pasar Paotere,Mahi-mahi,2023-02-26,98652,1123,Low
Pasar Paotere,Mahi-mahi,2023-03-05,155963,1990,Low
Pasar Paotere,Mahi-mahi,2023-03-12,220311,1090,High
Pasar Paotere,Mahi-mahi,2023-03-19,123959,1587,Medium
Pasar Paotere,Mahi-mahi,2023-03-26,158385,1649,High
Pasar Paotere,Mahi-mahi,2023-04-02,70314,230,Low
Pasar Paotere,Mahi-mahi,2023-04-09,97497,475,High
Pasar Paotere,Mahi-mahi,2023-04-16,194243,995,Medium
Pasar Paotere,Mahi-mahi,2023-04-23,69960,993,Low
Pasar Paotere,Mahi-mahi,2023-04-30,65139,1885,High
Pasar Paotere,Mahi-mahi,2023-05-07,123993,1488,High
Pasar Paotere,Mahi-mahi,2023-05-14,129517,273,Low
Pasar Paotere,Mahi-mahi,2023-05-21,144147,1689,Low
Pasar Paotere,Mahi-mahi,2023-05-28,138580,1353,Low
Pasar Paotere,Mahi-mahi,2023-06-04,89176,1452,High
Pasar Paotere,Mahi-mahi,2023-06-11,59139,1597,High
Pasar Paotere,Mahi-mahi,2023-06-18,182368,937,High
Pasar Paotere,Mahi-mahi,2023-06-25,93986,507,Medium
Pasar Paotere,Mahi-mahi,2023-07-02,94727,1222,Low
Pasar Paotere,Mahi-mahi,2023-07-09,143236,1317,Low
Pasar Paotere,Mahi-mahi,2023-07-16,98357,1865,High
Pasar Paotere,Mahi-mahi,2023-07-23,174300,1244,High
Pasar Paotere,Mahi-mahi,2023-07-30,228617,1911,Medium
Pasar Paotere,Mahi-mahi,2023-08-06,242001,1949,High
Pasar Paotere,Mahi-mahi,2023-08-13,205852,243,Low
Pasar Paotere,Mahi-mahi,2023-08-20,206422,734,High
Pasar Paotere,Mahi-mahi,2023-08-27,237809,622,Medium
Pasar Paotere,Mahi-mahi,2023-09-03,208233,1966,Low
Pasar Paotere,Mahi-mahi,2023-09-10,79645,1664,Medium
Pasar Paotere,Mahi-mahi,2023-09-17,157972,472,Medium
Pasar Paotere,Mahi-mahi,2023-09-24,216115,665,Medium
Pasar Paotere,Mahi-mahi,2023-10-01,154605,469,High
Pasar Paotere,Mahi-mahi,2023-10-08,153853,389,Medium
Pasar Paotere,Mahi-mahi,2023-10-15,52139,1484,Medium
Pasar Paotere,Mahi-mahi,2023-10-22,101326,639,Medium
Pasar Paotere,Mahi-mahi,2023-10-29,95649,1074,Medium
Pasar Paotere,Mahi-mahi,2023-11-05,118389,1591,High
Pasar Paotere,Mahi-mahi,2023-11-12,171004,530,Medium
Pasar Paotere,Mahi-mahi,2023-11-19,114547,1695,Medium
Pasar Paotere,Mahi-mahi,2023-11-26,144256,1609,Medium
Pasar Paotere,Mahi-mahi,2023-12-03,146218,293,High
Pasar Paotere,Mahi-mahi,2023-12-10,72025,688,Medium
Pasar Paotere,Mahi-mahi,2023-12-17,229500,1459,Medium
Pasar Paotere,Mahi-mahi,2023-12-24,71515,1053,Medium
Pasar Paotere,Mahi-mahi,2023-12-31,53743,1781,Low
Pasar Paotere,Swordfish,2023-01-01,152145,1431,High
Pasar Paotere,Swordfish,2023-01-08,55200,1972,High
Pasar Paotere,Swordfish,2023-01-15,155189,233,Low
Pasar Paotere,Swordfish,2023-01-22,245354,701,Low
Pasar Paotere,Swordfish,2023-01-29,70306,404,Medium
Pasar Paotere,Swordfish,2023-02-05,129027,153,Medium
Pasar Paotere,Swordfish,2023-02-12,163685,1298,Low
Pasar Paotere,Swordfish,2023-02-19,135866,461,Medium
Pasar Paotere,Swordfish,2023-02-26,88741,1027,Low
Pasar Paotere,Swordfish,2023-03-05,70191,816,Low
Pasar Paotere,Swordfish,2023-03-12,206101,1874,Low
Pasar Paotere,Swordfish,2023-03-19,244477,367,Low
Pasar Paotere,Swordfish,2023-03-26,109575,1944,High
Pasar Paotere,Swordfish,2023-04-02,230009,1735,High
Pasar Paotere,Swordfish,2023-04-09,175033,1701,Low
Pasar Paotere,Swordfish,2023-04-16,24934,1654,Low
Pasar Paotere,Swordfish,2023-04-23,66839,480,High
Pasar Paotere,Swordfish,2023-04-30,133877,1312,High
Pasar Paotere,Swordfish,2023-05-07,51452,1014,High
Pasar Paotere,Swordfish,2023-05-14,147267,1181,High
Pasar Paotere,Swordfish,2023-05-21,111722,1489,High
Pasar Paotere,Swordfish,2023-05-28,156670,898,High
Pasar Paotere,Swordfish,2023-06-04,40021,663,Medium
Pasar Paotere,Swordfish,2023-06-11,127617,1783,High
Pasar Paotere,Swordfish,2023-06-18,133010,981,Low
Pasar Paotere,Swordfish,2023-06-25,237929,1047,Low
Pasar Paotere,Swordfish,2023-07-02,227065,1610,Low
Pasar Paotere,Swordfish,2023-07-09,110503,1792,High
Pasar Paotere,Swordfish,2023-07-16,58408,649,Low
Pasar Paotere,Swordfish,2023-07-23,75831,1488,Medium
Pasar Paotere,Swordfish,2023-07-30,22273,1792,High
Pasar Paotere,Swordfish,2023-08-06,147932,1409,Low
Pasar Paotere,Swordfish,2023-08-13,250162,842,Low
Pasar Paotere,Swordfish,2023-08-20,116831,556,Medium
Pasar Paotere,Swordfish,2023-08-27,122304,992,Low
Pasar Paotere,Swordfish,2023-09-03,37147,373,Medium
Pasar Paotere,Swordfish,2023-09-10,70366,1971,High
Pasar Paotere,Swordfish,2023-09-17,110693,1130,Low
Pasar Paotere,Swordfish,2023-09-24,39985,819,Medium
Pasar Paotere,Swordfish,2023-10-01,54017,1623,High
Pasar Paotere,Swordfish,2023-10-08,217435,713,Medium
Pasar Paotere,Swordfish,2023-10-15,179714,136,High
Pasar Paotere,Swordfish,2023-10-22,203566,726,High
Pasar Paotere,Swordfish,2023-10-29,171077,1055,Low
Pasar Paotere,Swordfish,2023-11-05,131192,485,Medium
Pasar Paotere,Swordfish,2023-11-12,156325,1121,Low
Pasar Paotere,Swordfish,2023-11-19,166743,1330,High
Pasar Paotere,Swordfish,2023-11-26,178840,871,Medium
Pasar Paotere,Swordfish,2023-12-03,152709,1898,Low
Pasar Paotere,Swordfish,2023-12-10,73798,1449,High
Pasar Paotere,Swordfish,2023-12-17,130151,1748,High
Pasar Paotere,Swordfish,2023-12-24,197907,168,Medium
Pasar Paotere,Swordfish,2023-12-31,259587,586,High
Pasar Paotere,Halibut,2023-01-01,216354,1347,Low
Pasar Paotere,Halibut,2023-01-08,187371,439,High
Pasar Paotere,Halibut,2023-01-15,213345,1560,Medium
Pasar Paotere,Halibut,2023-01-22,124526,1738,Medium
Pasar Paotere,Halibut,2023-01-29,168542,243,Medium
Pasar Paotere,Halibut,2023-02-05,238582,1245,Low
Pasar Paotere,Halibut,2023-02-12,204448,1193,Medium
Pasar Paotere,Halibut,2023-02-19,194473,1992,Low
Pasar Paotere,Halibut,2023-02-26,132120,1067,Medium
Pasar Paotere,Halibut,2023-03-05,239401,1083,High
Pasar Paotere,Halibut,2023-03-12,159142,217,High
Pasar Paotere,Halibut,2023-03-19,148996,492,Medium
Pasar Paotere,Halibut,2023-03-26,163389,1712,High
Pasar Paotere,Halibut,2023-04-02,149852,1983,Medium
Pasar Paotere,Halibut,2023-04-09,29837,367,Low
Pasar Paotere,Halibut,2023-04-16,221628,973,High
Pasar Paotere,Halibut,2023-04-23,166072,365,High
Pasar Paotere,Halibut,2023-04-30,67120,1667,Low
Pasar Paotere,Halibut,2023-05-07,97859,1673,Medium
Pasar Paotere,Halibut,2023-05-14,202663,473,High
Pasar Paotere,Halibut,2023-05-21,55963,1627,High
Pasar Paotere,Halibut,2023-05-28,88814,708,High
Pasar Paotere,Halibut,2023-06-04,227964,1599,Low
Pasar Paotere,Halibut,2023-06-11,129808,1256,High
Pasar Paotere,Halibut,2023-06-18,150957,1410,Low
Pasar Paotere,Halibut,2023-06-25,36541,183,High
Pasar Paotere,Halibut,2023-07-02,167670,1181,Medium
Pasar Paotere,Halibut,2023-07-09,181514,768,Low
Pasar Paotere,Halibut,2023-07-16,201726,1913,High
Pasar Paotere,Halibut,2023-07-23,190014,199,Medium
Pasar Paotere,Halibut,2023-07-30,68269,1635,High
Pasar Paotere,Halibut,2023-08-06,50741,1294,Low
Pasar Paotere,Halibut,2023-08-13,77622,128,Low
Pasar Paotere,Halibut,2023-08-20,132552,1797,Medium
Pasar Paotere,Halibut,2023-08-27,183377,1947,Low
Pasar Paotere,Halibut,2023-09-03,129262,570,Medium
Pasar Paotere,Halibut,2023-09-10,70477,1280,Low
Pasar Paotere,Halibut,2023-09-17,134343,1087,Low
Pasar Paotere,Halibut,2023-09-24,156782,375,Medium
Pasar Paotere,Halibut,2023-10-01,222208,1287,Low
Pasar Paotere,Halibut,2023-10-08,58046,235,High
Pasar Paotere,Halibut,2023-10-15,192091,1466,Medium
Pasar Paotere,Halibut,2023-10-22,232876,1561,Medium
Pasar Paotere,Halibut,2023-10-29,150604,1818,High
Pasar Paotere,Halibut,2023-11-05,224003,632,High
Pasar Paotere,Halibut,2023-11-12,176337,826,High
Pasar Paotere,Halibut,2023-11-19,48603,689,High
Pasar Paotere,Halibut,2023-11-26,184695,1432,Medium
Pasar Paotere,Halibut,2023-12-03,162574,699,Medium
Pasar Paotere,Halibut,2023-12-10,51535,850,High
Pasar Paotere,Halibut,2023-12-17,214644,938,High
Pasar Paotere,Halibut,2023-12-24,168284,1565,Medium
Pasar Paotere,Halibut,2023-12-31,235229,1650,Medium
Pasar Paotere,Sea Bass,2023-01-01,226653,598,Low
Pasar Paotere,Sea Bass,2023-01-08,72877,1675,Low
Pasar Paotere,Sea Bass,2023-01-15,106442,1995,Low
Pasar Paotere,Sea Bass,2023-01-22,152197,1113,Medium
Pasar Paotere,Sea Bass,2023-01-29,186744,1138,High
Pasar Paotere,Sea Bass,2023-02-05,193960,662,Low
Pasar Paotere,Sea Bass,2023-02-12,26438,138,High
Pasar Paotere,Sea Bass,2023-02-19,192201,1398,High
Pasar Paotere,Sea Bass,2023-02-26,90716,335,Low
Pasar Paotere,Sea Bass,2023-03-05,162309,788,Low
Pasar Paotere,Sea Bass,2023-03-12,122693,1695,Low
Pasar Paotere,Sea Bass,2023-03-19,77092,1056,High
Pasar Paotere,Sea Bass,2023-03-26,48930,319,High
Pasar Paotere,Sea Bass,2023-04-02,113817,1575,Low
Pasar Paotere,Sea Bass,2023-04-09,134058,802,Low
Pasar Paotere,Sea Bass,2023-04-16,47754,1339,High
Pasar Paotere,Sea Bass,2023-04-23,90691,1155,Low
Pasar Paotere,Sea Bass,2023-04-30,94171,331,Low
Pasar Paotere,Sea Bass,2023-05-07,250688,1758,High
Pasar Paotere,Sea Bass,2023-05-14,170030,948,Medium
Pasar Paotere,Sea Bass,2023-05-21,190142,285,High
Pasar Paotere,Sea Bass,2023-05-28,221118,411,High
Pasar Paotere,Sea Bass,2023-06-04,211097,1520,High
Pasar Paotere,Sea Bass,2023-06-11,205093,831,Medium
Pasar Paotere,Sea Bass,2023-06-18,215576,1674,Low
Pasar Paotere,Sea Bass,2023-06-25,218770,1949,High
Pasar Paotere,Sea Bass,2023-07-02,196392,701,Medium
Pasar Paotere,Sea Bass,2023-07-09,254321,283,High
Pasar Paotere,Sea Bass,2023-07-16,181985,1204,Low
Pasar Paotere,Sea Bass,2023-07-23,94022,564,High
Pasar Paotere,Sea Bass,2023-07-30,248851,257,Medium
Pasar Paotere,Sea Bass,2023-08-06,236125,1681,Low
Pasar Paotere,Sea Bass,2023-08-13,120071,734,Medium
Pasar Paotere,Sea Bass,2023-08-20,65675,601,High
Pasar Paotere,Sea Bass,2023-08-27,86211,235,Medium
Pasar Paotere,Sea Bass,2023-09-03,168702,974,Medium
Pasar Paotere,Sea Bass,2023-09-10,56233,614,Medium
Pasar Paotere,Sea Bass,2023-09-17,45033,1133,Medium
Pasar Paotere,Sea Bass,2023-09-24,149970,101,High
Pasar Paotere,Sea Bass,2023-10-01,147670,601,High
Pasar Paotere,Sea Bass,2023-10-08,65680,237,Low
Pasar Paotere,Sea Bass,2023-10-15,256923,640,High
Pasar Paotere,Sea Bass,2023-10-22,166207,1790,High
Pasar Paotere,Sea Bass,2023-10-29,227237,813,Medium
Pasar Paotere,Sea Bass,2023-11-05,78228,1381,High
Pasar Paotere,Sea Bass,2023-11-12,259834,1665,High
Pasar Paotere,Sea Bass,2023-11-19,212273,1600,Low
Pasar Paotere,Sea Bass,2023-11-26,162221,1422,Low
Pasar Paotere,Sea Bass,2023-12-03,137670,971,Low
Pasar Paotere,Sea Bass,2023-12-10,111679,1674,Medium
Pasar Paotere,Sea Bass,2023-12-17,95979,712,Medium
Pasar Paotere,Sea Bass,2023-12-24,199187,1049,Medium
Pasar Paotere,Sea Bass,2023-12-31,154978,955,Low
TPI Lampulo,Tuna,2023-01-01,239705,864,Low
TPI Lampulo,Tuna,2023-01-08,183580,746,Low
TPI Lampulo,Tuna,2023-01-15,36302,882,Low
TPI Lampulo,Tuna,2023-01-22,66762,1183,Low
TPI Lampulo,Tuna,2023-01-29,76659,1940,Medium
TPI Lampulo,Tuna,2023-02-05,148530,410,Low
TPI Lampulo,Tuna,2023-02-12,50931,1414,High
TPI Lampulo,Tuna,2023-02-19,112069,1365,High
TPI Lampulo,Tuna,2023-02-26,112860,1141,Low
TPI Lampulo,Tuna,2023-03-05,240503,1736,Medium
TPI Lampulo,Tuna,2023-03-12,83895,1403,Low
TPI Lampulo,Tuna,2023-03-19,55887,1571,Low
TPI Lampulo,Tuna,2023-03-26,125218,155,Medium
TPI Lampulo,Tuna,2023-04-02,107273,168,High
TPI Lampulo,Tuna,2023-04-09,103844,1357,Low
TPI Lampulo,Tuna,2023-04-16,99640,509,Low
TPI Lampulo,Tuna,2023-04-23,64654,1521,High
TPI Lampulo,Tuna,2023-04-30,221860,697,High
TPI Lampulo,Tuna,2023-05-07,92254,661,Medium
TPI Lampulo,Tuna,2023-05-14,46982,195,Low
TPI Lampulo,Tuna,2023-05-21,122023,1230,Medium
TPI Lampulo,Tuna,2023-05-28,29780,1621,Medium
TPI Lampulo,Tuna,2023-06-04,106336,819,Medium
TPI Lampulo,Tuna,2023-06-11,80731,966,Medium
TPI Lampulo,Tuna,2023-06-18,221746,483,Medium
TPI Lampulo,Tuna,2023-06-25,155244,200,Low
TPI Lampulo,Tuna,2023-07-02,126597,926,Low
TPI Lampulo,Tuna,2023-07-09,188852,492,Medium
TPI Lampulo,Tuna,2023-07-16,191496,1634,Low
TPI Lampulo,Tuna,2023-07-23,138644,1818,Low
TPI Lampulo,Tuna,2023-07-30,197142,681,Low
TPI Lampulo,Tuna,2023-08-06,207425,232,High
TPI Lampulo,Tuna,2023-08-13,151117,1534,High
TPI Lampulo,Tuna,2023-08-20,59816,911,Medium
TPI Lampulo,Tuna,2023-08-27,112165,758,Medium
TPI Lampulo,Tuna,2023-09-03,228927,444,Low
TPI Lampulo,Tuna,2023-09-10,145683,1541,High
TPI Lampulo,Tuna,2023-09-17,114307,658,Low
TPI Lampulo,Tuna,2023-09-24,154367,1395,High
TPI Lampulo,Tuna,2023-10-01,136697,1161,Medium
TPI Lampulo,Tuna,2023-10-08,167739,1268,Low
TPI Lampulo,Tuna,2023-10-15,34267,1767,Low
TPI Lampulo,Tuna,2023-10-22,234490,321,Low
TPI Lampulo,Tuna,2023-10-29,54658,1202,Medium
TPI Lampulo,Tuna,2023-11-05,218933,767,High
TPI Lampulo,Tuna,2023-11-12,192218,1941,Medium
TPI Lampulo,Tuna,2023-11-19,139001,1690,Medium
TPI Lampulo,Tuna,2023-11-26,141046,1160,Medium
TPI Lampulo,Tuna,2023-12-03,72817,1716,Low
TPI Lampulo,Tuna,2023-12-10,197834,715,High
TPI Lampulo,Tuna,2023-12-17,166239,351,Low
TPI Lampulo,Tuna,2023-12-24,86619,106,Medium
TPI Lampulo,Tuna,2023-12-31,224807,337,Low
TPI Lampulo,Salmon,2023-01-01,194859,567,Low
TPI Lampulo,Salmon,2023-01-08,219193,348,High
TPI Lampulo,Salmon,2023-01-15,145921,224,High
TPI Lampulo,Salmon,2023-01-22,48185,1655,Low
TPI Lampulo,Salmon,2023-01-29,146132,413,Medium
TPI Lampulo,Salmon,2023-02-05,145402,1827,Medium
TPI Lampulo,Salmon,2023-02-12,129536,716,High
TPI Lampulo,Salmon,2023-02-19,41283,996,Low
TPI Lampulo,Salmon,2023-02-26,210968,1654,Low
TPI Lampulo,Salmon,2023-03-05,120908,646,Medium
TPI Lampulo,Salmon,2023-03-12,141522,961,Medium
TPI Lampulo,Salmon,2023-03-19,197337,342,High
TPI Lampulo,Salmon,2023-03-26,234317,820,Low
TPI Lampulo,Salmon,2023-04-02,124216,1623,High
TPI Lampulo,Salmon,2023-04-09,62760,1032,Low
TPI Lampulo,Salmon,2023-04-16,133052,1855,Low
TPI Lampulo,Salmon,2023-04-23,190120,376,High
TPI Lampulo,Salmon,2023-04-30,236516,1143,High
TPI Lampulo,Salmon,2023-05-07,54564,154,Low
TPI Lampulo,Salmon,2023-05-14,130221,475,Medium
TPI Lampulo,Salmon,2023-05-21,176325,882,High
TPI Lampulo,Salmon,2023-05-28,179097,932,High
TPI Lampulo,Salmon,2023-06-04,100499,1602,Low
TPI Lampulo,Salmon,2023-06-11,98137,1254,Medium
TPI Lampulo,Salmon,2023-06-18,153642,772,Low
TPI Lampulo,Salmon,2023-06-25,50994,1958,Low
TPI Lampulo,Salmon,2023-07-02,80922,1481,High
TPI Lampulo,Salmon,2023-07-09,232941,1299,High
TPI Lampulo,Salmon,2023-07-16,126423,1617,Medium
TPI Lampulo,Salmon,2023-07-23,139400,1461,Low
TPI Lampulo,Salmon,2023-07-30,108278,1460,Medium
TPI Lampulo,Salmon,2023-08-06,106573,1777,Low
TPI Lampulo,Salmon,2023-08-13,137469,1175,High
TPI Lampulo,Salmon,2023-08-20,150234,1785,Medium
TPI Lampulo,Salmon,2023-08-27,227146,924,High
TPI Lampulo,Salmon,2023-09-03,151700,677,Medium
TPI Lampulo,Salmon,2023-09-10,112258,346,Low
TPI Lampulo,Salmon,2023-09-17,90351,619,Medium
TPI Lampulo,Salmon,2023-09-24,58627,1825,Low
TPI Lampulo,Salmon,2023-10-01,226624,139,Low
TPI Lampulo,Salmon,2023-10-08,129163,1457,High
TPI Lampulo,Salmon,2023-10-15,196534,1034,Medium
TPI Lampulo,Salmon,2023-10-22,118028,1484,Medium
TPI Lampulo,Salmon,2023-10-29,36112,735,High
TPI Lampulo,Salmon,2023-11-05,105829,647,High
TPI Lampulo,Salmon,2023-11-12,124390,1945,High
TPI Lampulo,Salmon,2023-11-19,107420,379,Low
TPI Lampulo,Salmon,2023-11-26,190961,1623,Low
TPI Lampulo,Salmon,2023-12-03,124292,1666,Low
TPI Lampulo,Salmon,2023-12-10,183952,1495,Medium
TPI Lampulo,Salmon,2023-12-17,127016,481,Low
TPI Lampulo,Salmon,2023-12-24,204858,411,Low
TPI Lampulo,Salmon,2023-12-31,243199,511,High
TPI Lampulo,Mackerel,2023-01-01,210941,323,Medium
TPI Lampulo,Mackerel,2023-01-08,50294,1561,High
TPI Lampulo,Mackerel,2023-01-15,147495,758,Medium
TPI Lampulo,Mackerel,2023-01-22,55879,842,High
TPI Lampulo,Mackerel,2023-01-29,200651,1962,Low
TPI Lampulo,Mackerel,2023-02-05,89685,1193,High
TPI Lampulo,Mackerel,2023-02-12,159371,318,Medium
TPI Lampulo,Mackerel,2023-02-19,160541,1384,Low
TPI Lampulo,Mackerel,2023-02-26,216617,942,Low
TPI Lampulo,Mackerel,2023-03-05,252475,1766,Low
TPI Lampulo,Mackerel,2023-03-12,89636,681,High
TPI Lampulo,Mackerel,2023-03-19,221938,1372,Medium
TPI Lampulo,Mackerel,2023-03-26,181622,1811,Low
TPI Lampulo,Mackerel,2023-04-02,172343,1539,High
TPI Lampulo,Mackerel,2023-04-09,148030,1644,High
TPI Lampulo,Mackerel,2023-04-16,130693,965,Medium
TPI Lampulo,Mackerel,2023-04-23,83633,1319,Medium
TPI Lampulo,Mackerel,2023-04-30,137011,1159,Medium
TPI Lampulo,Mackerel,2023-05-07,90233,1379,Low
TPI Lampulo,Mackerel,2023-05-14,123314,1249,High
TPI Lampulo,Mackerel,2023-05-21,244828,1319,Low
TPI Lampulo,Mackerel,2023-05-28,158157,1261,High
TPI Lampulo,Mackerel,2023-06-04,172398,615,Low
TPI Lampulo,Mackerel,2023-06-11,64496,222,High
TPI Lampulo,Mackerel,2023-06-18,217726,1231,Low
TPI Lampulo,Mackerel,2023-06-25,163463,237,Medium
TPI Lampulo,Mackerel,2023-07-02,87520,807,Medium
TPI Lampulo,Mackerel,2023-07-09,151818,1547,Medium
TPI Lampulo,Mackerel,2023-07-16,85125,1581,Medium
TPI Lampulo,Mackerel,2023-07-23,232155,1420,High
TPI Lampulo,Mackerel,2023-07-30,164862,1897,Medium
TPI Lampulo,Mackerel,2023-08-06,134639,1149,High
TPI Lampulo,Mackerel,2023-08-13,249994,1093,Low
TPI Lampulo,Mackerel,2023-08-20,49651,1710,High
TPI Lampulo,Mackerel,2023-08-27,128458,1136,Low
TPI Lampulo,Mackerel,2023-09-03,44346,227,High
TPI Lampulo,Mackerel,2023-09-10,154966,1511,High
TPI Lampulo,Mackerel,2023-09-17,113140,1077,Low
TPI Lampulo,Mackerel,2023-09-24,166213,1369,Medium
TPI Lampulo,Mackerel,2023-10-01,127349,993,Low
TPI Lampulo,Mackerel,2023-10-08,239533,1040,High
TPI Lampulo,Mackerel,2023-10-15,186834,1621,Medium
