goat_id,breed,gender,birth_date,age_months,weight_kg,height_cm,health_status,market_price,owner_id,farm_id,registration_date
GT7280,Alpine,Male,11/23/2018,79,42.3,63,Quarantine,897,OWN037,FRM010,2/17/2025
GT7281,Toggenburg,Male,10/31/2018,80,57.81,79,Quarantine,1311,OWN042,FRM010,3/2/2024
GT7282,LaMancha,Female,11/18/2020,55,60.3,83,Mild Illness,565,OWN001,FRM007,12/16/2021
GT7283,Toggenburg,Male,4/24/2017,98,25.85,80,Quarantine,1226,OWN031,FRM001,12/9/2020
GT7284,Toggenburg,Male,10/2/2018,81,45.58,68,Quarantine,1288,OWN024,FRM010,7/30/2023
GT7285,Boer,Female,5/17/2023,24,60.84,69,Under Treatment,639,OWN001,FRM019,12/17/2023
GT7286,Nubian,Female,10/15/2016,105,63.57,71,Under Treatment,620,OWN002,FRM017,9/4/2020
GT7287,Saanen,Male,2/1/2023,28,23.38,56,Under Treatment,1143,OWN024,FRM001,4/19/2025
GT7288,Boer,Male,10/21/2023,19,23.98,71,Quarantine,826,OWN049,FRM008,2/1/2025
GT7289,Toggenburg,Female,1/30/2020,65,62.51,45,Under Treatment,845,OWN024,FRM015,5/15/2022
GT7290,Nubian,Male,12/16/2017,90,33.62,81,Mild Illness,1068,OWN028,FRM006,3/24/2025
GT7291,Nubian,Female,1/28/2020,65,46.94,72,Healthy,612,OWN036,FRM005,11/29/2020
GT7292,Oberhasli,Male,1/21/2016,114,46.28,49,Healthy,300,OWN010,FRM009,8/8/2022
GT7293,Boer,Female,11/4/2023,19,32.73,85,Quarantine,1403,OWN016,FRM020,4/30/2024
GT7294,LaMancha,Female,8/26/2015,119,54.82,83,Mild Illness,658,OWN049,FRM020,1/14/2016
GT7295,Oberhasli,Male,10/26/2019,68,30.98,57,Mild Illness,1279,OWN029,FRM014,10/5/2022
GT7296,LaMancha,Male,12/18/2017,90,50.86,70,Mild Illness,907,OWN033,FRM004,7/18/2021
GT7297,Alpine,Male,2/29/2020,64,51.22,72,Healthy,975,OWN023,FRM006,12/14/2020
GT7298,Toggenburg,Male,3/26/2019,75,31.22,47,Quarantine,1500,OWN039,FRM020,4/16/2023
GT7299,Nubian,Female,5/1/2022,37,50.32,76,Mild Illness,1493,OWN024,FRM005,11/11/2024
GT7300,Saanen,Male,2/25/2023,27,39.5,78,Under Treatment,1422,OWN026,FRM001,12/31/2024
GT7301,Toggenburg,Male,7/19/2015,120,75.42,63,Mild Illness,1417,OWN050,FRM020,8/20/2020
GT7302,Toggenburg,Female,12/29/2018,78,18.74,70,Quarantine,515,OWN047,FRM005,6/22/2024
GT7303,Alpine,Female,8/13/2019,70,27.03,50,Healthy,1120,OWN026,FRM015,12/28/2024
GT7304,Alpine,Female,3/6/2021,51,67.42,79,Quarantine,1107,OWN043,FRM008,7/5/2022
GT7305,Toggenburg,Female,7/24/2023,22,19.89,49,Healthy,934,OWN042,FRM019,5/8/2024
GT7306,Alpine,Female,11/22/2022,30,73.98,77,Mild Illness,644,OWN003,FRM012,5/29/2024
GT7307,Nubian,Female,8/27/2019,70,33.24,72,Mild Illness,724,OWN009,FRM013,4/13/2024
GT7308,Saanen,Male,2/21/2021,52,61.1,60,Mild Illness,772,OWN036,FRM016,5/4/2021
GT7309,Alpine,Male,2/22/2020,64,40.32,51,Under Treatment,1440,OWN008,FRM020,12/3/2024
GT7310,LaMancha,Female,12/30/2018,78,64.03,50,Mild Illness,489,OWN038,FRM010,5/4/2019
GT7311,Saanen,Female,7/31/2021,46,30.48,68,Quarantine,573,OWN017,FRM015,4/13/2023
GT7312,Alpine,Male,7/26/2018,83,53.96,67,Quarantine,501,OWN026,FRM017,10/11/2024
GT7313,Boer,Male,7/2/2017,96,15.73,53,Under Treatment,664,OWN033,FRM012,10/15/2021
GT7314,LaMancha,Male,6/17/2016,109,16.76,84,Quarantine,1088,OWN044,FRM019,11/16/2020
GT7315,Nubian,Female,12/12/2018,78,56.92,65,Healthy,869,OWN005,FRM009,8/8/2020
GT7316,LaMancha,Male,2/11/2023,28,35.18,74,Mild Illness,906,OWN047,FRM020,10/20/2023
GT7317,Alpine,Female,10/16/2020,56,32.76,63,Under Treatment,680,OWN025,FRM010,4/4/2022
GT7318,LaMancha,Female,8/4/2022,34,21.52,48,Quarantine,1222,OWN047,FRM019,3/13/2025
GT7319,LaMancha,Female,4/16/2016,111,44.67,54,Mild Illness,489,OWN045,FRM014,12/25/2017
GT7320,Boer,Female,2/7/2022,40,62.48,50,Under Treatment,695,OWN016,FRM002,1/10/2023
GT7321,Saanen,Male,9/22/2016,105,47.29,53,Quarantine,944,OWN048,FRM002,4/2/2024
GT7322,Oberhasli,Female,3/1/2022,39,69.75,84,Quarantine,1094,OWN045,FRM019,7/13/2024
GT7323,Nubian,Male,3/29/2023,26,73.31,51,Under Treatment,933,OWN016,FRM018,6/2/2023
GT7324,Alpine,Male,10/5/2023,20,22.61,72,Healthy,517,OWN049,FRM002,3/21/2025
GT7325,Alpine,Female,5/28/2024,12,71.7,48,Healthy,1024,OWN040,FRM020,5/21/2025
GT7326,Toggenburg,Male,2/22/2023,27,76.81,68,Under Treatment,1364,OWN015,FRM019,8/2/2024
GT7327,Toggenburg,Male,6/26/2017,96,71.22,61,Under Treatment,852,OWN023,FRM014,6/11/2020
GT7328,Boer,Male,2/10/2024,16,28.79,53,Healthy,821,OWN048,FRM018,2/2/2025
GT7329,LaMancha,Female,3/3/2021,51,33.18,50,Mild Illness,1473,OWN050,FRM019,11/1/2021
GT7330,LaMancha,Female,11/22/2018,79,57.64,73,Quarantine,1355,OWN039,FRM007,4/4/2024
GT7331,Nubian,Male,8/20/2017,94,30.5,50,Under Treatment,1088,OWN038,FRM011,10/13/2017
GT7332,LaMancha,Male,9/19/2018,81,46.31,67,Quarantine,1424,OWN024,FRM003,4/26/2024
GT7333,Saanen,Female,8/19/2021,46,68.44,58,Quarantine,429,OWN042,FRM003,4/15/2023
GT7334,Oberhasli,Male,5/4/2024,13,48.73,76,Under Treatment,284,OWN046,FRM017,12/3/2024
GT7335,Toggenburg,Male,10/27/2019,68,19.15,57,Healthy,969,OWN037,FRM020,10/25/2020
GT7336,Nubian,Male,4/29/2022,37,19.5,65,Mild Illness,1316,OWN029,FRM017,9/30/2022
GT7337,LaMancha,Female,11/17/2022,31,23.77,81,Mild Illness,215,OWN050,FRM006,3/22/2025
GT7338,LaMancha,Female,3/28/2020,63,18.67,54,Healthy,1229,OWN023,FRM002,6/11/2022
GT7339,Boer,Female,6/28/2017,96,71.18,80,Mild Illness,418,OWN037,FRM004,1/22/2019
GT7340,Nubian,Female,1/2/2023,29,18.47,79,Under Treatment,1281,OWN037,FRM014,4/13/2023
GT7341,Boer,Female,1/6/2021,53,54.86,80,Healthy,1322,OWN018,FRM009,9/7/2022
GT7342,Saanen,Male,4/26/2019,74,50.33,72,Under Treatment,830,OWN030,FRM003,1/7/2020
GT7343,LaMancha,Male,5/28/2024,12,73.79,48,Under Treatment,719,OWN033,FRM015,6/18/2024
GT7344,Boer,Female,12/17/2022,30,17.4,70,Quarantine,513,OWN015,FRM001,6/16/2023
GT7345,Oberhasli,Male,7/30/2016,107,69.19,70,Healthy,1396,OWN042,FRM010,7/21/2019
GT7346,Boer,Female,10/15/2015,117,71.65,68,Healthy,399,OWN009,FRM008,2/19/2023
GT7347,Boer,Male,7/19/2020,59,42.11,85,Under Treatment,970,OWN028,FRM002,2/11/2022
GT7348,Oberhasli,Female,8/18/2019,70,16.89,67,Healthy,1247,OWN024,FRM012,5/18/2020
GT7349,Toggenburg,Female,3/7/2023,27,42.83,76,Mild Illness,1175,OWN037,FRM008,4/21/2024
GT7350,LaMancha,Male,8/23/2019,70,75.24,64,Quarantine,745,OWN015,FRM015,8/29/2023
GT7351,Nubian,Male,1/25/2023,28,60.82,65,Mild Illness,369,OWN045,FRM019,6/18/2024
GT7352,Toggenburg,Female,2/15/2018,88,67.52,46,Healthy,255,OWN009,FRM015,9/2/2019
GT7353,Alpine,Female,10/22/2017,92,47.31,64,Mild Illness,714,OWN044,FRM008,7/5/2024
GT7354,Nubian,Male,1/5/2024,17,21.55,85,Healthy,467,OWN028,FRM014,2/11/2024
GT7355,Oberhasli,Male,3/31/2019,75,30.25,73,Mild Illness,1495,OWN036,FRM004,6/1/2021
GT7356,Oberhasli,Male,10/26/2015,116,76.64,60,Healthy,1453,OWN035,FRM008,8/30/2023
GT7357,Saanen,Female,7/5/2023,23,39.05,55,Mild Illness,1205,OWN035,FRM001,4/27/2024
GT7358,Nubian,Female,10/20/2015,117,40.08,57,Mild Illness,1254,OWN029,FRM009,1/17/2025
GT7359,Toggenburg,Male,11/6/2020,55,67.2,71,Under Treatment,1026,OWN036,FRM013,7/11/2021
GT7360,Alpine,Male,7/7/2023,23,63.61,66,Healthy,264,OWN004,FRM012,5/23/2024
GT7361,LaMancha,Female,7/4/2022,35,74.85,58,Healthy,870,OWN031,FRM012,1/11/2024
GT7362,Oberhasli,Male,4/15/2022,38,74.34,65,Under Treatment,652,OWN044,FRM018,4/6/2025
GT7363,Toggenburg,Female,11/8/2019,67,44.51,51,Healthy,1184,OWN030,FRM020,1/17/2021
GT7364,Toggenburg,Female,10/8/2019,68,55.25,51,Under Treatment,1286,OWN034,FRM004,5/6/2021
GT7365,Boer,Male,2/22/2018,88,77.09,62,Quarantine,1032,OWN006,FRM020,12/1/2020
GT7366,Toggenburg,Female,4/21/2018,86,31.41,74,Healthy,272,OWN001,FRM014,3/23/2021
GT7367,Boer,Female,11/5/2019,67,69.82,70,Quarantine,1076,OWN035,FRM018,12/20/2019
GT7368,Boer,Female,6/8/2022,36,70.68,65,Under Treatment,681,OWN050,FRM013,12/22/2022
GT7369,Nubian,Female,5/11/2023,25,75.53,76,Quarantine,1087,OWN024,FRM020,6/2/2024
GT7370,LaMancha,Female,6/3/2016,109,55.19,47,Mild Illness,668,OWN018,FRM010,3/15/2019
GT7371,Oberhasli,Male,1/12/2022,41,30.14,80,Healthy,1076,OWN012,FRM006,4/11/2023
GT7372,Alpine,Female,11/12/2019,67,78.21,77,Under Treatment,1457,OWN042,FRM004,8/24/2022
GT7373,LaMancha,Female,4/20/2020,62,21.29,69,Mild Illness,1323,OWN034,FRM008,3/5/2025
GT7374,Alpine,Male,10/21/2023,19,61.3,79,Healthy,966,OWN049,FRM007,4/16/2024
GT7375,Nubian,Male,9/3/2016,106,57.79,50,Mild Illness,358,OWN044,FRM007,9/4/2024
GT7376,Boer,Female,7/6/2021,47,22.39,51,Quarantine,209,OWN011,FRM016,10/31/2021
GT7377,LaMancha,Female,12/12/2015,115,45.86,64,Under Treatment,1134,OWN037,FRM007,6/8/2021
GT7378,Alpine,Male,3/7/2019,76,63.63,59,Healthy,1188,OWN049,FRM013,4/1/2020
GT7379,Saanen,Female,7/15/2022,35,51.24,55,Under Treatment,1269,OWN035,FRM011,2/10/2024
GT7380,Toggenburg,Female,11/22/2017,91,58,52,Mild Illness,1499,OWN046,FRM011,4/20/2020
GT7381,Toggenburg,Female,9/6/2019,69,34.79,78,Quarantine,829,OWN029,FRM009,12/13/2020
GT7382,Saanen,Female,3/29/2021,50,27.69,75,Mild Illness,1376,OWN041,FRM014,12/29/2023
GT7383,Saanen,Female,8/6/2017,95,37.57,66,Quarantine,1193,OWN038,FRM019,11/28/2020
GT7384,Oberhasli,Male,11/23/2019,67,40.02,77,Mild Illness,792,OWN017,FRM005,2/27/2020
GT7385,Boer,Male,7/27/2018,83,20.61,47,Under Treatment,733,OWN022,FRM011,3/3/2022
GT7386,Saanen,Male,11/18/2016,104,33.81,68,Mild Illness,1252,OWN028,FRM008,10/28/2019
GT7387,Boer,Female,12/2/2017,91,15.39,72,Healthy,1124,OWN004,FRM013,8/21/2019
GT7388,Boer,Male,1/16/2017,102,34.78,65,Mild Illness,702,OWN032,FRM012,3/3/2019
GT7389,Oberhasli,Male,11/21/2015,116,16.3,68,Quarantine,1455,OWN007,FRM009,10/29/2018
GT7390,Alpine,Male,10/21/2023,19,39.67,64,Healthy,918,OWN031,FRM008,12/23/2024
GT7391,Nubian,Female,1/31/2024,16,42.65,78,Under Treatment,214,OWN047,FRM020,12/12/2024
GT7392,Saanen,Male,8/22/2017,94,32.36,85,Quarantine,1237,OWN005,FRM001,8/14/2021
GT7393,LaMancha,Male,3/26/2020,63,46.65,81,Under Treatment,1186,OWN042,FRM004,11/16/2020
GT7394,Toggenburg,Female,8/14/2018,82,73.73,51,Under Treatment,1393,OWN023,FRM004,2/5/2023
GT7395,Boer,Female,9/1/2017,94,36.25,57,Quarantine,635,OWN025,FRM018,2/23/2018
GT7396,Saanen,Female,5/29/2017,97,26.36,70,Quarantine,359,OWN034,FRM002,5/26/2018
GT7397,LaMancha,Female,12/25/2020,54,30.68,78,Healthy,983,OWN035,FRM010,5/23/2021
GT7398,LaMancha,Male,2/25/2024,15,70.74,55,Mild Illness,247,OWN039,FRM020,4/29/2025
GT7399,Saanen,Female,5/7/2016,110,75.32,64,Quarantine,764,OWN017,FRM011,2/15/2018
GT7400,Saanen,Male,11/8/2023,19,16.42,45,Quarantine,205,OWN017,FRM012,1/1/2024
GT7401,Toggenburg,Male,10/23/2022,31,58.81,84,Healthy,1247,OWN006,FRM017,1/19/2025
GT7402,Alpine,Male,12/29/2017,90,28.72,46,Mild Illness,1209,OWN041,FRM013,5/3/2019
GT7403,Nubian,Male,9/5/2022,33,67.51,74,Mild Illness,540,OWN014,FRM016,2/21/2024
GT7404,Nubian,Female,10/11/2020,56,54.85,65,Healthy,736,OWN014,FRM005,8/7/2022
GT7405,Toggenburg,Female,4/16/2020,62,72.89,66,Healthy,733,OWN030,FRM008,12/22/2024
GT7406,Boer,Male,8/11/2021,46,36.28,54,Mild Illness,1056,OWN049,FRM012,10/24/2024
GT7407,Boer,Male,4/19/2019,74,18.41,67,Mild Illness,1353,OWN030,FRM007,1/29/2021
GT7408,Oberhasli,Female,6/11/2022,36,69.83,51,Mild Illness,910,OWN040,FRM019,6/12/2024
GT7409,Alpine,Female,2/10/2017,101,24.43,48,Quarantine,326,OWN046,FRM001,11/14/2018
GT7410,LaMancha,Female,11/25/2023,18,25.16,61,Healthy,843,OWN006,FRM009,5/16/2025
GT7411,Toggenburg,Male,9/16/2017,93,22.44,69,Under Treatment,386,OWN005,FRM020,7/28/2020
GT7412,LaMancha,Male,4/24/2017,98,60.58,72,Under Treatment,1059,OWN020,FRM002,5/31/2019
GT7413,Toggenburg,Male,9/9/2022,33,60.38,63,Mild Illness,1076,OWN003,FRM002,3/15/2023
GT7414,Alpine,Male,8/2/2020,58,50.1,81,Mild Illness,542,OWN013,FRM017,4/21/2023
GT7415,Boer,Male,9/14/2022,33,38.4,74,Mild Illness,1301,OWN042,FRM020,5/25/2023
GT7416,Boer,Female,1/15/2017,102,38.87,80,Mild Illness,518,OWN021,FRM003,10/28/2024
GT7417,Toggenburg,Female,1/22/2019,77,33.12,76,Under Treatment,560,OWN039,FRM009,4/4/2024
GT7418,LaMancha,Female,6/26/2022,35,44.8,70,Under Treatment,844,OWN007,FRM006,2/12/2025
GT7419,LaMancha,Female,3/2/2019,76,79.69,57,Mild Illness,1076,OWN032,FRM014,7/25/2020
GT7420,Alpine,Female,10/20/2019,68,65.21,48,Mild Illness,364,OWN048,FRM001,8/8/2021
GT7421,Saanen,Male,6/25/2019,72,23.3,49,Mild Illness,659,OWN042,FRM017,2/1/2024
GT7422,Alpine,Female,5/9/2018,86,66.09,61,Mild Illness,350,OWN020,FRM010,2/12/2023
GT7423,Toggenburg,Male,8/17/2020,58,68.59,66,Under Treatment,879,OWN049,FRM015,9/30/2021
GT7424,Boer,Male,7/4/2023,23,55.2,78,Mild Illness,1350,OWN045,FRM005,12/31/2024
GT7425,Boer,Male,6/18/2022,36,39.16,63,Mild Illness,273,OWN040,FRM007,10/26/2024
GT7426,Boer,Male,5/4/2024,13,75.58,66,Mild Illness,331,OWN023,FRM003,10/30/2024
GT7427,Alpine,Male,12/8/2022,30,59.22,63,Quarantine,1060,OWN002,FRM014,8/3/2023
GT7428,LaMancha,Male,3/29/2021,50,78.19,61,Quarantine,408,OWN023,FRM016,4/13/2024
GT7429,Oberhasli,Female,7/20/2020,59,41.99,51,Healthy,1317,OWN003,FRM003,11/21/2022
GT7430,Saanen,Male,6/3/2021,48,68.25,55,Mild Illness,410,OWN046,FRM005,9/5/2022
GT7431,Nubian,Female,11/3/2023,19,77.48,51,Mild Illness,397,OWN027,FRM020,9/30/2024
GT7432,LaMancha,Male,1/20/2023,28,23.87,54,Under Treatment,731,OWN007,FRM009,1/15/2024
GT7433,Nubian,Male,5/6/2024,13,41.6,59,Mild Illness,1044,OWN048,FRM005,12/24/2024
GT7434,Saanen,Female,6/26/2020,60,32.17,57,Quarantine,417,OWN022,FRM002,6/19/2022
GT7435,Boer,Female,12/26/2022,29,23.1,84,Quarantine,1200,OWN035,FRM015,9/20/2023
GT7436,Alpine,Male,4/6/2017,99,64.78,50,Healthy,922,OWN049,FRM020,1/15/2022
GT7437,Saanen,Male,12/18/2020,54,26.61,79,Under Treatment,581,OWN013,FRM006,9/29/2024
GT7438,Toggenburg,Female,4/8/2023,26,27.36,67,Under Treatment,1048,OWN040,FRM002,7/17/2023
GT7439,Nubian,Male,2/20/2020,64,61.62,81,Mild Illness,377,OWN003,FRM011,3/13/2021
GT7440,Alpine,Male,4/21/2016,111,51.89,60,Mild Illness,610,OWN046,FRM018,9/16/2016
GT7441,Saanen,Female,7/4/2017,96,34.06,66,Mild Illness,1129,OWN036,FRM016,10/25/2022
GT7442,Alpine,Male,8/5/2015,119,55.95,45,Mild Illness,640,OWN022,FRM014,4/13/2018
GT7443,Boer,Male,11/28/2019,67,79.18,82,Mild Illness,229,OWN040,FRM020,3/6/2020
GT7444,Oberhasli,Female,7/27/2021,46,48.07,50,Under Treatment,225,OWN031,FRM018,1/6/2023
GT7445,Alpine,Female,4/3/2023,26,75.97,70,Mild Illness,1274,OWN007,FRM019,4/25/2025
GT7446,Toggenburg,Male,7/5/2019,72,72.65,85,Under Treatment,1350,OWN044,FRM015,11/11/2020
GT7447,Boer,Female,5/10/2020,61,22.65,60,Healthy,1425,OWN045,FRM001,7/10/2020
GT7448,Saanen,Male,11/5/2018,80,33.79,68,Under Treatment,431,OWN032,FRM011,11/14/2018
GT7449,LaMancha,Female,3/8/2021,51,73.89,73,Mild Illness,882,OWN014,FRM007,6/6/2021
GT7450,Nubian,Female,4/14/2024,13,17.23,77,Quarantine,1036,OWN028,FRM017,2/1/2025
GT7451,Alpine,Female,11/23/2017,91,67.87,62,Mild Illness,342,OWN006,FRM013,3/5/2024
GT7452,Nubian,Male,9/18/2023,20,18.86,70,Under Treatment,372,OWN020,FRM020,5/21/2025
GT7453,Boer,Female,3/13/2022,39,28.44,84,Quarantine,944,OWN044,FRM010,2/18/2023
GT7454,Toggenburg,Male,11/25/2018,79,20.08,66,Under Treatment,1098,OWN032,FRM003,12/24/2022
GT7455,Toggenburg,Male,3/20/2021,51,75.6,48,Mild Illness,1144,OWN022,FRM019,10/18/2024
GT7456,Alpine,Male,1/26/2024,16,51.22,85,Under Treatment,1322,OWN025,FRM020,11/26/2024
GT7457,Alpine,Male,4/17/2018,86,79.26,78,Under Treatment,617,OWN017,FRM006,10/28/2021
GT7458,Nubian,Male,9/14/2023,20,32.01,62,Under Treatment,542,OWN048,FRM004,6/3/2024
GT7459,Nubian,Female,1/29/2019,77,60.97,80,Quarantine,292,OWN028,FRM005,7/13/2019
GT7460,Toggenburg,Male,7/27/2016,107,64.18,77,Healthy,1329,OWN003,FRM009,4/28/2022
GT7461,Saanen,Male,6/15/2021,48,35.6,64,Healthy,797,OWN001,FRM012,5/5/2024
GT7462,Oberhasli,Male,5/8/2023,25,51.29,45,Healthy,695,OWN044,FRM009,11/20/2024
GT7463,Alpine,Female,10/15/2017,92,61.49,83,Quarantine,648,OWN027,FRM009,5/8/2018
GT7464,Saanen,Male,1/12/2020,65,26.16,71,Under Treatment,1126,OWN009,FRM011,8/8/2023
GT7465,Toggenburg,Female,8/7/2017,95,59.81,81,Mild Illness,784,OWN022,FRM007,6/18/2023
GT7466,LaMancha,Female,9/6/2023,21,15.85,63,Mild Illness,719,OWN002,FRM018,3/14/2024
GT7467,Saanen,Female,6/12/2022,36,33.41,85,Under Treatment,483,OWN024,FRM008,8/5/2022
GT7468,LaMancha,Female,6/4/2016,109,49.31,66,Mild Illness,1126,OWN028,FRM017,4/3/2021
GT7469,Oberhasli,Male,4/29/2020,62,16.25,51,Healthy,538,OWN010,FRM010,10/24/2024
GT7470,Oberhasli,Female,3/15/2016,112,40.34,61,Mild Illness,1299,OWN003,FRM020,11/6/2022
GT7471,Oberhasli,Female,1/17/2017,102,15.1,45,Quarantine,1402,OWN046,FRM001,9/15/2019
GT7472,LaMancha,Female,3/10/2016,112,58.82,67,Healthy,851,OWN040,FRM003,1/19/2017
GT7473,Saanen,Female,7/17/2020,59,37.2,58,Mild Illness,440,OWN029,FRM002,7/29/2024
GT7474,Nubian,Female,8/11/2015,119,73.2,60,Quarantine,1425,OWN031,FRM001,3/26/2016
GT7475,LaMancha,Female,6/28/2016,108,18.34,60,Quarantine,1180,OWN023,FRM018,1/6/2020
GT7476,Alpine,Male,2/8/2016,113,64.96,57,Quarantine,376,OWN032,FRM005,4/12/2019
GT7477,Saanen,Male,5/12/2024,12,36.02,60,Mild Illness,250,OWN001,FRM007,8/11/2024
GT7478,Oberhasli,Male,11/25/2020,55,36.88,69,Quarantine,756,OWN029,FRM009,10/5/2023
GT7479,Saanen,Male,3/28/2018,87,75.06,60,Healthy,405,OWN023,FRM003,5/29/2018
GT7480,LaMancha,Female,10/29/2015,116,47.7,84,Under Treatment,1304,OWN049,FRM010,1/24/2022
GT7481,Nubian,Male,10/17/2020,56,41.8,72,Mild Illness,377,OWN024,FRM010,1/23/2022
GT7482,Nubian,Male,12/28/2022,29,53.55,84,Healthy,622,OWN042,FRM010,5/25/2023
GT7483,Toggenburg,Male,6/23/2020,60,31.04,67,Quarantine,901,OWN013,FRM013,10/10/2021
GT7484,Alpine,Female,8/14/2021,46,20.72,70,Under Treatment,1057,OWN046,FRM007,4/15/2023
GT7485,Boer,Male,4/8/2018,87,63.55,64,Under Treatment,545,OWN012,FRM017,7/18/2019
GT7486,Oberhasli,Male,10/15/2016,105,28.82,65,Mild Illness,832,OWN033,FRM011,9/7/2017
GT7487,Toggenburg,Male,2/12/2016,113,68.55,83,Quarantine,1454,OWN037,FRM007,3/9/2023
GT7488,Toggenburg,Female,6/11/2022,36,53.75,71,Under Treatment,1097,OWN030,FRM011,9/12/2023
GT7489,LaMancha,Male,12/18/2023,17,79.9,59,Under Treatment,561,OWN008,FRM020,1/12/2024
GT7490,Alpine,Male,1/16/2016,114,78.65,69,Under Treatment,213,OWN028,FRM010,6/4/2022
GT7491,Saanen,Male,8/23/2020,58,27.76,49,Under Treatment,775,OWN003,FRM005,9/10/2022
GT7492,Boer,Female,5/25/2021,49,78.7,77,Mild Illness,217,OWN029,FRM011,9/30/2022
GT7493,Saanen,Male,10/30/2016,104,40.99,54,Quarantine,1499,OWN002,FRM007,2/19/2018
GT7494,Toggenburg,Female,12/11/2022,30,52.12,61,Healthy,233,OWN044,FRM012,9/29/2024
GT7495,Nubian,Female,1/10/2019,77,76.66,85,Quarantine,611,OWN027,FRM010,4/28/2022
GT7496,Nubian,Female,6/2/2021,48,75.62,49,Mild Illness,1031,OWN017,FRM011,9/5/2024
GT7497,Boer,Male,9/6/2015,118,40.19,71,Quarantine,1451,OWN028,FRM016,3/9/2022
GT7498,Toggenburg,Female,3/20/2023,26,40.34,85,Mild Illness,991,OWN039,FRM017,12/17/2023
GT7499,Alpine,Male,6/9/2016,109,15.31,50,Mild Illness,622,OWN015,FRM005,2/11/2025
GT7500,Alpine,Male,3/31/2019,75,67.77,73,Healthy,550,OWN042,FRM014,4/18/2023
GT7501,Toggenburg,Female,10/4/2016,105,22.84,81,Quarantine,344,OWN019,FRM020,4/13/2022
GT7502,Boer,Male,2/13/2019,76,70.71,67,Healthy,831,OWN048,FRM015,3/11/2022
GT7503,Boer,Female,9/8/2016,106,76.81,71,Healthy,627,OWN035,FRM010,5/29/2023
GT7504,LaMancha,Female,3/21/2018,87,78.35,54,Quarantine,259,OWN027,FRM017,1/4/2021
GT7505,Nubian,Male,12/31/2020,53,78.09,74,Under Treatment,1027,OWN005,FRM010,9/29/2024
GT7506,Oberhasli,Male,6/18/2022,36,63.97,81,Quarantine,983,OWN005,FRM012,5/6/2025
GT7507,LaMancha,Male,6/13/2019,72,55.34,57,Mild Illness,890,OWN029,FRM017,4/2/2022
GT7508,LaMancha,Male,7/12/2018,83,74.22,77,Under Treatment,288,OWN028,FRM019,4/30/2023
GT7509,Saanen,Male,7/16/2018,83,18.57,59,Under Treatment,1188,OWN048,FRM003,4/6/2024
GT7510,Saanen,Male,5/17/2021,49,18.2,75,Mild Illness,250,OWN042,FRM005,4/25/2024
GT7511,Nubian,Female,11/18/2016,104,56.5,66,Healthy,485,OWN038,FRM005,2/7/2018
GT7512,Saanen,Female,11/1/2022,31,24.91,57,Healthy,619,OWN016,FRM012,1/31/2025
GT7513,Toggenburg,Male,11/7/2019,67,29.47,81,Under Treatment,338,OWN007,FRM004,11/25/2020
GT7514,Nubian,Female,4/14/2016,111,64.6,75,Mild Illness,1308,OWN043,FRM015,6/20/2020
GT7515,LaMancha,Male,2/7/2017,101,43.54,74,Quarantine,1096,OWN035,FRM006,7/1/2022
GT7516,Nubian,Female,8/30/2021,45,15.5,80,Under Treatment,573,OWN009,FRM019,8/8/2023
GT7517,Oberhasli,Female,11/11/2021,43,67.64,71,Under Treatment,413,OWN020,FRM009,11/10/2024
GT7518,Toggenburg,Female,2/2/2023,28,66.76,69,Under Treatment,1141,OWN018,FRM007,5/21/2025
GT7519,Saanen,Female,2/27/2019,76,25.09,46,Quarantine,1281,OWN005,FRM010,5/3/2024
GT7520,Toggenburg,Female,7/1/2021,47,67.62,84,Healthy,1403,OWN033,FRM015,7/10/2022
GT7521,Nubian,Male,4/17/2023,25,26.26,82,Healthy,328,OWN014,FRM001,10/16/2023
GT7522,Oberhasli,Male,2/4/2024,16,48.65,60,Mild Illness,1398,OWN008,FRM010,9/23/2024
GT7523,Saanen,Male,11/14/2023,18,64.06,49,Quarantine,1410,OWN027,FRM008,4/4/2025
GT7524,Nubian,Male,8/17/2015,119,55.67,45,Quarantine,772,OWN037,FRM011,2/24/2016
GT7525,Saanen,Female,3/16/2016,112,33.39,55,Quarantine,398,OWN038,FRM006,3/30/2021
GT7526,LaMancha,Male,6/4/2022,36,24.24,78,Under Treatment,740,OWN049,FRM004,11/19/2023
GT7527,Oberhasli,Female,1/23/2016,114,20.62,69,Mild Illness,1036,OWN012,FRM009,9/24/2024
GT7528,Oberhasli,Male,12/15/2016,103,48.78,78,Under Treatment,434,OWN042,FRM014,9/18/2024
GT7529,Nubian,Male,8/5/2016,107,30.63,51,Mild Illness,1203,OWN001,FRM011,10/24/2016
GT7530,Alpine,Female,12/7/2021,42,19.97,60,Quarantine,1041,OWN011,FRM006,6/20/2023
GT7531,Alpine,Female,7/21/2020,59,54.06,52,Under Treatment,463,OWN024,FRM018,3/11/2023
GT7532,Nubian,Female,11/11/2018,79,20.44,72,Mild Illness,844,OWN032,FRM017,11/19/2022
GT7533,Saanen,Male,8/29/2019,70,41.74,62,Quarantine,1040,OWN033,FRM009,4/18/2025
GT7534,Oberhasli,Female,9/4/2015,118,21.92,57,Mild Illness,1469,OWN004,FRM004,10/28/2019
GT7535,Oberhasli,Male,12/13/2019,66,72.68,83,Healthy,893,OWN034,FRM011,3/22/2022
